872614736	20190914	201909	2019	2019.6959	AREJUD	UNITED ARAB EMIRATES	ARE					JUD			COP	PRISON						COP			0	130	130	13	3	-4.4	4	2	4	-2.31841329402305	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190914	https://www.birminghammail.co.uk/news/uk-news/grime-artist-asco-making-1500-16918396
872615552	20190914	201909	2019	2019.6959	JUD	BARRISTER						JUD			COP	PRISON						COP			0	130	130	13	3	-4.4	16	2	16	-2.31841329402305	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190914	https://www.birminghammail.co.uk/news/uk-news/grime-artist-asco-making-1500-16918396
872674962	20190914	201909	2019	2019.6959	REB	REBEL						REB													1	138	138	13	3	-7.0	92	10	92	-8.59339578076441	1	United Arab Emirates	AE	AE	24	54	AE	0							1	United Arab Emirates	AE	AE	24	54	AE	20190914	https://www.hindustantimes.com/world-news/world-s-largest-oil-processing-facility-in-saudi-hit-by-drone-strikes-yemen-rebels-claim-attacks/story-94OB5IPaRUOQDk49M8YDgN.html
872677881	20190914	201909	2019	2019.6959	COP	POLICE						COP			BUS	TANKER						BUS			1	160	160	16	4	-4.0	10	1	10	1.01522842639594	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190914	https://www.wral.com/norwegian-oil-terminal-evacuated-after-smoke-seen-on-tanker/18632530/
872686644	20190914	201909	2019	2019.6959	REB	REBEL						REB													0	138	138	13	3	-7.0	1648	162	1648	-8.54840519570853	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190914	https://www.stripes.com/news/middle-east/yemen-rebels-claim-drone-attacks-on-major-saudi-oil-sites-1.598930
872691589	20190914	201909	2019	2019.6959	REB	REBEL						REB													0	138	138	13	3	-7.0	2	1	2	-8.14639905548997	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	20190914	https://www.timesofisrael.com/yemen-rebels-claim-drone-attacks-on-major-saudi-oil-sites/
872693265	20190914	201909	2019	2019.6959	UAF	TERRORIST						UAF													0	138	138	13	3	-7.0	10	1	10	-8.55172413793103	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190914	https://onenewsnow.com/ap/world/yemen-houthi-terrorists-claim-drone-attacks-on-major-saudi-oil-sites
872711858	20190914	201909	2019	2019.6959	AREGOV	UNITED ARAB EMIRATES	ARE					GOV			GOV	GOVERNMENT						GOV			1	130	130	13	3	-4.4	2	1	2	-1.33630289532294	4	Ajman, Ajman, United Arab Emirates	AE	AE02	25.4069	55.4441	-782102	4	Ajman, Ajman, United Arab Emirates	AE	AE02	25.4069	55.4441	-782102	4	Ajman, Ajman, United Arab Emirates	AE	AE02	25.4069	55.4441	-782102	20190914	https://www.khaleejtimes.com/news/government/sheikh-mohammeds-warning-to-uaes-worst-service-centres
872711859	20190914	201909	2019	2019.6959	AREGOV	DUBAI	ARE					GOV			GOV	GOVERNMENT						GOV			1	130	130	13	3	-4.4	6	1	6	-1.33630289532294	4	Ajman, Ajman, United Arab Emirates	AE	AE02	25.4069	55.4441	-782102	4	Khaleej Times, Dubayy, United Arab Emirates	AE	AE03	25.1723	55.2444	11414110	4	Ajman, Ajman, United Arab Emirates	AE	AE02	25.4069	55.4441	-782102	20190914	https://www.khaleejtimes.com/news/government/sheikh-mohammeds-warning-to-uaes-worst-service-centres
872711860	20190914	201909	2019	2019.6959	AREGOV	DUBAI	ARE					GOV			GOV	GOVERNMENT						GOV			1	130	130	13	3	-4.4	2	1	2	-1.33630289532294	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Ajman, Ajman, United Arab Emirates	AE	AE02	25.4069	55.4441	-782102	4	Ajman, Ajman, United Arab Emirates	AE	AE02	25.4069	55.4441	-782102	20190914	https://www.khaleejtimes.com/news/government/sheikh-mohammeds-warning-to-uaes-worst-service-centres
872726137	20190914	201909	2019	2019.6959	ARE	DUBAI	ARE								IRN	TEHRAN	IRN								1	130	130	13	3	-4.4	2	1	2	-6.32688927943761	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	20190914	https://www.endtime.com/tag/nuclear/
872726138	20190914	201909	2019	2019.6959	ARE	DUBAI	ARE								IRN	IRAN	IRN								1	163	163	16	4	-8.0	2	1	2	-6.32688927943761	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	20190914	https://www.endtime.com/tag/nuclear/
