853021046	20190618	201906	2019	2019.4603	IRN	IRAN	IRN								USA	UNITED STATES	USA								1	130	130	13	3	-4.4	6	2	6	-2.76647681041497	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190618	https://www.smdailyjournal.com/news/world/iran-speeds-up-uranium-enrichment-as-mideast-tensions-mount/article_e724fa45-55cc-556a-9d90-68fdaa9f616c.html
853021058	20190618	201906	2019	2019.4603	IRN	IRAN	IRN								USAMIL	AMERICAN TROOPS	USA					MIL			1	130	130	13	3	-4.4	2	2	2	-2.76647681041497	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190618	https://www.smdailyjournal.com/news/world/iran-speeds-up-uranium-enrichment-as-mideast-tensions-mount/article_e724fa45-55cc-556a-9d90-68fdaa9f616c.html
853021872	20190618	201906	2019	2019.4603	MNC	EXXON						MNC			IRQ	BASRA	IRQ								0	160	160	16	4	-4.0	2	1	2	-6.71704450041982	4	Gulf Of Oman, United Arab Emirates (general), United Arab Emirates	AE	AE00	25.2264	56.4921	-783875	4	Gulf Of Oman, United Arab Emirates (general), United Arab Emirates	AE	AE00	25.2264	56.4921	-783875	4	Gulf Of Oman, United Arab Emirates (general), United Arab Emirates	AE	AE00	25.2264	56.4921	-783875	20190618	https://www.nbcwashington.com/news/politics/US-Airliners-Warned-Persian-Gulf-Tensions-Iran-510108481.html
853025381	20190618	201906	2019	2019.4603	IRN	IRAN	IRN																		0	130	130	13	3	-4.4	2	1	2	-0.14832393948383	4	Gulf Of Oman, Iran (general), Iran	IR	IR00	25.4489	57.7939	-3077385	0							1	United Arab Emirates	AE	AE	24	54	AE	20190618	https://www.state.gov/briefings/department-press-briefing-june-17-2019/
853028061	20180618	201806	2018	2018.4603											MOS	ISLAMIC				MOS					1	163	163	16	4	-8.0	1	1	1	-6.46258503401361	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190618	http://news.trust.org/item/20190617142226-n6utd/
853033788	20190618	201906	2019	2019.4603	IRN	IRAN	IRN								USA	UNITED STATES	USA								1	130	130	13	3	-4.4	6	2	6	-2.72590887904918	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	50.8333	4.33333	-1955538	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	50.8333	4.33333	-1955538	20190618	https://www.dailyinterlake.com/article/20190617/AP/306179968
853033792	20190618	201906	2019	2019.4603	IRN	IRAN	IRN								USAMIL	AMERICAN TROOPS	USA					MIL			1	130	130	13	3	-4.4	2	2	2	-2.72590887904918	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	50.8333	4.33333	-1955538	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	50.8333	4.33333	-1955538	20190618	https://www.dailyinterlake.com/article/20190617/AP/306179968
853104159	20190618	201906	2019	2019.4603	IRN	TEHRAN	IRN								MED	SPOKESMAN						MED			1	130	130	13	3	-4.4	1	1	1	-2.26628895184136	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Berlin, Berlin, Germany	GM	GM16	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	52.5167	13.4	-1746443	20190618	https://www.union-bulletin.com/seattle_times/iran-says-it-will-break-uranium-stockpile-limit-in-days/article_5a1fafdd-97de-5099-a71e-09520c802e99.html
853118135	20190618	201906	2019	2019.4603	AREMIL	UNITED ARAB EMIRATES	ARE					MIL			ARE	DUBAI	ARE								1	166	166	16	4	-7.0	1	1	1	2	4	Gulf News, Dubayy, United Arab Emirates	AE	AE03	25.1877	55.2529	11414118	4	Gulf News, Dubayy, United Arab Emirates	AE	AE03	25.1877	55.2529	11414118	4	Gulf News, Dubayy, United Arab Emirates	AE	AE03	25.1877	55.2529	11414118	20190618	https://gulfnews.com/uae/indian-billionaire-br-shetty-gets-10-year-uae-visa-1.1560848058080
853119099	20190618	201906	2019	2019.4603	MIL	MAJOR GENERAL						MIL			ARE	DUBAI	ARE								1	166	166	16	4	-7.0	7	1	7	2	4	Gulf News, Dubayy, United Arab Emirates	AE	AE03	25.1877	55.2529	11414118	4	Gulf News, Dubayy, United Arab Emirates	AE	AE03	25.1877	55.2529	11414118	4	Gulf News, Dubayy, United Arab Emirates	AE	AE03	25.1877	55.2529	11414118	20190618	https://gulfnews.com/uae/indian-billionaire-br-shetty-gets-10-year-uae-visa-1.1560848058080
853144867	20180618	201806	2018	2018.4603											IRN	IRAN	IRN								1	163	163	16	4	-8.0	7	4	7	-7.25290855424112	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	20190618	https://www.reuters.com/article/us-iran-nuclear/iran-says-it-wont-wage-war-russia-tells-u-s-to-stop-stoking-tensions-idUSKCN1TI0SP
853158453	20190618	201906	2019	2019.4603	GOV	SECRETARY OF STATE						GOV			USA	UNITED STATES	USA								0	130	130	13	3	-4.4	18	3	18	-2.1656858584624	1	United Arab Emirates	AE	AE	24	54	AE	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20190618	https://www.clevelandjewishnews.com/news/world_news/us-to-send-additional-troops-to-mideast-in-reaction-to/article_76c2b882-4e0e-55cb-9244-749e83bda9c9.html
853180135	20190618	201906	2019	2019.4603	ARE	UNITED ARAB EMIRATES	ARE								NGOICG	INTERNATIONAL CRISIS GROUP		ICG				NGO			0	134	134	13	3	-5.8	4	2	4	-5.08247983322759	4	Red Sea, Djibouti (general), Djibouti	DJ	DJ00	19	39.5	-2037160	1	United Arab Emirates	AE	AE	24	54	AE	4	Red Sea, Djibouti (general), Djibouti	DJ	DJ00	19	39.5	-2037160	20190618	https://time.com/5608930/pomepo-iran-saudi-uae-tankers/
