853180136	20190618	201906	2019	2019.4603	ARE	UNITED ARAB EMIRATES	ARE								NGOICG	INTERNATIONAL CRISIS GROUP		ICG				NGO			0	134	134	13	3	-5.8	16	2	16	-5.08247983322759	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20190618	https://time.com/5608930/pomepo-iran-saudi-uae-tankers/
853193060	20190618	201906	2019	2019.4603	ARE	DUBAI	ARE																		1	139	139	13	3	-7.0	10	1	10	-3.44827586206897	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190618	https://www.meed.com/july-deadline-al-maktoum-airport-bids/
853197794	20190618	201906	2019	2019.4603	USA	UNITED STATES	USA																		1	130	130	13	3	-4.4	2	1	2	-1.91693290734825	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190618	https://thenewdaily.com.au/entertainment/movies/2019/06/18/hunger-games-prequel-book-movie/
853218711	20190618	201906	2019	2019.4603	ARE	UNITED ARAB EMIRATES	ARE								HLH	HOSPITAL						HLH			1	130	130	13	3	-4.4	4	1	4	-5.890603085554	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190618	https://www.thenational.ae/uae/doctor-warns-of-dangers-of-leaving-children-alone-in-vehicles-after-bus-tragedy-1.875998
853219472	20190618	201906	2019	2019.4603	HLH	HOSPITAL						HLH			ARE	ABU DHABI	ARE								1	130	130	13	3	-4.4	10	1	10	-5.890603085554	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190618	https://www.thenational.ae/uae/doctor-warns-of-dangers-of-leaving-children-alone-in-vehicles-after-bus-tragedy-1.875998
853232699	20190519	201905	2019	2019.3808	IRN	IRAN	IRN								IRQ	IRAQ	IRQ								0	160	160	16	4	-4.0	2	1	2	-6.17164898746384	1	Saudi Arabia	SA	SA	25	45	SA	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190618	http://news.trust.org/item/20190618181457-c5m0x
853242980	20190618	201906	2019	2019.4603	MIL	MILITARY						MIL			USA	UNITED STATES	USA								0	130	130	13	3	-4.4	2	2	2	-2.43765622035423	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20190618	https://www.jns.org/trump-attacks-on-tankers-in-gulf-of-oman-very-minor/
853243645	20190618	201906	2019	2019.4603	USAGOV	UNITED STATES	USA					GOV			USA	UNITED STATES	USA								0	130	130	13	3	-4.4	2	2	2	-2.43765622035423	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20190618	https://www.jns.org/trump-attacks-on-tankers-in-gulf-of-oman-very-minor/
853255155	20190618	201906	2019	2019.4603	ARE	UNITED ARAB EMIRATES	ARE								MED	MEDIA						MED			1	160	160	16	4	-4.0	4	1	4	0.29761904761905	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190618	http://www.independent.com.mt/articles/2019-06-18/local-news/Pierre-Portelli-says-Karol-Aquilina-has-so-much-to-answer-for-6736209743
853266361	20190618	201906	2019	2019.4603	USAGOV	THE WHITE HOUSE	USA					GOV			VEN	VENEZUELAN	VEN								0	163	163	16	4	-8.0	2	1	2	-1.76991150442478	4	Entebbe, Wakiso, Uganda	UG	UG96	0.064444	32.4469	-1727789	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Entebbe, Wakiso, Uganda	UG	UG96	0.064444	32.4469	-1727789	20190618	http://yalibnan.com/2019/06/19/maduro-selling-off-venezuelan-in-a-secretive-operation-gold-reserves-in-africa/
