779323215	20180814	201808	2018	2018.6137	VNM	VIETNAM	VNM																		0	130	130	13	3	-4.4	1	1	1	0.81632653061224	1	United Arab Emirates	AE	AE	24	54	AE	0							1	United Arab Emirates	AE	AE	24	54	AE	20180814	https://www.edweek.org/ew/articles/2018/08/10/meditation-isnt-just-about-self-help-heres-what.html
779323216	20180814	201808	2018	2018.6137	VNM	VIETNAM	VNM																		0	130	130	13	3	-4.4	1	1	1	0.81632653061224	1	Spain	SP	SP	40	-4	SP	0							1	United Arab Emirates	AE	AE	24	54	AE	20180814	https://www.edweek.org/ew/articles/2018/08/10/meditation-isnt-just-about-self-help-heres-what.html
779333575	20180814	201808	2018	2018.6137											KENGOV	UHURU KENYATTA	KEN					GOV			1	130	130	13	3	-4.4	10	1	10	-2.37154150197629	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20180814	https://www.kenyan-post.com/2018/08/waititu-is-right-we-dont-have-to.html
779369939	20180814	201808	2018	2018.6137	USAGOV	US GOVERNMENT	USA					GOV													0	130	130	13	3	-4.4	8	1	8	-5.1792828685259	1	United Arab Emirates	AE	AE	24	54	AE	0							4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20180814	https://www.getwestlondon.co.uk/news/west-london-news/police-issue-warning-over-dangerous-15029890
779369940	20180814	201808	2018	2018.6137	USAGOV	US GOVERNMENT	USA					GOV													0	130	130	13	3	-4.4	2	1	2	-5.1792828685259	1	United Arab Emirates	AE	AE	24	54	AE	0							1	United Arab Emirates	AE	AE	24	54	AE	20180814	https://www.getwestlondon.co.uk/news/west-london-news/police-issue-warning-over-dangerous-15029890
779374054	20180814	201808	2018	2018.6137	GBR	BRITAIN	GBR																		1	138	138	13	3	-7.0	9	1	9	0	4	Khaleej Times, Dubayy, United Arab Emirates	AE	AE03	25.1723	55.2444	11414110	0							4	Khaleej Times, Dubayy, United Arab Emirates	AE	AE03	25.1723	55.2444	11414110	20180814	http://www.khaleejtimes.com/nation/dubai/freedom-at-midnight-for-16-indian-seafarers-in-uae
