773742388	20180721	201807	2018	2018.5507											BRA	BRAZIL	BRA								1	130	130	13	3	-4.4	3	1	3	-3.33988212180747	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20180721	https://www.khaleejtimes.com/international/americas/indigenous-man-survived-alone-in-amazon-rainforest-for-22-years
773742466	20180721	201807	2018	2018.5507	BRA	BRAZIL	BRA								idg	INDIGENOUS			idg						1	130	130	13	3	-4.4	5	1	5	-3.33988212180747	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20180721	https://www.khaleejtimes.com/international/americas/indigenous-man-survived-alone-in-amazon-rainforest-for-22-years
