866154315	20180816	201808	2018	2018.6192	NGOHLH	MARIE STOPES						NGO	HLH												1	160	160	16	4	-4.0	10	1	10	-4.44444444444445	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190816	https://www.thetimes.co.uk/edition/news/marie-stopes-charity-pays-boss-simon-cooke-an-obscene-434-000-k5k3sccjb
866193273	20190816	201908	2019	2019.6192	ARECVL	ABU DHABI	ARE					CVL													1	130	130	13	3	-4.4	10	1	10	-3.14136125654451	4	Gulf News, Dubayy, United Arab Emirates	AE	AE03	25.1877	55.2529	11414118	0							4	Gulf News, Dubayy, United Arab Emirates	AE	AE03	25.1877	55.2529	11414118	20190816	https://gulfnews.com/uae/weather/uae-weather-beware-of-poor-visibility-due-to-fog-and-mist-1.1565919935775
866303059	20190816	201908	2019	2019.6192	ISR	ISRAEL	ISR								IRN	IRAN	IRN								0	134	134	13	3	-5.8	1	1	1	-2.30318257956449	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20190816	https://www.justsecurity.org/65841/the-early-edition-august-16-2019/
866316891	20190816	201908	2019	2019.6192	YEM	YEMEN	YEM								IRN	IRANIAN	IRN								1	160	160	16	4	-4.0	8	1	8	-5.30575539568345	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190816	https://www.nzherald.co.nz/world/news/article.cfm?c_id=2&objectid=12259341
866331010	20190816	201908	2019	2019.6192	ARE	ABU DHABI	ARE																		1	160	160	16	4	-4.0	10	1	10	5.38243626062323	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	0							4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	20190816	https://www.interiordesign.net/projects/16653-h2r-softens-an-industrial-salon-in-abu-dhabi/
866334027	20190816	201908	2019	2019.6192	IRN	IRAN	IRN								ARE	UNITED ARAB EMIRATES	ARE								1	130	130	13	3	-4.4	8	1	8	-0.55248618784531	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	1	United Arab Emirates	AE	AE	24	54	AE	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	20190816	http://uawire.org/israel-and-united-arab-emirates-form-secret-friendship-against-iran
