781352612	20180823	201808	2018	2018.6384	BUS	EMPLOYER						BUS													1	130	130	13	3	-4.4	2	1	2	-3.91891891891892	4	Khaleej Times, Dubayy, United Arab Emirates	AE	AE03	25.1723	55.2444	11414110	0							1	Saudi Arabia	SA	SA	25	45	SA	20180823	https://www.khaleejtimes.com/legalview/Can-my-salary-be-deducted-for/-leaving-work-early-in-UAE-1-
781427042	20180823	201808	2018	2018.6384	COP	POLICE						COP			CVL	RESIDENTS						CVL			0	130	130	13	3	-4.4	30	1	30	6.02657424507796	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20180823	https://www.khaleejtimes.com/news/education/igcse-results-uae-students-celebrate-outstanding-scores
781532796	20180823	201808	2018	2018.6384	ARE	DUBAI	ARE																		1	130	130	13	3	-4.4	10	1	10	-8.33333333333333	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20180823	https://english.manoramaonline.com/news/kerala/2018/08/23/ramesh-chennithala-receives-death-threats-kerala.html
