848024816	20190527	201905	2019	2019.4027	ARE	UNITED ARAB EMIRATES	ARE								SDN	SUDAN	SDN								0	133	133	13	3	-5.8	2	1	2	-3.74331550802139	4	Jeddah, Makkah, Saudi Arabia	SA	SA14	21.5169	39.2192	-3096108	4	Khartoum, Al Khartum, Sudan	SU	SU29	15.5881	32.5342	-1987	1	United Arab Emirates	AE	AE	24	54	AE	20190527	https://wrp.org.uk/features/nine-yemenis-killed-by-saudi-airstrikes/
848024817	20190527	201905	2019	2019.4027	ARE	UNITED ARAB EMIRATES	ARE								SDN	SUDAN	SDN								0	133	133	13	3	-5.8	6	1	6	-3.74331550802139	1	United Arab Emirates	AE	AE	24	54	AE	4	Khartoum, Al Khartum, Sudan	SU	SU29	15.5881	32.5342	-1987	4	Khartoum, Al Khartum, Sudan	SU	SU29	15.5881	32.5342	-1987	20190527	https://wrp.org.uk/features/nine-yemenis-killed-by-saudi-airstrikes/
848025992	20190527	201905	2019	2019.4027	SDN	SUDANESE	SDN								GOVMIL	RULING GENERAL						GOV	MIL		0	138	138	13	3	-7.0	1	1	1	-3.74331550802139	1	United Arab Emirates	AE	AE	24	54	AE	4	Khartoum, Al Khartum, Sudan	SU	SU29	15.5881	32.5342	-1987	1	United Arab Emirates	AE	AE	24	54	AE	20190527	https://wrp.org.uk/features/nine-yemenis-killed-by-saudi-airstrikes/
848026001	20190527	201905	2019	2019.4027	SDNOPP	SUDAN	SDN					OPP			GOVMIL	RULING GENERAL						GOV	MIL		0	138	138	13	3	-7.0	1	1	1	-3.74331550802139	1	United Arab Emirates	AE	AE	24	54	AE	4	Khartoum, Al Khartum, Sudan	SU	SU29	15.5881	32.5342	-1987	1	United Arab Emirates	AE	AE	24	54	AE	20190527	https://wrp.org.uk/features/nine-yemenis-killed-by-saudi-airstrikes/
848027242	20190526	201905	2019	2019.4000	BGD	DHAKA	BGD								ARE	DUBAI	ARE								1	130	130	13	3	-4.4	10	1	10	-1.33333333333333	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190527	https://www.thedailystar.net/backpage/news/biman-awards-crew-bravery-dealing-hijack-attempt-1749574
848040985	20190527	201905	2019	2019.4027	QAT	QATAR	QAT																		1	163	163	16	4	-8.0	192	25	192	-3.95193823958501	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190527	https://www.680news.com/2019/05/26/qatar-says-saudi-arabia-invites-it-to-summit-amid-boycott/
848055052	20190527	201905	2019	2019.4027	GOV	SECRETARY OF STATE						GOV			ARE	UNITED ARAB EMIRATES	ARE								0	138	138	13	3	-7.0	6	1	6	-3.14465408805032	1	Saudi Arabia	SA	SA	25	45	SA	1	United Arab Emirates	AE	AE	24	54	AE	1	Saudi Arabia	SA	SA	25	45	SA	20190527	https://www.globalsecurity.org/wmd/library/news/iran/2019/iran-190526-rferl01.htm
848064696	20190527	201905	2019	2019.4027											EDU	STUDENT						EDU			1	130	130	13	3	-4.4	5	1	5	9.19540229885057	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190527	https://www.tag911.ae/news/local-news/uae-cabinet-approves-advanced-skills-strategy/
848071894	20190527	201905	2019	2019.4027	ARE	UNITED ARAB EMIRATES	ARE								QAT	QATAR	QAT								1	163	163	16	4	-8.0	2	1	2	-3.82165605095542	1	United Arab Emirates	AE	AE	24	54	AE	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	20190527	https://www.rferl.org/a/qatar-says-saudi-arabia-invites-it-to-regional-summit-despite-boycott/29964919.html
848072903	20190527	201905	2019	2019.4027	SAU	SAUDI ARABIA	SAU								QAT	QATAR	QAT								1	163	163	16	4	-8.0	2	1	2	-3.82165605095542	4	Mecca, Makkah, Saudi Arabia	SA	SA14	21.4267	39.8261	-3096949	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	1	United Arab Emirates	AE	AE	24	54	AE	20190527	https://www.rferl.org/a/qatar-says-saudi-arabia-invites-it-to-regional-summit-despite-boycott/29964919.html
848089004	20190527	201905	2019	2019.4027	PAKGOV	PAKISTAN	PAK					GOV			PAK	ISLAMABAD	PAK								1	130	130	13	3	-4.4	4	1	4	-9.1690544412607	1	Saudi Arabia	SA	SA	25	45	SA	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	20190527	https://www.tolonews.com/world/pakistan-pm-warns-against-war-region-amid-us-iran-tensions
848089272	20190527	201905	2019	2019.4027	YEMGOV	YEMEN	YEM					GOV			IGOUNO	UN ENVOY		UNO				IGO			1	164	164	16	4	-7.0	12	2	12	-4.53678839957036	4	Sanaa, Sana', Yemen	YM	YM16	15.3547	44.2067	-3191442	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Sanaa, Sana', Yemen	YM	YM16	15.3547	44.2067	-3191442	20190527	https://gulfnews.com/world/gulf/yemen/yemen-government-suspends-talks-with-un-envoy-martin-griffiths-1.64216297
848095671	20190527	201905	2019	2019.4027	NGA	LAGOS	NGA								ARE	DUBAI	ARE								1	160	160	16	4	-4.0	10	1	10	1.22873345935728	4	Etisalat, Dubayy, United Arab Emirates	AE	AE03	25.2632	55.3146	11382880	4	Etisalat, Dubayy, United Arab Emirates	AE	AE03	25.2632	55.3146	11382880	4	Etisalat, Dubayy, United Arab Emirates	AE	AE03	25.2632	55.3146	11382880	20190527	https://www.withinnigeria.com/2019/05/27/things-to-know-while-travelling-from-lagos-to-dubai/
848115902	20190527	201905	2019	2019.4027	SDN	SUDAN	SDN								OPP	PROTESTER						OPP			0	130	130	13	3	-4.4	2	1	2	-3.0690537084399	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20190527	https://www.japantimes.co.jp/news/2019/05/27/world/rift-opening-sudans-main-opposition-group-rejects-call-two-day-strike/
848115903	20190527	201905	2019	2019.4027	SDNELI	SADIQ AL MAHDI	SDN					ELI			OPP	PROTESTER						OPP			0	130	130	13	3	-4.4	2	1	2	-3.0690537084399	1	United Arab Emirates	AE	AE	24	54	AE	4	Cairo, Al Qahirah, Egypt	EG	EG11	30.05	31.25	-290692	1	Saudi Arabia	SA	SA	25	45	SA	20190527	https://www.japantimes.co.jp/news/2019/05/27/world/rift-opening-sudans-main-opposition-group-rejects-call-two-day-strike/
848137629	20190527	201905	2019	2019.4027	COPGOV	DEPUTY						COP	GOV		ARE	UNITED ARAB EMIRATES	ARE								1	130	130	13	3	-4.4	6	1	6	-4.79041916167665	1	Kenya	KE	KE	1	38	KE	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	1	Kenya	KE	KE	1	38	KE	20190527	https://www.kenyan-post.com/2019/05/ruto-now-reveals-real-danger-of-moses.html
848137631	20190527	201905	2019	2019.4027	COPGOV	DEPUTY						COP	GOV		ARE	UNITED ARAB EMIRATES	ARE								1	160	160	16	4	-4.0	6	1	6	-4.79041916167665	1	Kenya	KE	KE	1	38	KE	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	1	Kenya	KE	KE	1	38	KE	20190527	https://www.kenyan-post.com/2019/05/ruto-now-reveals-real-danger-of-moses.html
848137634	20190527	201905	2019	2019.4027	COPGOV	DEPUTY						COP	GOV		KEN	KENYA	KEN								1	130	130	13	3	-4.4	8	1	8	-4.79041916167665	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	1	Kenya	KE	KE	1	38	KE	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190527	https://www.kenyan-post.com/2019/05/ruto-now-reveals-real-danger-of-moses.html
