854103882	20190622	201906	2019	2019.4712	IRN	IRAN	IRN																		1	160	160	16	4	-4.0	28	3	28	-3.47376985292862	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190622	http://www.wboc.com/story/40688978/after-calling-off-strikes-on-iran-trump-suggests-patience
854103979	20190622	201906	2019	2019.4712	IRN	IRAN	IRN								USA	UNITED STATES	USA								1	160	160	16	4	-4.0	4	3	4	-3.47376985292862	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190622	http://www.wboc.com/story/40688978/after-calling-off-strikes-on-iran-trump-suggests-patience
854110917	20190622	201906	2019	2019.4712	ARE	UNITED ARAB EMIRATES	ARE								IRN	IRAN	IRN								0	130	130	13	3	-4.4	1	1	1	-6.66666666666667	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	20190622	http://www.navhindtimes.in/trump-says-he-is-in-no-hurry-for-iran-strikes/
854110918	20190622	201906	2019	2019.4712	ARE	UNITED ARAB EMIRATES	ARE								IRN	IRAN	IRN								0	130	130	13	3	-4.4	1	1	1	-6.66666666666667	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20190622	http://www.navhindtimes.in/trump-says-he-is-in-no-hurry-for-iran-strikes/
854111275	20190622	201906	2019	2019.4712	BUS	AIRLINE						BUS			GOV	ADMINISTRATION						GOV			0	130	130	13	3	-4.4	208	97	208	-3.77074451323368	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Gulf Of Oman, Iran (general), Iran	IR	IR00	25.4489	57.7939	-3077385	4	Gulf Of Oman, Iran (general), Iran	IR	IR00	25.4489	57.7939	-3077385	20190622	https://www.wpsdlocal6.com/i/the-latest-trump-says-hes-in-no-hurry-to-strike-iran-2/
854115067	20190622	201906	2019	2019.4712	LEG	SENATE						LEG			ARE	UNITED ARAB EMIRATES	ARE								0	163	163	16	4	-8.0	4	2	4	-4.05047685372129	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Arab Emirates	AE	AE	24	54	AE	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20190622	https://nypost.com/2019/06/21/congress-gift-to-iran/
854116271	20190622	201906	2019	2019.4712	RUS	RUSSIA	RUS																		0	138	138	13	3	-7.0	10	1	10	-4.67980295566503	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190622	https://www.dailymail.co.uk/wires/afp/article-7146709/Damaged-tanker-arrives-UAE-anchorage-amid-increased-regional-tensions.html
854133563	20190622	201906	2019	2019.4712	ARE	DUBAI	ARE								CVL	CIVILIAN						CVL			0	130	130	13	3	-4.4	1	1	1	-5.53191489361703	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Gulf Of Oman, Iran (general), Iran	IR	IR00	25.4489	57.7939	-3077385	1	Oman	MU	MU	21	57	MU	20190622	https://www.greatfallstribune.com/story/news/world/2019/06/21/trump-canceled-iran-attack-thursday-after-us-drone-attack/1521384001/
854133564	20190622	201906	2019	2019.4712	ARE	DUBAI	ARE								CVL	CIVILIAN						CVL			0	130	130	13	3	-4.4	3	1	3	-5.53191489361703	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	1	Oman	MU	MU	21	57	MU	1	Oman	MU	MU	21	57	MU	20190622	https://www.greatfallstribune.com/story/news/world/2019/06/21/trump-canceled-iran-attack-thursday-after-us-drone-attack/1521384001/
854134394	20190622	201906	2019	2019.4712	OMN	MUSCAT	OMN								CVL	CIVILIAN						CVL			0	130	130	13	3	-4.4	1	1	1	-5.53191489361703	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	1	Oman	MU	MU	21	57	MU	1	Oman	MU	MU	21	57	MU	20190622	https://www.greatfallstribune.com/story/news/world/2019/06/21/trump-canceled-iran-attack-thursday-after-us-drone-attack/1521384001/
854173152	20190622	201906	2019	2019.4712	IRN	IRAN	IRN								USA	CONNECTICUT	USA								1	160	160	16	4	-4.0	2	1	2	-3.57686453576864	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20190622	https://www.theday.com/nationworld-news/20190621/updated-trump-calls-off-iran-strikes-ratcheting-down-tension
