809387530	20181212	201812	2018	2018.9370											CHRANG001	ANGLICAN				CHR					1	130	130	13	3	-4.4	6	1	6	-1.47058823529412	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181212	https://www.christiantoday.com/article/gafcon-chairman-tells-orthodox-anglicans-to-have-courage/131187.htm
809389327	20181212	201812	2018	2018.9370	NGA	NIGERIA	NGA								CHRANG001	ANGLICAN				CHR					1	130	130	13	3	-4.4	2	1	2	-1.47058823529412	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181212	https://www.christiantoday.com/article/gafcon-chairman-tells-orthodox-anglicans-to-have-courage/131187.htm
