869547325	20190831	201908	2019	2019.6603	CHN	CHINA	CHN								GOV	PRESIDENT						GOV			1	130	130	13	3	-4.4	6	1	6	-2.31124807395994	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190831	https://www.kpcnews.com/columnists/article_dad16775-4b8f-5b62-b749-050c9dd10dd5.html
869567936	20190831	201908	2019	2019.6603											RUS	RUSSIA	RUS								1	138	138	13	3	-7.0	2	1	2	-8.05369127516778	0							1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20190831	https://www.businessinsider.sg/khabib-nurmagomedov-would-fight-conor-mcgregor-away-from-ufc-2019-8/
