775636883	20180730	201807	2018	2018.5753	MED	MEDIA						MED			CVL	RESIDENTS						CVL			1	130	130	13	3	-4.4	10	1	10	-2.97619047619048	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20180730	https://gulfnews.com/news/uae/weather/rain-haze-and-dust-all-to-fall-in-uae-1.2258748
775682451	20180730	201807	2018	2018.5753	ARECOP	ABU DHABI	ARE					COP													1	130	130	13	3	-4.4	6	1	6	-10.0413148913239	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	0							4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	20180730	https://gulfnews.com/news/uae/emergencies/3-dead-44-injured-in-abu-dhabi-traffic-accident-1.2258868
775701201	20180730	201807	2018	2018.5753	USAGOV	US GOVERNMENT	USA					GOV													0	130	130	13	3	-4.4	8	1	8	-2.60869565217391	1	United Arab Emirates	AE	AE	24	54	AE	0							4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20180730	https://www.birminghammail.co.uk/news/world-news/kiki-challenge-drake-song-accident-14968091
775701202	20180730	201807	2018	2018.5753	USAGOV	US GOVERNMENT	USA					GOV													0	130	130	13	3	-4.4	2	1	2	-2.60869565217391	1	United Arab Emirates	AE	AE	24	54	AE	0							1	United Arab Emirates	AE	AE	24	54	AE	20180730	https://www.birminghammail.co.uk/news/world-news/kiki-challenge-drake-song-accident-14968091
775703414	20180730	201807	2018	2018.5753	AREGOV	DUBAI	ARE					GOV			GOV	GOVERNMENT						GOV			1	130	130	13	3	-4.4	20	1	20	1.0499399799385	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20180730	https://www.khaleejtimes.com/news/government/sheikh-mohammeds-stern-warning-to-govt-departments-over-performance
775708939	20180730	201807	2018	2018.5753	ARE	ABU DHABI	ARE								CVL	RESIDENTS						CVL			1	130	130	13	3	-4.4	8	1	8	-2.94117647058823	4	Ajman, Ajman, United Arab Emirates	AE	AE02	25.4069	55.4441	-782102	4	Ajman, Ajman, United Arab Emirates	AE	AE02	25.4069	55.4441	-782102	4	Ajman, Ajman, United Arab Emirates	AE	AE02	25.4069	55.4441	-782102	20180730	http://www.khaleejtimes.com/news/uae-health/20180730/uae-bans-sale-of-this-skin-cream
775708940	20180730	201807	2018	2018.5753	ARE	ABU DHABI	ARE								CVL	RESIDENTS						CVL			1	130	130	13	3	-4.4	2	1	2	-2.94117647058823	4	Al Bayan, Dubayy, United Arab Emirates	AE	AE03	25.189	55.2543	11414117	4	Ajman, Ajman, United Arab Emirates	AE	AE02	25.4069	55.4441	-782102	4	Ajman, Ajman, United Arab Emirates	AE	AE02	25.4069	55.4441	-782102	20180730	http://www.khaleejtimes.com/news/uae-health/20180730/uae-bans-sale-of-this-skin-cream
775723904	20180730	201807	2018	2018.5753											GOV	GOVERNMENT						GOV			1	130	130	13	3	-4.4	6	1	6	5.5045871559633	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20180730	https://gulfnews.com/news/uae/government/shaikh-mohamad-warns-government-bodies-over-customer-satisfaction-1.2259069
775724047	20180730	201807	2018	2018.5753	ARE	UNITED ARAB EMIRATES	ARE								GOV	GOVERNMENT						GOV			1	130	130	13	3	-4.4	16	1	12	5.13171307473577	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20180730	https://gulfnews.com/news/uae/government/shaikh-mohamad-warns-government-bodies-over-customer-satisfaction-1.2259069
775726676	20180730	201807	2018	2018.5753	LAB	EMPLOYEE						LAB			GOV	GOVERNMENT						GOV			1	130	130	13	3	-4.4	18	1	12	4.945276034122	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20180730	https://gulfnews.com/news/uae/government/shaikh-mohamad-warns-government-bodies-over-employee-satisfaction-1.2259069
