812653156	20181227	201812	2018	2018.9781											IRL	DUBLIN	IRL								1	130	130	13	3	-4.4	10	1	10	-5.99078341013825	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181227	https://www.rte.ie/news/crime/2018/1227/1019215-criminal-assets-bureau/
812657671	20181227	201812	2018	2018.9781	ARE	DUBAI	ARE								AFR	AFRICA	AFR								1	1384	138	13	3	-7.0	10	1	10	-1.24352331606218	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	1	China	CH	CH	35	105	CH	4	Red Sea, Djibouti (general), Djibouti	DJ	DJ00	19	39.5	-2037160	20181227	https://www.thenational.ae/world/africa/the-uae-s-active-role-in-horn-of-africa-peace-making-1.806867
