846910791	20190522	201905	2019	2019.3890	ARE	UNITED ARAB EMIRATES	ARE								QAT	QATAR	QAT								0	161	161	16	4	-4.0	2	1	2	-4.03397027600849	1	United Arab Emirates	AE	AE	24	54	AE	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	1	Egypt	EG	EG	27	30	EG	20190522	https://en.shafaqna.com/95437/saudi-arabia-requested-by-qatar-to-remove-all-restrictions-on-hajj-pilgrims/
846914780	20190522	201905	2019	2019.3890	BHRGOV	BAHRAIN	BHR					GOV			BHRCOP	BAHRAIN	BHR					COP			0	138	138	13	3	-7.0	2	1	2	-4.00616332819723	4	Dhafra, Abu Z¸aby, United Arab Emirates	AE	AE01	23.4167	53.4167	-782073	1	Kuwait	KU	KU	29.5	47.75	KU	1	Kuwait	KU	KU	29.5	47.75	KU	20190522	http://news.trust.org/item/20190521113615-w1yzs/
846916859	20190522	201905	2019	2019.3890	SAU	SAUDI	SAU								BHRCOP	BAHRAIN	BHR					COP			0	138	138	13	3	-7.0	2	1	2	-4.00616332819723	4	Dhafra, Abu Z¸aby, United Arab Emirates	AE	AE01	23.4167	53.4167	-782073	1	Kuwait	KU	KU	29.5	47.75	KU	1	Kuwait	KU	KU	29.5	47.75	KU	20190522	http://news.trust.org/item/20190521113615-w1yzs/
846930270	20190522	201905	2019	2019.3890	QAT	QATAR	QAT																		0	161	161	16	4	-4.0	1	1	1	-0.9219422249539	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	0							4	Al-Udeid, Abu Z¸aby, United Arab Emirates	AE	AE01	24.6167	51.4	-782284	20190522	https://lobelog.com/qatar-the-mouse-whose-roar-might-prevent-a-war/comment-page-2/
846932675	20190522	201905	2019	2019.3890	CVL	POPULATION						CVL													0	130	130	13	3	-4.4	10	1	10	2.74509803921569	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190522	http://www.wam.ae/en/details/1395302761879
846965488	20190522	201905	2019	2019.3890	IRN	TEHRAN	IRN								MIL	MILITARY						MIL			0	130	130	13	3	-4.4	2	1	2	-8.28571428571424	1	United Arab Emirates	AE	AE	24	54	AE	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	20190522	https://www.theepochtimes.com/united-states-and-iran-at-the-brink_2930889.html
846965491	20190522	201905	2019	2019.3890	IRN	TEHRAN	IRN								MIL	MILITARY						MIL			0	160	160	16	4	-4.0	2	1	2	-8.28571428571424	1	United Arab Emirates	AE	AE	24	54	AE	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	20190522	https://www.theepochtimes.com/united-states-and-iran-at-the-brink_2930889.html
846970317	20190522	201905	2019	2019.3890	MIL	MILITARY						MIL			ARE	UNITED ARAB EMIRATES	ARE								1	130	130	13	3	-4.4	4	2	4	-5.41903176725822	4	Makkah, Makkah, Saudi Arabia	SA	SA14	21.4267	39.8261	-3096949	1	United Arab Emirates	AE	AE	24	54	AE	4	Makkah, Makkah, Saudi Arabia	SA	SA14	21.4267	39.8261	-3096949	20190522	https://gulfbusiness.com/yemens-houthis-step-drone-attacks-saudi-arabia/
847018932	20190522	201905	2019	2019.3890	IRN	TEHRAN	IRN								EUR	EUROPE	EUR								0	139	139	13	3	-7.0	130	53	130	-3.27589526589836	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190522	https://www.koin.com/news/national/lawmaker-says-iran-doesnt-want-direct-or-proxy-war-with-us/2018086734
847018933	20190522	201905	2019	2019.3890	IRN	TEHRAN	IRN								EUR	EUROPE	EUR								0	139	139	13	3	-7.0	90	44	90	-3.41250469519875	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	1	Qatar	QA	QA	25.5	51.25	QA	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190522	https://www.koin.com/news/national/lawmaker-says-iran-doesnt-want-direct-or-proxy-war-with-us/2018086734
