786386961	20180912	201809	2018	2018.6904	ARE	UNITED ARAB EMIRATES	ARE																		1	130	130	13	3	-4.4	4	1	4	0	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	0							4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	20180912	http://www.ansamed.info/ansamed/en/news/sections/environment/2018/09/12/only-1-decline-in-abu-dhabis-natural-habitats-in-5-years_13bdb526-10cd-4249-8222-46aedd81e547.html
786483665	20180912	201809	2018	2018.6904											BUS	COMPANIES						BUS			1	130	130	13	3	-4.4	8	1	8	-3.34987593052109	0							4	Khaleej Times, Dubayy, United Arab Emirates	AE	AE03	25.1723	55.2444	11414110	4	Khaleej Times, Dubayy, United Arab Emirates	AE	AE03	25.1723	55.2444	11414110	20180912	https://www.khaleejtimes.com/news/general/faced-discrimination-while-applying-for-uae-jobs-heres-what-you-can-do
