858096737	20190710	201907	2019	2019.5205	USA	UNITED STATES	USA								QAT	QATAR	QAT								0	163	163	16	4	-8.0	4	2	4	-1.8216558589206	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Qatar	QA	QA	25.5	51.25	QA	1	United Arab Emirates	AE	AE	24	54	AE	20190710	https://www.alaraby.co.uk/english/news/2019/7/9/qatar-us-sign-billions-worth-of-business-deals
858103697	20190710	201907	2019	2019.5205	UAF	TERRORIST						UAF			ARE	UNITED ARAB EMIRATES	ARE								1	163	163	16	4	-8.0	2	1	2	-2.85714285714286	4	Beirut, Beyrouth, Lebanon	LE	LE04	33.8719	35.5097	-801546	1	United Arab Emirates	AE	AE	24	54	AE	1	United States	US	US	39.828175	-98.5795	US	20190710	https://www.presstv.com/Detail/2019/07/10/600571/Hezbollah-slams-US-sanctions-on-parliamentarians-as-humiliation-for-Lebanese
858103698	20190710	201907	2019	2019.5205	UAF	TERRORIST						UAF			JORELI	HASSAN	JOR					ELI			1	163	163	16	4	-8.0	8	1	8	-2.85714285714286	1	United States	US	US	39.828175	-98.5795	US	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20190710	https://www.presstv.com/Detail/2019/07/10/600571/Hezbollah-slams-US-sanctions-on-parliamentarians-as-humiliation-for-Lebanese
858171572	20190710	201907	2019	2019.5205	USA	UNITED STATES	USA								QAT	QATAR	QAT								0	163	163	16	4	-8.0	2	1	2	0	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	1	United Arab Emirates	AE	AE	24	54	AE	20190710	http://www.hurriyetdailynews.com/trump-gives-warm-welcome-to-qatar-amid-persian-gulf-disputes-144854
858195714	20190710	201907	2019	2019.5205											BUS	BANK						BUS			1	130	130	13	3	-4.4	10	1	10	-3.18181818181818	0							4	Khaleej Times, Dubayy, United Arab Emirates	AE	AE03	25.1723	55.2444	11414110	4	Khaleej Times, Dubayy, United Arab Emirates	AE	AE03	25.1723	55.2444	11414110	20190710	https://www.khaleejtimes.com/nation/fraud-alert-residents-warned-of-fake-bank-operating-in-uae
858202153	20190710	201907	2019	2019.5205	ARE	ABU DHABI	ARE								LBY	LIBYA	LBY								0	163	163	16	4	-8.0	1	1	1	-3.53982300884955	1	United Arab Emirates	AE	AE	24	54	AE	4	Tripoli, Tarabulus, Libya	LY	LY61	32.8925	13.18	-3178767	1	United Arab Emirates	AE	AE	24	54	AE	20190710	https://www.aljazeera.com/news/2019/07/missiles-pro-haftar-base-libya-belonged-france-190710093146433.html
858218298	20190710	201907	2019	2019.5205	NRMRAC020	CREATIVITY				NRM															1	160	160	16	4	-4.0	5	1	5	10.5960264900662	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190710	https://www.timeoutdubai.com/culture/410066-a-unique-new-art-shop-has-launched-in-the-uae
858223495	20190710	201907	2019	2019.5205	ARE	UNITED ARAB EMIRATES	ARE								QAT	QATAR	QAT								0	163	163	16	4	-8.0	2	1	2	0.66844919786096	1	United Arab Emirates	AE	AE	24	54	AE	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	20190710	https://www.haaretz.com/middle-east-news/trump-s-warm-welcome-to-iran-ally-saudi-foe-qatar-1.7488064
858248164	20190710	201907	2019	2019.5205	UAF	TERRORIST						UAF			ARE	UNITED ARAB EMIRATES	ARE								0	163	163	16	4	-8.0	3	3	3	-7.94719471947195	1	Lebanon	LE	LE	33.833333	35.833333	LE	1	United Arab Emirates	AE	AE	24	54	AE	1	Saudi Arabia	SA	SA	25	45	SA	20190710	https://www.presstv.com/Detail/2019/07/10/600603/Lebanon-Nabih-Berri-Hezbollah-sanctions
858248167	20190710	201907	2019	2019.5205	UAF	TERRORIST						UAF			JORELI	HASSAN	JOR					ELI			0	163	163	16	4	-8.0	12	3	12	-7.94719471947195	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20190710	https://www.presstv.com/Detail/2019/07/10/600603/Lebanon-Nabih-Berri-Hezbollah-sanctions
858279484	20190710	201907	2019	2019.5205	UAF	TERRORIST						UAF			COP	DEPUTY						COP			0	163	163	16	4	-8.0	2	2	2	-7.96039603960396	1	Lebanon	LE	LE	33.833333	35.833333	LE	1	United Arab Emirates	AE	AE	24	54	AE	1	Saudi Arabia	SA	SA	25	45	SA	20190710	https://theiranproject.com/blog/2019/07/10/parliament-chief-us-bans-on-hezbollah-mps-assault-on-all-of-lebanon/
858304525	20190710	201907	2019	2019.5205	GOV	GOVERNMENT OFFICIAL						GOV			ARE	DUBAI	ARE								1	138	138	13	3	-7.0	10	1	10	-9.80392156862748	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190710	https://www.khaleejtimes.com/news/crime-and-courts/government-official-threatens-to-kill-ex-wife-in-dubai
858304526	20190710	201907	2019	2019.5205	GOV	GOVERNMENT OFFICIAL						GOV			ARECRM	DUBAI	ARE					CRM			1	138	138	13	3	-7.0	10	1	10	-9.80392156862748	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190710	https://www.khaleejtimes.com/news/crime-and-courts/government-official-threatens-to-kill-ex-wife-in-dubai
858309432	20190710	201907	2019	2019.5205											ARE	EMIRATI	ARE								1	138	138	13	3	-7.0	10	1	10	-9.21052631578946	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190710	https://gulfnews.com/uae/crime/man-in-court-for-threatening-to-kill-ex-wife-in-dubai-1.65143104
858309613	20190710	201907	2019	2019.5205	ARE	DUBAI	ARE																		1	138	138	13	3	-7.0	10	1	10	-9.21052631578946	4	Ajman, Ajman, United Arab Emirates	AE	AE02	25.4069	55.4441	-782102	0							4	Ajman, Ajman, United Arab Emirates	AE	AE02	25.4069	55.4441	-782102	20190710	https://gulfnews.com/uae/crime/man-in-court-for-threatening-to-kill-ex-wife-in-dubai-1.65143104
858313042	20190710	201907	2019	2019.5205	QAT	QATARI	QAT								ARE	UNITED ARAB EMIRATES	ARE								0	163	163	16	4	-8.0	6	1	6	3.57142857142857	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	1	United Arab Emirates	AE	AE	24	54	AE	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	20190710	https://www.business-standard.com/article/pti-stories/qatar-us-agree-major-deals-as-emir-visits-washington-119071100046_1.html
858313048	20190710	201907	2019	2019.5205	QAT	QATAR	QAT								BHR	BAHRAIN	BHR								0	163	163	16	4	-8.0	2	1	2	3.57142857142857	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	1	United Arab Emirates	AE	AE	24	54	AE	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	20190710	https://www.business-standard.com/article/pti-stories/qatar-us-agree-major-deals-as-emir-visits-washington-119071100046_1.html
