865259188	20190812	201908	2019	2019.6082	ARE	EMIRATI	ARE								CVL	SCIENTIST						CVL			0	160	160	16	4	-4.0	16	4	16	-2.67645309723018	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190812	https://www.beaumontenterprise.com/news/article/UAE-s-ambitions-backfire-as-it-finds-itself-on-14296906.php
865259893	20190812	201908	2019	2019.6082	IRN	IRAN	IRN								ARE	UNITED ARAB EMIRATES	ARE								0	160	160	16	4	-4.0	6	2	6	-2.78664942817738	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	20190812	https://www.beaumontenterprise.com/news/article/UAE-s-ambitions-backfire-as-it-finds-itself-on-14296906.php
865259898	20190812	201908	2019	2019.6082	IRN	IRAN	IRN								USA	AMERICAN	USA								0	138	138	13	3	-7.0	4	2	4	-2.78664942817738	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	20190812	https://www.beaumontenterprise.com/news/article/UAE-s-ambitions-backfire-as-it-finds-itself-on-14296906.php
865275359	20190812	201908	2019	2019.6082	PAK	PAKISTAN	PAK																		1	161	161	16	4	-4.0	4	2	4	-3.57341877960434	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Islamabad, Islamabad, Pakistan	PK	PK08	33.7	73.1667	-2762812	20190812	https://www.dailyexcelsior.com/rlys-cancel-samjhauta-exp-2/
865279009	20190812	201908	2019	2019.6082	ARE	UNITED ARAB EMIRATES	ARE								PAK	PAKISTAN	PAK								0	161	161	16	4	-4.0	2	1	2	-3.4711099045292	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Islamabad, Islamabad, Pakistan	PK	PK08	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	33.7	73.1667	-2762812	20190812	http://www.newindianexpress.com/nation/2019/aug/12/weddings-fall-victim-to-curbs-2017732.html
865282435	20190812	201908	2019	2019.6082	MOS	MUSLIM				MOS					CVL	CITIZEN						CVL			0	130	130	13	3	-4.4	18	3	18	-9.86124947086728	1	United Arab Emirates	AE	AE	24	54	AE	1	Bahrain	BA	BA	26	50.5	BA	1	Bahrain	BA	BA	26	50.5	BA	20190812	https://www.herald-dispatch.com/opinion/dana-milbank-foreign-countries-warn-about-travel-to-us/article_eecd444b-cd32-5934-a99b-43c308039df8.html
865282436	20190812	201908	2019	2019.6082	MOS	MUSLIM				MOS					CVL	CITIZEN						CVL			0	130	130	13	3	-4.4	6	3	6	-9.86124947086728	1	United Kingdom	UK	UK	54	-4	UK	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20190812	https://www.herald-dispatch.com/opinion/dana-milbank-foreign-countries-warn-about-travel-to-us/article_eecd444b-cd32-5934-a99b-43c308039df8.html
865310064	20190812	201908	2019	2019.6082	GBR	BRITAIN	GBR								JOR	JORDAN	JOR								1	160	160	16	4	-4.0	2	1	2	0.51880674448768	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190812	https://www.weeklyblitz.net/news/princess-haya-blackmailing-the-british-royals/
865310065	20190812	201908	2019	2019.6082	GBR	BRITAIN	GBR								JOR	JORDAN	JOR								1	160	160	16	4	-4.0	2	1	2	0.51880674448768	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190812	https://www.weeklyblitz.net/news/princess-haya-blackmailing-the-british-royals/
865393531	20190812	201908	2019	2019.6082	IND	NEW DELHI	IND																		1	160	160	16	4	-4.0	4	1	4	1.66204986149584	1	United Arab Emirates	AE	AE	24	54	AE	0							1	United Arab Emirates	AE	AE	24	54	AE	20190812	https://zeenews.india.com/india/pakistan-admits-wont-get-assured-support-of-security-council-muslim-countries-on-kashmir-2226784.html
865432420	20190812	201908	2019	2019.6082	ARE	UNITED ARAB EMIRATES	ARE								QAT	QATAR	QAT								0	161	161	16	4	-4.0	6	1	6	-3.91644908616188	1	United Arab Emirates	AE	AE	24	54	AE	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	1	Egypt	EG	EG	27	30	EG	20190812	https://voiceofpeopletoday.com/iran-criticizes-us-arms-sales-to-gulf/
865432469	20190812	201908	2019	2019.6082	BHR	BAHRAIN	BHR								QAT	QATAR	QAT								0	161	161	16	4	-4.0	2	1	2	-3.91644908616188	1	United Arab Emirates	AE	AE	24	54	AE	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	1	Egypt	EG	EG	27	30	EG	20190812	https://voiceofpeopletoday.com/iran-criticizes-us-arms-sales-to-gulf/
