784842816	20180906	201809	2018	2018.6740	GOV	AUTHORITIES						GOV													0	130	130	13	3	-4.4	30	3	30	-5.20988216374339	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20180906	https://gizmodo.com/yes-vanilla-ice-really-was-on-that-quarantined-flight-1828845131
784859026	20180906	201809	2018	2018.6740	ARE	UNITED ARAB EMIRATES	ARE								GOV	GOVERNMENT						GOV			0	130	130	13	3	-4.4	2	1	2	0.23255813953488	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20180906	https://www.consultancy-me.com/news/1323/timothy-wood-joins-kpmg-lower-gulf-as-head-of-cybersecurity-practice
784859027	20180906	201809	2018	2018.6740	ARE	UNITED ARAB EMIRATES	ARE								GOV	GOVERNMENT						GOV			0	130	130	13	3	-4.4	2	1	2	0.23255813953488	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	1	Oman	MU	MU	21	57	MU	1	Oman	MU	MU	21	57	MU	20180906	https://www.consultancy-me.com/news/1323/timothy-wood-joins-kpmg-lower-gulf-as-head-of-cybersecurity-practice
784971075	20180906	201809	2018	2018.6740	ARE	UNITED ARAB EMIRATES	ARE																		1	130	130	13	3	-4.4	2	1	2	-4.97076023391813	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20180906	https://www.albawaba.com/editorchoice/mers-deadly-virus-no-long-no-longer-high-risk-saudi-kingdom-1182384
784971076	20180906	201809	2018	2018.6740	ARE	UNITED ARAB EMIRATES	ARE																		1	130	130	13	3	-4.4	1	1	1	-4.97076023391813	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							1	Saudi Arabia	SA	SA	25	45	SA	20180906	https://www.albawaba.com/editorchoice/mers-deadly-virus-no-long-no-longer-high-risk-saudi-kingdom-1182384
