811029542	20181219	201812	2018	2018.9562	ARE	UNITED ARAB EMIRATES	ARE																		1	130	130	13	3	-4.4	2	1	2	0.43763676148797	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181219	https://www.khaleejtimes.com/news/government/sheikh-mohammed-seeks-status-report-on-arabic-language--
811054830	20181219	201812	2018	2018.9562	ARE	UNITED ARAB EMIRATES	ARE																		1	130	130	13	3	-4.4	2	1	2	1.02040816326531	4	Khaleej Times, Dubayy, United Arab Emirates	AE	AE03	25.1723	55.2444	11414110	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181219	https://menafn.com/1097852570/UAE-Sheikh-Mohammed-seeks-status-report-on-Arabic-language
811117212	20181219	201812	2018	2018.9562											COP	POLICE						COP			1	130	130	13	3	-4.4	5	1	5	-5.28846153846154	0							4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	20181219	https://menafn.com/1097854601/Youths-cause-50-of-motorbike-accidents-in-Abu-Dhabi
