871071855	20190907	201909	2019	2019.6767	ARE	UNITED ARAB EMIRATES	ARE								DJI	DJIBOUTI	DJI								0	130	130	13	3	-4.4	6	1	6	-5.23690773067332	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Red Sea, Djibouti (general), Djibouti	DJ	DJ00	19	39.5	-2037160	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190907	https://www.ksl.com/article/46633739/here-is-the-latest-news-from-the-associated-press-at-1240-am-edt
871071856	20190907	201909	2019	2019.6767	ARE	DUBAI	ARE								DJI	DJIBOUTI	DJI								0	130	130	13	3	-4.4	2	1	2	-5.23690773067332	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190907	https://www.ksl.com/article/46633739/here-is-the-latest-news-from-the-associated-press-at-1240-am-edt
871071857	20190907	201909	2019	2019.6767	ARE	DUBAI	ARE								YEM	YEMEN	YEM								0	130	130	13	3	-4.4	2	1	2	-5.23690773067332	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	1	Yemen	YM	YM	15.5	47.5	YM	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190907	https://www.ksl.com/article/46633739/here-is-the-latest-news-from-the-associated-press-at-1240-am-edt
871082837	20190907	201909	2019	2019.6767											EUR	EUROPE	EUR								1	130	130	13	3	-4.4	188	29	188	-4.30458720796057	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190907	https://www.ksl.com/article/46633709/iran-injects-uranium-gas-into-advanced-centrifuges
871082919	20190907	201909	2019	2019.6767	ARE	DUBAI	ARE								ARECOP	UNITED ARAB EMIRATES	ARE					COP			1	130	130	13	3	-4.4	4	2	4	-3.33606665171077	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190907	https://www.khaleejtimes.com/uae/dubai/dubai-police-issue-warning-for-jaywalkers
871082920	20190907	201909	2019	2019.6767	ARE	DUBAI	ARE								MED	SPOKESMAN						MED			1	130	130	13	3	-4.4	20	1	20	-5.89555674929015	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	1	Iran	IR	IR	32	53	IR	1	Iran	IR	IR	32	53	IR	20190907	https://www.ksl.com/article/46633739/here-is-the-latest-news-from-the-associated-press-at-240-am-edt
871082921	20190907	201909	2019	2019.6767	ARECOP	DUBAI	ARE					COP													1	130	130	13	3	-4.4	12	2	12	-3.33606665171077	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190907	https://www.khaleejtimes.com/uae/dubai/dubai-police-issue-warning-for-jaywalkers
871083266	20190907	201909	2019	2019.6767	IRN	IRAN	IRN								EUR	EUROPE	EUR								1	130	130	13	3	-4.4	60	26	60	-4.31637123566944	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190907	https://www.ksl.com/article/46633709/iran-injects-uranium-gas-into-advanced-centrifuges
871094371	20190907	201909	2019	2019.6767	BUS	BOSS						BUS													1	160	160	16	4	-4.0	2	1	2	0.63291139240506	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190907	https://www.thenational.ae/business/money/should-i-pay-in-dirhams-or-the-local-currency-for-overseas-credit-card-spends-1.907278
871094372	20190907	201909	2019	2019.6767	BUS	BOSS						BUS			ARE	DUBAI	ARE								1	160	160	16	4	-4.0	8	1	8	0.63291139240506	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190907	https://www.thenational.ae/business/money/should-i-pay-in-dirhams-or-the-local-currency-for-overseas-credit-card-spends-1.907278
871130681	20190907	201909	2019	2019.6767											ARE	UNITED ARAB EMIRATES	ARE								1	160	160	16	4	-4.0	4	1	4	-3.53159851301115	0							1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20190907	https://www.bloodyelbow.com/2019/9/7/20852610/watch-ufc-242-khabib-nurmagomedov-vs-dustin-poirier-live-stream-online-fight-time-tv-schedule-mma
871151866	20190907	201909	2019	2019.6767	ARE	DUBAI	ARE								MED	MEDIA						MED			1	130	130	13	3	-4.4	10	1	10	-2.50990752972258	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190907	https://www.dailymail.co.uk/tvshowbiz/article-7438509/Chloe-Ferry-PICTURE-EXCLUSIVE-Geordie-Shore-star-REUNITES-ex-Sam-Gowland-jet-Dubai.html
871161382	20190907	201909	2019	2019.6767	NMR	NORTH AMERICA	NMR								ARE	UNITED ARAB EMIRATES	ARE								1	138	138	13	3	-7.0	2	1	2	-0.4172461752434	4	Yas Island, Abu Z¸aby, United Arab Emirates	AE	AE01	24.3259	52.6013	-784354	4	Yas Island, Abu Z¸aby, United Arab Emirates	AE	AE01	24.3259	52.6013	-784354	4	Yas Island, Abu Z¸aby, United Arab Emirates	AE	AE01	24.3259	52.6013	-784354	20190907	https://www.staradvertiser.com/2019/09/07/breaking-news/revitalized-khabib-nurmagomedov-returns-to-face-dustin-poirier-at-ufc-242/
871161383	20190907	201909	2019	2019.6767	NMR	NORTH AMERICA	NMR								ARE	UNITED ARAB EMIRATES	ARE								1	138	138	13	3	-7.0	2	1	2	-0.4172461752434	2	California, United States	US	USCA	36.17	-119.746	CA	4	Yas Island, Abu Z¸aby, United Arab Emirates	AE	AE01	24.3259	52.6013	-784354	4	Yas Island, Abu Z¸aby, United Arab Emirates	AE	AE01	24.3259	52.6013	-784354	20190907	https://www.staradvertiser.com/2019/09/07/breaking-news/revitalized-khabib-nurmagomedov-returns-to-face-dustin-poirier-at-ufc-242/
