849828978	20190604	201906	2019	2019.4219	OPP	PROTEST LEADER						OPP													0	138	138	13	3	-7.0	50	24	50	-7.47210860622005	1	United Arab Emirates	AE	AE	24	54	AE	0							4	Khartoum, Al Khartum, Sudan	SU	SU29	15.5881	32.5342	-1987	20190604	https://www.stltoday.com/news/world/sudan-troops-move-to-crush-pro-democracy-camp-killing/article_16983a29-da8b-5f7f-bdde-111bc8a6cd56.html
849828984	20190604	201906	2019	2019.4219	OPP	MAIN OPPOSITION						OPP													1	164	164	16	4	-7.0	16	2	16	-8.07480015091693	1	United Arab Emirates	AE	AE	24	54	AE	0							1	United Arab Emirates	AE	AE	24	54	AE	20190604	https://uk.reuters.com/article/uk-sudan-politics/sudanese-forces-storm-protest-camp-more-than-35-people-killed-medics-idUKKCN1T40F4
849829013	20190604	201906	2019	2019.4219	OPP	PROTEST LEADER						OPP			MIL	MILITARY						MIL			0	164	164	16	4	-7.0	48	23	48	-7.46738109324302	1	United Arab Emirates	AE	AE	24	54	AE	4	Khartoum, Al Khartum, Sudan	SU	SU29	15.5881	32.5342	-1987	1	United Arab Emirates	AE	AE	24	54	AE	20190604	https://www.stltoday.com/news/world/sudan-troops-move-to-crush-pro-democracy-camp-killing/article_16983a29-da8b-5f7f-bdde-111bc8a6cd56.html
849832938	20190604	201906	2019	2019.4219	OPP	PROTEST LEADER						OPP													0	138	138	13	3	-7.0	10	3	10	-7.36118244900914	1	United Arab Emirates	AE	AE	24	54	AE	0							1	United Arab Emirates	AE	AE	24	54	AE	20190604	https://lethbridgeherald.com/news/world-news/2019/06/03/sudan-troops-move-to-crush-protest-camp-killing-30/
849832960	20190604	201906	2019	2019.4219	OPP	PROTEST LEADER						OPP			MIL	MILITARY						MIL			0	164	164	16	4	-7.0	12	4	12	-7.39858019378575	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20190604	https://lethbridgeherald.com/news/world-news/2019/06/03/sudan-troops-move-to-crush-protest-camp-killing-30/
849841324	20190604	201906	2019	2019.4219	USA	WASHINGTON	USA																		0	130	130	13	3	-4.4	2	1	2	-6.50406504065041	1	United Arab Emirates	AE	AE	24	54	AE	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20190604	https://www.dailywire.com/news/47987/more-hypocrites-disney-partners-china-it-threatens-paul-bois
849860570	20190604	201906	2019	2019.4219	GOV	AMBASSADOR						GOV			ARE	UNITED ARAB EMIRATES	ARE								0	161	161	16	4	-4.0	1	1	1	1.28026070763501	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	3	New York University, New York, United States	US	USNY	40.7287	-73.996	958483	20190604	http://www.newageislam.com/islam-and-politics/prince-mohammed-bin-zayed-grew-the-uae%E2%80%99s-power-by-following-america%E2%80%99s-lead-and-now-trump-seems-to-be-following-him/d/118779
849860571	20190604	201906	2019	2019.4219	GOV	AMBASSADOR						GOV			ARE	UNITED ARAB EMIRATES	ARE								0	161	161	16	4	-4.0	2	1	2	1.28026070763501	3	New York University, New York, United States	US	USNY	40.7287	-73.996	958483	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	3	New York University, New York, United States	US	USNY	40.7287	-73.996	958483	20190604	http://www.newageislam.com/islam-and-politics/prince-mohammed-bin-zayed-grew-the-uae%E2%80%99s-power-by-following-america%E2%80%99s-lead-and-now-trump-seems-to-be-following-him/d/118779
849861422	20190604	201906	2019	2019.4219	USA	UNITED STATES	USA								GOV	AMBASSADOR						GOV			0	161	161	16	4	-4.0	2	1	2	1.28026070763501	3	New York University, New York, United States	US	USNY	40.7287	-73.996	958483	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	3	New York University, New York, United States	US	USNY	40.7287	-73.996	958483	20190604	http://www.newageislam.com/islam-and-politics/prince-mohammed-bin-zayed-grew-the-uae%E2%80%99s-power-by-following-america%E2%80%99s-lead-and-now-trump-seems-to-be-following-him/d/118779
849869500	20190604	201906	2019	2019.4219	SDN	SUDAN	SDN																		1	160	160	16	4	-4.0	10	1	10	-5.98802395209581	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190604	https://www.khaleejtimes.com/nation/dubai/emirates-suspends-flights-to-sudan--
849876333	20190604	201906	2019	2019.4219	ARE	UNITED ARAB EMIRATES	ARE								GOV	REGIME						GOV			1	130	130	13	3	-4.4	6	1	6	-2.52525252525253	1	United Arab Emirates	AE	AE	24	54	AE	1	Saudi Arabia	SA	SA	25	45	SA	1	Saudi Arabia	SA	SA	25	45	SA	20190604	http://watchingamerica.com/WA/2019/06/04/__trashed-2/
849885930	20190604	201906	2019	2019.4219	SAU	RIYADH	SAU								YEM	YEMEN	YEM								1	138	138	13	3	-7.0	2	1	2	-4.49438202247191	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	1	United Arab Emirates	AE	AE	24	54	AE	20190604	https://www.globalsecurity.org/wmd/library/news/iran/2019/iran-190603-rferl01.htm
849886307	20190604	201906	2019	2019.4219	YEM	YEMEN	YEM								IRN	IRANIAN	IRN								1	138	138	13	3	-7.0	4	1	4	-4.49438202247191	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	1	United Arab Emirates	AE	AE	24	54	AE	20190604	https://www.globalsecurity.org/wmd/library/news/iran/2019/iran-190603-rferl01.htm
849886308	20190604	201906	2019	2019.4219	YEM	YEMEN	YEM								IRN	IRANIAN	IRN								1	138	138	13	3	-7.0	4	1	4	-4.49438202247191	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20190604	https://www.globalsecurity.org/wmd/library/news/iran/2019/iran-190603-rferl01.htm
849888097	20190604	201906	2019	2019.4219	SDN	KHARTOUM	SDN								SDNMIL	SUDAN	SDN					MIL			1	160	160	16	4	-4.0	2	1	2	-6.47887323943662	4	Khartoum, Al Khartum, Sudan	SU	SU29	15.5881	32.5342	-1987	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20190604	http://www.bssnews.net/?p=222041
