871222595	20190908	201909	2019	2019.6795	ARE	DUBAI	ARE								SAU	RIYADH	SAU								1	130	130	13	3	-4.4	3	1	3	-3.6144578313253	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	20190908	https://www.zawya.com/mena/en/legal/story/Saudi_Arabia_a_prime_target_for_hackers_cyber_experts_warn-SNG_153453980/
871283865	20190908	201909	2019	2019.6795	IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO													0	130	130	13	3	-4.4	10	1	10	-0.5524861878453	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190908	https://gulfnews.com/business/aviation/emirates-bans-certain-models-of-15-inch-mackbook-pro-in-checked-in-luggage-1.1567946776271
871304931	20190908	201909	2019	2019.6795	ARE	UNITED ARAB EMIRATES	ARE																		1	160	160	16	4	-4.0	4	1	2	-0.70754716981132	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190908	https://www.timesnownews.com/entertainment/telly-talk/gossip/article/amit-tandon-and-ruby-call-off-their-divorce-after-living-with-each-other-as-friends-for-few-months/485076
871305933	20190908	201909	2019	2019.6795	NGOUSAJEW	AMIT	USA			JEW		NGO													1	160	160	16	4	-4.0	16	1	8	-0.70754716981132	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190908	https://www.timesnownews.com/entertainment/telly-talk/gossip/article/amit-tandon-and-ruby-call-off-their-divorce-after-living-with-each-other-as-friends-for-few-months/485076
871309636	20190908	201909	2019	2019.6795	IRN	TEHRAN	IRN								BUS	INDUSTRY						BUS			0	163	163	16	4	-8.0	4	2	4	-2.78269360251988	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20190908	https://lethbridgeherald.com/news/world-news/2019/09/08/un-atomic-official-in-iran-as-it-runs-advanced-centrifuges/
