846407112	20190520	201905	2019	2019.3836	OMN	OMAN	OMN								ARE	UNITED ARAB EMIRATES	ARE								0	130	130	13	3	-4.4	3	3	3	-4.10793666281529	4	Baghdad, Baghdad, Iraq	IZ	IZ07	33.3386	44.3939	-3103581	1	Bahrain	BA	BA	26	50.5	BA	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190520	https://www.reuters.com/article/saudi-oil-emirates-tanker/corrected-update-5-trump-saudi-arabia-warn-iran-against-middle-east-conflict-idUSL5N22V00R
846407113	20190520	201905	2019	2019.3836	OMN	OMAN	OMN								ARE	UNITED ARAB EMIRATES	ARE								0	130	130	13	3	-4.4	10	7	10	-4.14940148344196	4	Gulf Of Oman, United Arab Emirates (general), United Arab Emirates	AE	AE00	25.2264	56.4921	-783875	4	Gulf Of Oman, United Arab Emirates (general), United Arab Emirates	AE	AE00	25.2264	56.4921	-783875	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190520	https://www.reuters.com/article/saudi-oil-emirates-tanker/corrected-update-5-trump-saudi-arabia-warn-iran-against-middle-east-conflict-idUSL5N22V00R
846407194	20190520	201905	2019	2019.3836	SAU	SAUDI	SAU								IRN	IRAN	IRN								1	130	130	13	3	-4.4	20	7	20	-4.14940148344196	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	4	Gulf Of Oman, United Arab Emirates (general), United Arab Emirates	AE	AE00	25.2264	56.4921	-783875	4	Gulf Of Oman, United Arab Emirates (general), United Arab Emirates	AE	AE00	25.2264	56.4921	-783875	20190520	https://www.reuters.com/article/saudi-oil-emirates-tanker/corrected-update-5-trump-saudi-arabia-warn-iran-against-middle-east-conflict-idUSL5N22V00R
846407195	20190520	201905	2019	2019.3836	SAU	SAUDI ARABIA	SAU								IRN	IRAN	IRN								1	130	130	13	3	-4.4	1	1	1	-4.06574394463668	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	4	Gulf Of Oman, United Arab Emirates (general), United Arab Emirates	AE	AE00	25.2264	56.4921	-783875	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	20190520	https://www.reuters.com/article/saudi-oil-emirates-tanker/corrected-update-5-trump-saudi-arabia-warn-iran-against-middle-east-conflict-idUSL5N22V00R
846412828	20190520	201905	2019	2019.3836	ARE	UNITED ARAB EMIRATES	ARE								SAU	SAUDI ARABIA	SAU								1	130	130	13	3	-4.4	2	1	2	-6.26721763085399	1	United Arab Emirates	AE	AE	24	54	AE	4	Arabian Peninsula, Saudi Arabia (general), Saudi Arabia	SA	SA00	25	45	-3092884	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	20190520	https://nationalinterest.org/blog/skeptics/us-support-has-fueled-not-moderated-yemen-war-58097
846413513	20190520	201905	2019	2019.3836	SAU	SAUDI ARABIA	SAU								ARE	UNITED ARAB EMIRATES	ARE								1	130	130	13	3	-4.4	2	1	2	-6.26721763085399	4	Arabian Peninsula, Saudi Arabia (general), Saudi Arabia	SA	SA00	25	45	-3092884	1	United Arab Emirates	AE	AE	24	54	AE	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	20190520	https://nationalinterest.org/blog/skeptics/us-support-has-fueled-not-moderated-yemen-war-58097
846423360	20190520	201905	2019	2019.3836	GOV	PRESIDENT						GOV			IRN	IRAN	IRN								1	138	138	13	3	-7.0	2	1	2	-9.75609756097561	1	Yemen	YM	YM	15.5	47.5	YM	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20190520	http://www.radio.gov.pk/20-05-2019/us-issues-new-threat-to-iran-amid-heightened-tensions-in-me
846424544	20190513	201905	2019	2019.3644	MED	NEWS AGENCY						MED			MIL	MILITARY						MIL			0	130	130	13	3	-4.4	16	2	16	-4.41186559003103	1	Yemen	YM	YM	15.5	47.5	YM	1	United Arab Emirates	AE	AE	24	54	AE	1	Yemen	YM	YM	15.5	47.5	YM	20190520	https://www.malaysiakini.com/news/476757
846425316	20190520	201905	2019	2019.3836	MNCUSA	EXXON MOBIL	USA					MNC			IRQ	IRAQ	IRQ								0	160	160	16	4	-4.0	2	1	2	-4.05286343612335	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	20190520	https://uk.reuters.com/article/uk-saudi-oil-emirates-tanker/trump-saudi-arabia-warn-iran-against-middle-east-conflict-idUKKCN1SP016?rpc=401
846440899	20190520	201905	2019	2019.3836	OMN	OMAN	OMN								ARE	UNITED ARAB EMIRATES	ARE								0	130	130	13	3	-4.4	1	1	1	-4.03508771929824	4	Baghdad, Baghdad, Iraq	IZ	IZ07	33.3386	44.3939	-3103581	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190520	https://in.reuters.com/article/saudi-oil-emirates-tanker/trump-saudi-arabia-warn-iran-against-middle-east-conflict-idINKCN1SP02E
846444629	20190520	201905	2019	2019.3836	SAU	SAUDI ARABIA	SAU								IRN	IRAN	IRN								1	130	130	13	3	-4.4	2	1	2	-4.10396716826265	1	United Arab Emirates	AE	AE	24	54	AE	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	20190520	https://www.geo.tv/latest/237793-trump-saudi-arabia-warn-iran-against-middle-east-conflict
846452387	20190520	201905	2019	2019.3836	MNC	EXXON						MNC			IRQ	IRAQI	IRQ								1	160	160	16	4	-4.0	5	1	5	-2.21327967806841	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190520	https://www.oilandgaspeople.com/news/18640/exxonmobil-employees-evacuating-oil-field-in-southern-iraq/
846458594	20190520	201905	2019	2019.3836	ARE	UNITED ARAB EMIRATES	ARE								PTY	POLITICIAN									1	130	130	13	3	-4.4	2	1	2	-6.53594771241832	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Bungoma, Western, Kenya	KE	KE09	0.563504	34.5606	-2242668	4	Bungoma, Western, Kenya	KE	KE09	0.563504	34.5606	-2242668	20190520	https://citizentv.co.ke/news/dci-speaks-on-alleged-wetangula-gold-scam-audio-248376/
846458595	20190520	201905	2019	2019.3836	ARE	UNITED ARAB EMIRATES	ARE								PTY	POLITICIAN									1	130	130	13	3	-4.4	6	1	6	-6.53594771241832	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Harambee, Nairobi Area, Kenya	KE	KE05	-1.28333	36.8667	-2245911	4	Harambee, Nairobi Area, Kenya	KE	KE05	-1.28333	36.8667	-2245911	20190520	https://citizentv.co.ke/news/dci-speaks-on-alleged-wetangula-gold-scam-audio-248376/
846461375	20190520	201905	2019	2019.3836	BHR	BAHRAIN	BHR								QAT	QATAR	QAT								0	161	161	16	4	-4.0	2	1	2	0.66964285714286	1	Qatar	QA	QA	25.5	51.25	QA	1	United Arab Emirates	AE	AE	24	54	AE	1	Saudi Arabia	SA	SA	25	45	SA	20190520	https://bdnews24.com/world/2019/05/20/trump-to-open-middle-east-peace-drive-with-economic-conference
846470913	20190520	201905	2019	2019.3836											IRN	IRAN	IRN								1	130	130	13	3	-4.4	1606	186	1606	-4.36805623896623	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190520	https://www.idahostatesman.com/news/business/article230601229.html
846474102	20190520	201905	2019	2019.3836	GOV	PRESIDENT						GOV			IRN	IRAN	IRN								1	130	130	13	3	-4.4	228	65	228	-4.63335082683564	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20190520	https://www.wimbledonguardian.co.uk/news/national/17650912.trump-warns-iran-faces-end-if-it-threatens-america-again/
846474252	20190520	201905	2019	2019.3836	IRNGOV	IRAN	IRN					GOV			IRN	IRAN	IRN								1	130	130	13	3	-4.4	72	65	72	-4.63335082683564	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20190520	https://www.wimbledonguardian.co.uk/news/national/17650912.trump-warns-iran-faces-end-if-it-threatens-america-again/
846474954	20190520	201905	2019	2019.3836	USA	UNITED STATES	USA								IRN	IRAN	IRN								1	130	130	13	3	-4.4	114	57	114	-4.66436338585019	4	Arabian Sea, India (general), India	IN	IN00	20	65	-2089022	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20190520	https://www.wimbledonguardian.co.uk/news/national/17650912.trump-warns-iran-faces-end-if-it-threatens-america-again/
846474955	20190520	201905	2019	2019.3836	USA	UNITED STATES	USA								IRN	IRAN	IRN								1	130	130	13	3	-4.4	240	59	240	-4.66104632042314	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20190520	https://www.wimbledonguardian.co.uk/news/national/17650912.trump-warns-iran-faces-end-if-it-threatens-america-again/
846482447	20190520	201905	2019	2019.3836	IRN	IRAN	IRN																		0	130	130	13	3	-4.4	1	1	1	-6.98602794411178	1	United Arab Emirates	AE	AE	24	54	AE	0							4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	20190520	https://www.express.co.uk/news/world/1129468/Iran-news-Saudi-Arabia-middle-east-war-donald-trump
846482463	20190520	201905	2019	2019.3836	IRN	IRAN	IRN								SAU	SAUDI ARABIA	SAU								0	130	130	13	3	-4.4	1	1	1	-6.98602794411178	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	1	United Arab Emirates	AE	AE	24	54	AE	20190520	https://www.express.co.uk/news/world/1129468/Iran-news-Saudi-Arabia-middle-east-war-donald-trump
846487435	20190520	201905	2019	2019.3836	IRN	IRAN	IRN								MED	GAZETTE						MED			1	130	130	13	3	-4.4	7	1	7	-4.63576158940398	1	United Arab Emirates	AE	AE	24	54	AE	4	Arabian Sea, India (general), India	IN	IN00	20	65	-2089022	1	United Arab Emirates	AE	AE	24	54	AE	20190520	https://www.gazetteandherald.co.uk/news/national/17650912.trump-warns-iran-faces-end-if-it-threatens-america-again/
846487436	20190520	201905	2019	2019.3836	IRN	IRAN	IRN								MED	GAZETTE						MED			1	130	130	13	3	-4.4	1	1	1	-4.63576158940398	1	United Arab Emirates	AE	AE	24	54	AE	1	Bahrain	BA	BA	26	50.5	BA	1	United Arab Emirates	AE	AE	24	54	AE	20190520	https://www.gazetteandherald.co.uk/news/national/17650912.trump-warns-iran-faces-end-if-it-threatens-america-again/
846502022	20190520	201905	2019	2019.3836	GOV	PRESIDENT						GOV			IRN	IRAN	IRN								1	130	130	13	3	-4.4	14	2	14	-4.37476670399403	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190520	https://www.wjhl.com/news/national/president-trump-warns-iran-not-to-threaten-us-or-it-will-face-end/2013787781
846502170	20190520	201905	2019	2019.3836	IRN	IRAN	IRN								USA	THE US	USA								0	130	130	13	3	-4.4	1	1	1	-3.85542168674699	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	36.1926	44.0106	-3106433	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20190520	https://www.presstv.com/Detail/2019/05/20/596416/US-Saudi-Arabia-Trump-Iran-war-Akhbar
846502174	20190520	201905	2019	2019.3836	IRNGOV	IRAN	IRN					GOV			IRN	IRAN	IRN								1	130	130	13	3	-4.4	2	1	2	-4.53900709219858	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190520	https://www.wjhl.com/news/national/president-trump-warns-iran-not-to-threaten-us-or-it-will-face-end/2013787781
846502869	20190520	201905	2019	2019.3836	YEM	YEMEN	YEM								SAU	SAUDI	SAU								0	130	130	13	3	-4.4	2	1	2	-5.47576301615799	1	United Arab Emirates	AE	AE	24	54	AE	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	20190520	https://ckpgtoday.ca/2019/05/20/once-again-iraq-caught-up-in-tensions-between-us-and-iran-2/
846505083	20190520	201905	2019	2019.3836	IRN	IRAN	IRN								GBR	LONDON	GBR								1	130	130	13	3	-4.4	7	1	7	-4.55212922173275	1	United Arab Emirates	AE	AE	24	54	AE	4	Arabian Sea, India (general), India	IN	IN00	20	65	-2089022	1	United Arab Emirates	AE	AE	24	54	AE	20190520	https://www.guardian-series.co.uk/news/national-news/17650912.trump-warns-iran-faces-end-if-it-threatens-america-again/
846505084	20190520	201905	2019	2019.3836	IRN	IRAN	IRN								GBR	LONDON	GBR								1	130	130	13	3	-4.4	1	1	1	-4.55212922173275	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20190520	https://www.guardian-series.co.uk/news/national-news/17650912.trump-warns-iran-faces-end-if-it-threatens-america-again/
846505098	20190520	201905	2019	2019.3836	IRN	IRAN	IRN								USA	UNITED STATES	USA								1	130	130	13	3	-4.4	1	1	1	-4.55212922173275	1	United Arab Emirates	AE	AE	24	54	AE	4	Arabian Sea, India (general), India	IN	IN00	20	65	-2089022	1	United Arab Emirates	AE	AE	24	54	AE	20190520	https://www.guardian-series.co.uk/news/national-news/17650912.trump-warns-iran-faces-end-if-it-threatens-america-again/
846505099	20190520	201905	2019	2019.3836	IRN	IRAN	IRN								USA	UNITED STATES	USA								1	130	130	13	3	-4.4	1	1	1	-4.55212922173275	1	United Arab Emirates	AE	AE	24	54	AE	1	Bahrain	BA	BA	26	50.5	BA	1	United Arab Emirates	AE	AE	24	54	AE	20190520	https://www.guardian-series.co.uk/news/national-news/17650912.trump-warns-iran-faces-end-if-it-threatens-america-again/
846508712	20190520	201905	2019	2019.3836	SAU	SAUDI ARABIA	SAU								ARE	UNITED ARAB EMIRATES	ARE								1	138	138	13	3	-7.0	4	2	4	-6.3660925363053	4	Jeddah, Makkah, Saudi Arabia	SA	SA14	21.5169	39.2192	-3096108	1	United Arab Emirates	AE	AE	24	54	AE	4	Jeddah, Makkah, Saudi Arabia	SA	SA14	21.5169	39.2192	-3096108	20190520	https://www.yenisafak.com/en/world/saudi-intercepts-2-ballistic-missiles-from-yemen-3481505
846520729	20190520	201905	2019	2019.3836	MED	NEWS AGENCY						MED			MIL	MILITARY						MIL			0	130	130	13	3	-4.4	4	1	4	-3.07017543859649	4	Taif, Al ?udaydah, Yemen	YM	YM08	14.6167	43.0333	-3184833	1	United Arab Emirates	AE	AE	24	54	AE	4	Taif, Al ?udaydah, Yemen	YM	YM08	14.6167	43.0333	-3184833	20190520	https://www.haaretz.com/middle-east-news/saudi-arabia-intercepts-houthi-missiles-headed-for-mecca-local-media-reports-1.7258359
846521275	20190520	201905	2019	2019.3836	YEM	YEMEN	YEM								MIL	MILITARY						MIL			0	130	130	13	3	-4.4	4	1	4	-3.07017543859649	4	Taif, Al ?udaydah, Yemen	YM	YM08	14.6167	43.0333	-3184833	1	United Arab Emirates	AE	AE	24	54	AE	4	Taif, Al ?udaydah, Yemen	YM	YM08	14.6167	43.0333	-3184833	20190520	https://www.haaretz.com/middle-east-news/saudi-arabia-intercepts-houthi-missiles-headed-for-mecca-local-media-reports-1.7258359
846525226	20190420	201904	2019	2019.3014	IGOBUSOPC	OPEC		OPC				IGO	BUS		GOV	KINGDOM						GOV			0	160	160	16	4	-4.0	1	1	1	-1.26436781609195	4	Jeddah, Makkah, Saudi Arabia	SA	SA14	21.5169	39.2192	-3096108	1	United Arab Emirates	AE	AE	24	54	AE	4	Jeddah, Makkah, Saudi Arabia	SA	SA14	21.5169	39.2192	-3096108	20190520	https://www.houstonchronicle.com/business/energy/article/OPEC-Signals-Intention-to-Keep-Oil-Supply-13858675.php
846528295	20190520	201905	2019	2019.3836	ARE	EMIRATI	ARE																		1	130	130	13	3	-4.4	10	1	10	3.81282495667245	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	0							4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	20190520	https://www.thenational.ae/lifestyle/travel/abu-dhabi-ranked-as-one-of-the-most-family-friendly-tourism-spots-in-the-world-1.863887
846534271	20190520	201905	2019	2019.3836	ARE	UNITED ARAB EMIRATES	ARE								SAU	SAUDI ARABIA	SAU								1	130	130	13	3	-4.4	6	1	6	-3.74149659863946	1	United Arab Emirates	AE	AE	24	54	AE	4	Arabian Peninsula, Saudi Arabia (general), Saudi Arabia	SA	SA00	25	45	-3092884	1	Iran	IR	IR	32	53	IR	20190520	https://www.yahoo.com/news/u-support-fueled-not-moderated-184100164.html
846535606	20190520	201905	2019	2019.3836	SAU	SAUDI ARABIA	SAU								ARE	UNITED ARAB EMIRATES	ARE								1	130	130	13	3	-4.4	6	1	6	-3.74149659863946	4	Arabian Peninsula, Saudi Arabia (general), Saudi Arabia	SA	SA00	25	45	-3092884	1	United Arab Emirates	AE	AE	24	54	AE	1	Iran	IR	IR	32	53	IR	20190520	https://www.yahoo.com/news/u-support-fueled-not-moderated-184100164.html
846541642	20190520	201905	2019	2019.3836	GOV	PRESIDENT						GOV			IRN	IRAN	IRN								1	130	130	13	3	-4.4	2	1	2	-4.21052631578947	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Arabian Sea, India (general), India	IN	IN00	20	65	-2089022	4	Arabian Sea, India (general), India	IN	IN00	20	65	-2089022	20190520	https://wreg.com/2019/05/20/president-warns-iran-not-to-threaten-us-or-it-will-face-end/
846553258	20190520	201905	2019	2019.3836											IRN	IRAN	IRN								1	130	130	13	3	-4.4	46	5	46	-4.03553796070775	0							1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20190520	https://www.eagletribune.com/news/trump-warns-iran-not-to-threaten-u-s-or-it/article_4226d364-7b03-11e9-a55f-f7aaa5a3392c.html
846558226	20190520	201905	2019	2019.3836	YEM	YEMEN	YEM								SAU	SAUDI	SAU								0	130	130	13	3	-4.4	4	1	4	-5.83756345177665	4	Sanaa, Sana', Yemen	YM	YM16	15.3547	44.2067	-3191442	4	Mecca, Makkah, Saudi Arabia	SA	SA14	21.4267	39.8261	-3096949	1	United Arab Emirates	AE	AE	24	54	AE	20190520	https://www.presstv.com/Detail/2019/05/20/596436/Yemen-Saudi-Arabia-Mecca-Taif--Jeddah-Brigadier-General-Yahya-Saree
846565631	20190520	201905	2019	2019.3836											IRN	IRAN	IRN								0	130	130	13	3	-4.4	2	1	2	-7.65124555160143	0							4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	1	United Arab Emirates	AE	AE	24	54	AE	20190520	https://www.presstv.com/Detail/2019/05/20/596438/Britain-Jeremy-Hunt-heightened-tensions-US-interests-Middle-East
846580024	20190513	201905	2019	2019.3644	ARE	DUBAI	ARE								KEN	KENYA	KEN								1	130	130	13	3	-4.4	1	1	1	-2.40384615384615	4	Bungoma, Western, Kenya	KE	KE09	0.563504	34.5606	-2242668	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190520	https://www.kenyan-post.com/2019/05/3-dubai-hotels-start-expelling-kenyans.html
846580025	20190513	201905	2019	2019.3644	ARE	DUBAI	ARE								KEN	KENYA	KEN								1	130	130	13	3	-4.4	1	1	1	-2.40384615384615	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Bungoma, Western, Kenya	KE	KE09	0.563504	34.5606	-2242668	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190520	https://www.kenyan-post.com/2019/05/3-dubai-hotels-start-expelling-kenyans.html
846613067	20190520	201905	2019	2019.3836	IRN	TEHRAN	IRN								EUR	EUROPE	EUR								1	139	139	13	3	-7.0	2	1	2	-3.86029411764706	4	Cairo, Al Qahirah, Egypt	EG	EG11	30.05	31.25	-290692	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190520	http://www.wsiltv.com/story/40500496/reports-iran-quadruples-production-of-enriched-uranium
846636722	20190520	201905	2019	2019.3836	ARE	DUBAI	ARE								YEM	YEMEN	YEM								1	138	138	13	3	-7.0	8	1	8	-12.1019108280254	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	1	Yemen	YM	YM	15.5	47.5	YM	4	Yanbu, Al Madinah, Saudi Arabia	SA	SA05	24.0891	38.0637	-3101071	20190520	https://www.kwtx.com/content/news/Saudis-warn-drone-attacks-will-raise-tensions-510180871.html
846638650	20190520	201905	2019	2019.3836	ARE	UNITED ARAB EMIRATES	ARE																		0	130	130	13	3	-4.4	4	1	4	-5.46875	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Bungoma, Western, Kenya	KE	KE09	0.563504	34.5606	-2242668	20190520	https://www.kahawatungu.com/2019/05/20/oscar-sudi-lashes-out-gladys-wanga/
846638652	20190520	201905	2019	2019.3836	ARE	DUBAI	ARE								KEN	KENYA	KEN								0	130	130	13	3	-4.4	2	1	2	-5.46875	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Homa Bay, Nyanza, Kenya	KE	KE07	-0.527309	34.4571	-2246017	4	Homa Bay, Nyanza, Kenya	KE	KE07	-0.527309	34.4571	-2246017	20190520	https://www.kahawatungu.com/2019/05/20/oscar-sudi-lashes-out-gladys-wanga/
