852646754	20190616	201906	2019	2019.4548	GBR	BRITAIN	GBR																		1	130	130	13	3	-4.4	6	3	6	-4.42251360355797	1	United Kingdom	UK	UK	54	-4	UK	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190616	http://news.trust.org/item/20190615150642-c7yd2/
852646764	20190616	201906	2019	2019.4548	GBR	BRITAIN	GBR								IRN	IRAN	IRN								1	130	130	13	3	-4.4	8	3	8	-4.42251360355797	1	United Kingdom	UK	UK	54	-4	UK	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190616	http://news.trust.org/item/20190615150642-c7yd2/
852663086	20190616	201906	2019	2019.4548											BUS	OIL TANKER						BUS			1	138	138	13	3	-7.0	3	1	3	-0.498132004981319	0							4	Khaleej Times, Dubayy, United Arab Emirates	AE	AE03	25.1723	55.2444	11414110	1	Bulgaria	BU	BU	43	25	BU	20190616	https://www.khaleejtimes.com/region/mena/saudi-uae-call-to-protect-gulf-shipping-route-
852663094	20190616	201906	2019	2019.4548											COP	POLICE						COP			1	130	130	13	3	-4.4	10	1	10	-0.67294751009421	0							4	Khaleej Times, Dubayy, United Arab Emirates	AE	AE03	25.1723	55.2444	11414110	4	Khaleej Times, Dubayy, United Arab Emirates	AE	AE03	25.1723	55.2444	11414110	20190616	https://www.khaleejtimes.com/news/government/important-police-warning-for-parents-in-uae-
852670334	20190616	201906	2019	2019.4548	IRN	IRAN	IRN								SPY	INTELLIGENCE						SPY			0	138	138	13	3	-7.0	1	1	1	-6.00343053173242	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	20190616	https://www.globalsecurity.org/military/library/news/2019/06/mil-190615-presstv02.htm
852687927	20190616	201906	2019	2019.4548											COP	POLICE						COP			1	130	130	13	3	-4.4	10	1	10	-0.568990042674249	0							4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	20190616	https://menafn.com/1098643129/Police-issue-nanny-advisory-for-parents-in-UAE
852688465	20190616	201906	2019	2019.4548	JPN	JAPAN	JPN								IRN	IRAN	IRN								1	138	138	13	3	-7.0	6	1	6	-3.89768574908648	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	1	United Arab Emirates	AE	AE	24	54	AE	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	20190616	https://www.presstv.com/Detail/2019/06/16/598631/oil-tankers-Oman-Sea-Iran-Japan
852694477	20190616	201906	2019	2019.4548											COP	POLICE COMMISSIONER						COP			1	130	130	13	3	-4.4	6	1	6	-5.79710144927536	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190616	https://www.siasat.com/news/ima-jewels-sit-arrests-7-directors-multi-crore-ponzi-scam-1513912/
852730474	20190616	201906	2019	2019.4548	MIL	NAVY						MIL			GBR	BRITISH	GBR								1	138	138	13	3	-7.0	5	1	5	-3.38983050847458	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20190616	https://www.arabianbusiness.com/politics-economics/422180-british-royal-marines-to-deploy-to-gulf
852745143	20190616	201906	2019	2019.4548	GOV	DIPLOMAT						GOV			IRQ	IRAQ	IRQ								0	161	161	16	4	-4.0	1	1	1	-5.34503390506581	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	20190616	https://www.dailymail.co.uk/news/article-7147275/Mike-Pompeo-doubles-intelligence-community-agrees-Iran-blame-oil-tanker-attack.html
852746791	20190616	201906	2019	2019.4548	ARE	UNITED ARAB EMIRATES	ARE																		0	130	130	13	3	-4.4	4	1	4	-0.86455331412104	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190616	https://www.thenational.ae/uae/government/sheikh-mohammed-bin-rashid-hits-out-at-lack-of-leadership-in-arab-world-1.875186
852761636	20190616	201906	2019	2019.4548	GBR	UNITED KINGDOM	GBR								MIL	MARINES						MIL			1	138	138	13	3	-7.0	2	1	2	-2.27272727272727	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20190616	https://gcaptain.com/uk-to-deploy-marines-to-protect-british-ships-in-the-persian-gulf/
852761844	20190616	201906	2019	2019.4548	MIL	NAVY						MIL			PGS	PERSIAN GULF	PGS								1	138	138	13	3	-7.0	3	1	3	-2.27272727272727	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20190616	https://gcaptain.com/uk-to-deploy-marines-to-protect-british-ships-in-the-persian-gulf/
852770337	20190616	201906	2019	2019.4548	RUS	RUSSIA	RUS																		0	138	138	13	3	-7.0	10	1	10	-5.17464424320828	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190616	https://www.channelnewsasia.com/news/world/damaged-tankers-reach-safe-waters-after-gulf-attacks-11631740
