798231239	20181022	201810	2018	2018.8000	ELI	RETIRED						ELI			JUD	JUDGE						JUD			1	139	139	13	3	-7.0	6	1	6	-3.64298724954463	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181029	https://economictimes.indiatimes.com/news/politics-and-nation/cvc-to-vet-top-secret-note-by-rakesh-asthana-against-alok-verma/articleshow/66408462.cms
798235204	20171029	201710	2017	2017.8192	GOV	PRESIDENT						GOV			NGA	NIGERIAN	NGA								1	130	130	13	3	-4.4	8	1	8	-3.65591397849463	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181029	https://guardian.ng/news/niger-delta-agitators-support-atiku-obi-ticket/
798235206	20171029	201710	2017	2017.8192	NGAGOV	NIGERIA	NGA					GOV			NGA	NIGERIAN	NGA								1	130	130	13	3	-4.4	2	1	2	-3.65591397849463	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181029	https://guardian.ng/news/niger-delta-agitators-support-atiku-obi-ticket/
798249358	20181029	201810	2018	2018.8192	BUS	INDUSTRY						BUS													1	130	130	13	3	-4.4	10	1	10	-2.55102040816326	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	0							4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	20181029	https://gulfnews.com/news/uae/weather/ministry-warns-against-camping-in-wadis-1.2295082
798320305	20181029	201810	2018	2018.8192	COP	POLICE						COP													0	138	138	13	3	-7.0	10	1	10	-9.33660933660934	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181029	https://www.khaleejtimes.com/news/crime-and-courts/5-jailed-in-dubai-for-forcing-16-year-old-into-flesh-trade
798323389	20181029	201810	2018	2018.8192	ARE	DUBAI	ARE								SAU	SAUDI	SAU								0	130	130	13	3	-4.4	2	1	2	0.130718954248359	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181029	https://sg.finance.yahoo.com/news/dubai-apos-always-benefited-instability-112100218.html
798323390	20181029	201810	2018	2018.8192	ARE	DUBAI	ARE								SAU	SAUDI ARABIA	SAU								0	130	130	13	3	-4.4	12	2	12	0.73876015052485	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	20181029	https://sg.finance.yahoo.com/news/dubai-apos-always-benefited-instability-112100218.html
798323391	20181029	201810	2018	2018.8192	ARE	UNITED ARAB EMIRATES	ARE								SAU	SAUDI ARABIA	SAU								0	130	130	13	3	-4.4	4	2	4	0.73876015052485	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181029	https://sg.finance.yahoo.com/news/dubai-apos-always-benefited-instability-112100218.html
798374495	20181029	201810	2018	2018.8192	ARE	DUBAI	ARE																		1	130	130	13	3	-4.4	7	1	7	0.11148272017838	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	0							4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	20181029	https://www.thenational.ae/opinion/comment/the-uae-s-wetlands-are-a-national-treasure-that-deserve-our-care-and-protection-1.785600
798374496	20181029	201810	2018	2018.8192	ARE	DUBAI	ARE																		1	130	130	13	3	-4.4	1	1	1	0.11148272017838	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181029	https://www.thenational.ae/opinion/comment/the-uae-s-wetlands-are-a-national-treasure-that-deserve-our-care-and-protection-1.785600
798374497	20181029	201810	2018	2018.8192	ARE	UNITED ARAB EMIRATES	ARE																		1	130	130	13	3	-4.4	4	1	4	0.11148272017838	4	Jebel Ali, Dubayy, United Arab Emirates	AE	AE03	25.0128	55.0495	-783229	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181029	https://www.thenational.ae/opinion/comment/the-uae-s-wetlands-are-a-national-treasure-that-deserve-our-care-and-protection-1.785600
