846298809	20190519	201905	2019	2019.3808											SAU	SAUDI	SAU								1	130	130	13	3	-4.4	40	4	40	-5.04201680672269	0							1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20190519	https://www.brisbanetimes.com.au/world/middle-east/saudi-warns-it-will-respond-with-strength-and-determination-if-iran-starts-a-war-20190519-p51p00.html
846307679	20190519	201905	2019	2019.3808											ARE	DUBAI	ARE								1	160	160	16	4	-4.0	6	1	6	-4.49172576832151	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190519	https://www.nation.co.ke/news/politics/Things-turn-noisy--messy-for-Wetangula/1064-5121694-y2ugwgz/
846308316	20190519	201905	2019	2019.3808	KEN	KENYA	KEN																		1	160	160	16	4	-4.0	3	1	3	-4.49172576832151	4	Bungoma, Western, Kenya	KE	KE09	0.563504	34.5606	-2242668	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190519	https://www.nation.co.ke/news/politics/Things-turn-noisy--messy-for-Wetangula/1064-5121694-y2ugwgz/
846321437	20190519	201905	2019	2019.3808											CVL	RESIDENTS						CVL			1	130	130	13	3	-4.4	14	1	14	-2.27817745803358	0							4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	20190519	https://gulfnews.com/uae/online-scam-filipina-expat-in-dubai-in-hot-soup-after-falling-victim-to-bank-scammers-1.1558247811081
846331246	20190519	201905	2019	2019.3808	AREBUS	ABU DHABI	ARE					BUS													1	160	160	16	4	-4.0	3	1	3	-2.62172284644194	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190519	https://www.reuters.com/article/mideast-stocks/mideast-stocks-property-pulls-down-dubai-as-most-gulf-markets-lower-idUSL5N22V053
846345115	20190519	201905	2019	2019.3808	USA	UNITED STATES	USA								IRN	IRAN	IRN								0	130	130	13	3	-4.4	4	4	4	-4.51313966807853	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	4	Gulf News, Dubayy, United Arab Emirates	AE	AE03	25.1877	55.2529	11414118	4	Gulf News, Dubayy, United Arab Emirates	AE	AE03	25.1877	55.2529	11414118	20190519	https://www.aninews.in/news/world/middle-east/saudi-arabia-calls-for-emergency-meeting-with-gcc-arab-league-amid-gulf-tension20190519185345/
846345117	20190519	201905	2019	2019.3808	USA	UNITED STATES	USA								IRN	IRAN	IRN								0	130	130	13	3	-4.4	4	4	4	-4.51313966807853	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Gulf News, Dubayy, United Arab Emirates	AE	AE03	25.1877	55.2529	11414118	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	20190519	https://www.aninews.in/news/world/middle-east/saudi-arabia-calls-for-emergency-meeting-with-gcc-arab-league-amid-gulf-tension20190519185345/
846345994	20190519	201905	2019	2019.3808	BUS	AIRLINE						BUS													0	130	130	13	3	-4.4	4	2	4	-2.12803588230716	4	Gulf News, Dubayy, United Arab Emirates	AE	AE03	25.1877	55.2529	11414118	0							4	Gulf News, Dubayy, United Arab Emirates	AE	AE03	25.1877	55.2529	11414118	20190519	https://gulfnews.com/business/aviation/uae-airlines-respond-to-us-airspace-warning-operations-remain-normal-1.1558267117723
846345996	20190519	201905	2019	2019.3808	BUS	AIRLINE						BUS			ARE	UNITED ARAB EMIRATES	ARE								0	130	130	13	3	-4.4	12	2	12	-2.12803588230716	4	Gulf News, Dubayy, United Arab Emirates	AE	AE03	25.1877	55.2529	11414118	4	Gulf News, Dubayy, United Arab Emirates	AE	AE03	25.1877	55.2529	11414118	4	Gulf News, Dubayy, United Arab Emirates	AE	AE03	25.1877	55.2529	11414118	20190519	https://gulfnews.com/business/aviation/uae-airlines-respond-to-us-airspace-warning-operations-remain-normal-1.1558267117723
846345997	20190519	201905	2019	2019.3808	BUS	AIRLINE						BUS			ARE	UNITED ARAB EMIRATES	ARE								0	130	130	13	3	-4.4	4	2	4	-2.12803588230716	1	United States	US	US	39.828175	-98.5795	US	4	Gulf News, Dubayy, United Arab Emirates	AE	AE03	25.1877	55.2529	11414118	4	Gulf News, Dubayy, United Arab Emirates	AE	AE03	25.1877	55.2529	11414118	20190519	https://gulfnews.com/business/aviation/uae-airlines-respond-to-us-airspace-warning-operations-remain-normal-1.1558267117723
846355899	20190519	201905	2019	2019.3808	JUD	LAWYER						JUD			ARE	UNITED ARAB EMIRATES	ARE								1	139	139	13	3	-7.0	8	2	8	-4.31269244456823	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190519	https://www.premiumtimesng.com/news/top-news/330593-alleged-defamation-atiku-threatens-to-sue-buharis-aide.html
846357043	20190519	201905	2019	2019.3808	ARE	UNITED ARAB EMIRATES	ARE																		0	130	130	13	3	-4.4	44	8	44	-4.06051778396813	4	Gulf Of Oman, United Arab Emirates (general), United Arab Emirates	AE	AE00	25.2264	56.4921	-783875	0							4	Gulf Of Oman, United Arab Emirates (general), United Arab Emirates	AE	AE00	25.2264	56.4921	-783875	20190519	https://www.cnbc.com/2019/05/19/reuters-america-update-3-saudi-arabia-says-it-seeks-to-avert-war-ball-in-irans-court.html
846357410	20190519	201905	2019	2019.3808	IRN	IRAN	IRN								USA	THE US	USA								0	130	130	13	3	-4.4	1	1	1	-3.53460972017673	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	20190519	https://www.timesofisrael.com/saudi-arabia-says-it-doesnt-seek-war-with-iran-but-will-defend-itself/
846357633	20190519	201905	2019	2019.3808	OMN	OMAN	OMN																		0	130	130	13	3	-4.4	22	8	22	-4.06051778396813	4	Gulf Of Oman, United Arab Emirates (general), United Arab Emirates	AE	AE00	25.2264	56.4921	-783875	0							4	Gulf Of Oman, United Arab Emirates (general), United Arab Emirates	AE	AE00	25.2264	56.4921	-783875	20190519	https://www.cnbc.com/2019/05/19/reuters-america-update-3-saudi-arabia-says-it-seeks-to-avert-war-ball-in-irans-court.html
846357634	20190519	201905	2019	2019.3808	OMN	OMAN	OMN								ARE	UNITED ARAB EMIRATES	ARE								0	130	130	13	3	-4.4	11	8	11	-4.06051778396813	4	Gulf Of Oman, United Arab Emirates (general), United Arab Emirates	AE	AE00	25.2264	56.4921	-783875	4	Gulf Of Oman, United Arab Emirates (general), United Arab Emirates	AE	AE00	25.2264	56.4921	-783875	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190519	https://www.cnbc.com/2019/05/19/reuters-america-update-3-saudi-arabia-says-it-seeks-to-avert-war-ball-in-irans-court.html
846357635	20190519	201905	2019	2019.3808	OMN	OMAN	OMN								ARE	UNITED ARAB EMIRATES	ARE								0	130	130	13	3	-4.4	5	4	5	-4.01696105656787	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190519	https://www.cnbc.com/2019/05/19/reuters-america-update-3-saudi-arabia-says-it-seeks-to-avert-war-ball-in-irans-court.html
846365098	20190519	201905	2019	2019.3808	GOV	PRESIDENTIAL AIDE						GOV													1	130	130	13	3	-4.4	3	1	3	-6.19195046439628	1	United Arab Emirates	AE	AE	24	54	AE	0							1	United Arab Emirates	AE	AE	24	54	AE	20190519	http://www.promptnewsonline.com/defamation-atiku-threatens-n2bn-suit-demands-public-apology-from-presidential-aide/
846379258	20190519	201905	2019	2019.3808	HRV	CROATIA	HRV								USA	SAN DIEGO	USA								1	160	160	16	4	-4.0	2	1	2	-3.79939209726444	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	1	United Arab Emirates	AE	AE	24	54	AE	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	20190519	https://www.stripes.com/news/middle-east/show-of-force-in-the-middle-east-continues-with-lincoln-and-kearsarge-joint-ops-1.581721
846379259	20190519	201905	2019	2019.3808	HRV	CROATIA	HRV								USA	SAN DIEGO	USA								1	160	160	16	4	-4.0	8	1	8	-3.79939209726444	1	United Arab Emirates	AE	AE	24	54	AE	1	Yemen	YM	YM	15.5	47.5	YM	1	United Arab Emirates	AE	AE	24	54	AE	20190519	https://www.stripes.com/news/middle-east/show-of-force-in-the-middle-east-continues-with-lincoln-and-kearsarge-joint-ops-1.581721
846388463	20190512	201905	2019	2019.3616	MED	NEWS AGENCY						MED			MIL	MILITARY						MIL			0	130	130	13	3	-4.4	72	9	72	-4.12347158428262	1	Yemen	YM	YM	15.5	47.5	YM	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	1	Yemen	YM	YM	15.5	47.5	YM	20190519	http://www.foreigndesknews.com/news/politics/saudi-arabia-says-it-8/
846391794	20190519	201905	2019	2019.3808	OMN	OMAN	OMN								ARE	UNITED ARAB EMIRATES	ARE								0	130	130	13	3	-4.4	1	1	1	-4.02476780185758	1	Iraq	IZ	IZ	33	44	IZ	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190519	https://af.reuters.com/article/commoditiesNews/idAFL5N22V00R
846392551	20190512	201905	2019	2019.3616	MED	NEWS AGENCY						MED			MIL	MILITARY						MIL			0	130	130	13	3	-4.4	8	1	8	-4.33212996389892	1	Yemen	YM	YM	15.5	47.5	YM	1	United Arab Emirates	AE	AE	24	54	AE	1	Yemen	YM	YM	15.5	47.5	YM	20190519	https://www.sbs.com.au/news/trump-threatens-iran-with-official-end
846392711	20190519	201905	2019	2019.3808	CHRCTH	THE POPE				CHR	CTH														0	130	130	13	3	-4.4	10	1	10	-1.87224669603524	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	0							4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	20190519	https://catholiccitizens.org/uncategorized/87018/does-bp-schneiders-call-for-pope-to-correct-abu-dhabi-statement-lend-weight-to-heresy-accusations-2/
846398541	20190519	201905	2019	2019.3808	IRN	IRAN	IRN								IRQ	IRAQ	IRQ								1	130	130	13	3	-4.4	8	4	8	-4.20831708768538	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	4	Gulf Of Oman, United Arab Emirates (general), United Arab Emirates	AE	AE00	25.2264	56.4921	-783875	4	Gulf Of Oman, United Arab Emirates (general), United Arab Emirates	AE	AE00	25.2264	56.4921	-783875	20190519	http://news.trust.org/item/20190519222336-rcr6w
846399304	20190512	201905	2019	2019.3616	MED	NEWS AGENCY						MED			MIL	MILITARY						MIL			0	130	130	13	3	-4.4	8	1	8	-4.03155127081507	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	20190519	https://www.reuters.com/article/us-saudi-oil-emirates-tanker/trump-saudi-arabia-warn-iraq-against-middle-east-conflict-idUSKCN1SP01C
846399393	20190519	201905	2019	2019.3808	ARE	UNITED ARAB EMIRATES	ARE								SAU	SAUDI ARABIA	SAU								1	130	130	13	3	-4.4	6	1	6	-3.74149659863946	1	United Arab Emirates	AE	AE	24	54	AE	4	Arabian Peninsula, Saudi Arabia (general), Saudi Arabia	SA	SA00	25	45	-3092884	1	Iran	IR	IR	32	53	IR	20190519	https://news.yahoo.com/u-support-fueled-not-moderated-184100164.html
846399828	20190519	201905	2019	2019.3808	SAU	SAUDI ARABIA	SAU								ARE	UNITED ARAB EMIRATES	ARE								1	130	130	13	3	-4.4	6	1	6	-3.74149659863946	4	Arabian Peninsula, Saudi Arabia (general), Saudi Arabia	SA	SA00	25	45	-3092884	1	United Arab Emirates	AE	AE	24	54	AE	1	Iran	IR	IR	32	53	IR	20190519	https://news.yahoo.com/u-support-fueled-not-moderated-184100164.html
846400515	20190419	201904	2019	2019.2986	IGOBUSOPC	OPEC		OPC				IGO	BUS		GOV	KINGDOM						GOV			0	160	160	16	4	-4.0	8	1	8	-1.46699266503667	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20190519	https://www.businesstimes.com.sg/energy-commodities/opec-shows-intention-to-keep-oil-supply-constrained-all-year
846400516	20190419	201904	2019	2019.2986	IGOBUSOPC	OPEC		OPC				IGO	BUS		GOV	KINGDOM						GOV			0	160	160	16	4	-4.0	1	1	1	-1.46699266503667	1	Oman	MU	MU	21	57	MU	1	United Arab Emirates	AE	AE	24	54	AE	1	Oman	MU	MU	21	57	MU	20190519	https://www.businesstimes.com.sg/energy-commodities/opec-shows-intention-to-keep-oil-supply-constrained-all-year
846401170	20190519	201905	2019	2019.3808	SAU	SAUDI	SAU								IRN	IRANIAN	IRN								1	130	130	13	3	-4.4	2	2	2	-5.13227625386866	1	United Arab Emirates	AE	AE	24	54	AE	1	Saudi Arabia	SA	SA	25	45	SA	1	Saudi Arabia	SA	SA	25	45	SA	20190519	https://www.voanews.com/a/trump-iran-warning/4923848.html
