810341895	20181216	201812	2018	2018.9479	BUS	BANK						BUS													1	130	130	13	3	-4.4	5	1	5	-5.43478260869565	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181216	http://www.khaleejtimes.com/nation/dubai/beware-new-atm-scam-message-in-uae-can-drain-your-bank-account
810385844	20181216	201812	2018	2018.9479	USA	UNITED STATES	USA																		1	130	130	13	3	-4.4	1	1	1	-1.91897654584221	2	New York, United States	US	USNY	42.1497	-74.9384	NY	0							1	United Arab Emirates	AE	AE	24	54	AE	20181216	https://www.rollingstone.com/politics/politics-news/ivanka-trump-inaugural-investigation-769774/
810406827	20181216	201812	2018	2018.9479	CVL	RESIDENTS						CVL													0	130	130	13	3	-4.4	10	1	10	-2.85714285714286	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181216	https://gulfnews.com/going-out/society/now-bbq-is-banned-at-popular-tourist-site-in-al-ain-1.1544953720534
