853765629	20190620	201906	2019	2019.4658	IRN	IRAN	IRN								SAU	SAUDI ARABIA	SAU								0	130	130	13	3	-4.4	2	1	2	-3.56435643564356	1	United Arab Emirates	AE	AE	24	54	AE	1	Saudi Arabia	SA	SA	25	45	SA	1	United Arab Emirates	AE	AE	24	54	AE	20190620	http://en.rfi.fr/middle-east/20190620-british-court-rules-arms-sales-saudi-arabia-unlawful
853766621	20190620	201906	2019	2019.4658	VAT	VATICAN	VAT								IRQ	IRAQ	IRQ								0	130	130	13	3	-4.4	2	1	2	2.5	1	United Arab Emirates	AE	AE	24	54	AE	1	Turkey	TU	TU	39.059012	34.911546	TU	4	Baghdad, Baghdad, Iraq	IZ	IZ07	33.3386	44.3939	-3103581	20190620	https://www.rappler.com/world/regions/middle-east/233559-iraq-officially-invites-pope-francis-visit
853768028	20190620	201906	2019	2019.4658	ARE	DUBAI	ARE								CVL	CIVILIAN						CVL			0	130	130	13	3	-4.4	1	1	1	-5.96833130328867	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Gulf Of Oman, Iran (general), Iran	IR	IR00	25.4489	57.7939	-3077385	1	Oman	MU	MU	21	57	MU	20190620	https://www.theepochtimes.com/trump-iran-made-very-big-mistake-by-shooting-down-us-drone_2971733.html
853768029	20190620	201906	2019	2019.4658	ARE	UNITED ARAB EMIRATES	ARE								IRN	IRAN	IRN								0	130	130	13	3	-4.4	2	1	2	-4.3767840152236	1	United Arab Emirates	AE	AE	24	54	AE	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	20190620	https://www.defensenews.com/congress/2019/06/20/us-senate-votes-to-kill-saudi-arms-sales-defying-trump-veto-threat/
853768030	20190620	201906	2019	2019.4658	ARE	UNITED ARAB EMIRATES	ARE								IRN	IRAN	IRN								0	130	130	13	3	-4.4	2	1	2	-4.3767840152236	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20190620	https://www.defensenews.com/congress/2019/06/20/us-senate-votes-to-kill-saudi-arms-sales-defying-trump-veto-threat/
853771152	20190620	201906	2019	2019.4658	ARE	DUBAI	ARE								CVL	CIVILIAN						CVL			1	130	130	13	3	-4.4	54	17	54	-4.49693458754675	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	1	Oman	MU	MU	21	57	MU	1	Oman	MU	MU	21	57	MU	20190620	http://www.spacewar.com/afp/190620163919.5wxbhbfd.html
853775694	20190620	201906	2019	2019.4658	SAU	SAUDI ARABIA	SAU								ARE	UNITED ARAB EMIRATES	ARE								1	163	163	16	4	-8.0	11	11	11	-4.80235152282688	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	1	United Arab Emirates	AE	AE	24	54	AE	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	20190620	http://www.spacewar.com/afp/190620170852.qvgecac9.html
853777425	20190620	201906	2019	2019.4658	ARE	DUBAI	ARE								CVL	CIVILIAN						CVL			0	130	130	13	3	-4.4	3	3	3	-6.08117099135063	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	1	Iran	IR	IR	32	53	IR	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190620	https://www.airforcetimes.com/news/2019/06/20/pentagon-issues-map-depicting-us-drone-shot-over-international-waters/
853777426	20190620	201906	2019	2019.4658	ARE	DUBAI	ARE								CVL	CIVILIAN						CVL			0	130	130	13	3	-4.4	3	3	3	-6.08117099135063	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	1	Iran	IR	IR	32	53	IR	1	Oman	MU	MU	21	57	MU	20190620	https://www.airforcetimes.com/news/2019/06/20/pentagon-issues-map-depicting-us-drone-shot-over-international-waters/
853778629	20190620	201906	2019	2019.4658	OMN	MUSCAT	OMN								CVL	CIVILIAN						CVL			0	130	130	13	3	-4.4	3	3	3	-6.08117099135063	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	1	Iran	IR	IR	32	53	IR	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190620	https://www.airforcetimes.com/news/2019/06/20/pentagon-issues-map-depicting-us-drone-shot-over-international-waters/
853778630	20190620	201906	2019	2019.4658	OMN	MUSCAT	OMN								CVL	CIVILIAN						CVL			1	130	130	13	3	-4.4	9	8	9	-6.65762121939182	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	1	Oman	MU	MU	21	57	MU	1	Oman	MU	MU	21	57	MU	20190620	https://www.washingtonexaminer.com/policy/defense-national-security/us-commander-irans-claim-it-shot-down-us-drone-over-its-airspace-categorically-false
853782008	20190620	201906	2019	2019.4658	SAU	SAUDI ARABIA	SAU																		1	163	163	16	4	-8.0	1	1	1	-5	1	Iran	IR	IR	32	53	IR	0							1	United Arab Emirates	AE	AE	24	54	AE	20190620	https://www.middleeasteye.net/news/us-senators-vote-block-arms-sales-saudi-arabia
853782009	20190620	201906	2019	2019.4658	SAU	SAUDI ARABIA	SAU																		1	163	163	16	4	-8.0	1	1	1	-5	1	Yemen	YM	YM	15.5	47.5	YM	0							1	United Arab Emirates	AE	AE	24	54	AE	20190620	https://www.middleeasteye.net/news/us-senators-vote-block-arms-sales-saudi-arabia
853782497	20190620	201906	2019	2019.4658	USALEG	THE US	USA					LEG			ARE	UNITED ARAB EMIRATES	ARE								1	163	163	16	4	-8.0	1	1	1	-5	1	United Arab Emirates	AE	AE	24	54	AE	1	Iran	IR	IR	32	53	IR	1	United Arab Emirates	AE	AE	24	54	AE	20190620	https://www.middleeasteye.net/news/us-senators-vote-block-arms-sales-saudi-arabia
853789586	20190620	201906	2019	2019.4658	ARE	DUBAI	ARE								CVL	CIVILIAN						CVL			1	130	130	13	3	-4.4	7	7	7	-7.24872706502755	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Goruk, Hormozgan, Iran	IR	IR11	26.5892	57.093	-3063675	1	Oman	MU	MU	21	57	MU	20190620	https://www.usatoday.com/story/news/politics/2019/06/20/us-retaliatory-strike-iran-appears-imminent-after-drone-downed/1511409001/
853789587	20190620	201906	2019	2019.4658	ARE	DUBAI	ARE								CVL	CIVILIAN						CVL			0	130	130	13	3	-4.4	2	2	2	-5.92547753564702	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190620	https://menafn.com/1098664391/Trump-says-youll-find-out-over-response-to-Iran-downing-of-US-drone
853789588	20190620	201906	2019	2019.4658	ARE	DUBAI	ARE								CVL	CIVILIAN						CVL			0	130	130	13	3	-4.4	1	1	1	-5.55555555555555	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Oman	MU	MU	21	57	MU	20190620	https://menafn.com/1098664391/Trump-says-youll-find-out-over-response-to-Iran-downing-of-US-drone
853791002	20190620	201906	2019	2019.4658	OMN	OMAN	OMN								CVL	CIVILIAN						CVL			0	130	130	13	3	-4.4	5	4	5	-5.65844102576162	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190620	https://menafn.com/1098664391/Trump-says-youll-find-out-over-response-to-Iran-downing-of-US-drone
853796094	20190620	201906	2019	2019.4658	ARE	DUBAI	ARE								CVL	CIVILIAN						CVL			0	130	130	13	3	-4.4	3	3	3	-5.30069536511389	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	1	Oman	MU	MU	21	57	MU	20190620	https://freebeacon.com/national-security/u-s-expected-to-strike-back-for-irans-downing-of-drone/
853796095	20190620	201906	2019	2019.4658	ARE	DUBAI	ARE								CVL	CIVILIAN						CVL			0	130	130	13	3	-4.4	1	1	1	-5.3948397185301	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190620	https://freebeacon.com/national-security/u-s-expected-to-strike-back-for-irans-downing-of-drone/
853800750	20190620	201906	2019	2019.4658	SAU	SAUDI ARABIA	SAU								JOR	JORDAN	JOR								1	163	163	16	4	-8.0	1	1	1	-4.93827160493827	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	1	United Arab Emirates	AE	AE	24	54	AE	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	20190620	https://www.dailysabah.com/defense/2019/06/20/us-senate-votes-to-block-saudi-arms-sales
853811960	20190620	201906	2019	2019.4658	LEG	SENATE						LEG			ARE	UNITED ARAB EMIRATES	ARE								0	163	163	16	4	-8.0	3	3	3	-4.2999223577858	1	Saudi Arabia	SA	SA	25	45	SA	1	United Arab Emirates	AE	AE	24	54	AE	1	Saudi Arabia	SA	SA	25	45	SA	20190620	https://www.perthnow.com.au/news/north-america/republicans-defy-trump-in-senate-to-reject-proposed-middle-east-arms-sales-ng-530c526152f267828c70322cb21a1c8c
853811984	20190620	201906	2019	2019.4658	LEG	SENATE						LEG			JOR	JORDAN	JOR								0	163	163	16	4	-8.0	3	3	3	-4.2999223577858	1	Saudi Arabia	SA	SA	25	45	SA	1	United Arab Emirates	AE	AE	24	54	AE	1	Saudi Arabia	SA	SA	25	45	SA	20190620	https://www.perthnow.com.au/news/north-america/republicans-defy-trump-in-senate-to-reject-proposed-middle-east-arms-sales-ng-530c526152f267828c70322cb21a1c8c
853826887	20190620	201906	2019	2019.4658	ARE	DUBAI	ARE								CVL	CIVILIAN						CVL			0	130	130	13	3	-4.4	2	2	2	-5.25362318840579	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190620	https://www.navytimes.com/news/2019/06/20/pentagon-issues-map-depicting-us-drone-shot-over-international-waters/
853827894	20190620	201906	2019	2019.4658	OMN	MUSCAT	OMN								CVL	CIVILIAN						CVL			0	130	130	13	3	-4.4	2	2	2	-5.25362318840579	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190620	https://www.navytimes.com/news/2019/06/20/pentagon-issues-map-depicting-us-drone-shot-over-international-waters/
853841907	20190620	201906	2019	2019.4658	OMN	MUSCAT	OMN								CVL	CIVILIAN						CVL			0	130	130	13	3	-4.4	1	1	1	-4.60992907801419	4	Goruk, Hormozgan, Iran	IR	IR11	26.5892	57.093	-3063675	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Goruk, Hormozgan, Iran	IR	IR11	26.5892	57.093	-3063675	20190620	https://time.com/5611310/trump-iran-drone-shot-down/
853842192	20190620	201906	2019	2019.4658	USA	WASHINGTON	USA								ARE	UNITED ARAB EMIRATES	ARE								1	163	163	16	4	-8.0	2	1	2	-5.65110565110565	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Arab Emirates	AE	AE	24	54	AE	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20190620	https://www.phillytrib.com/news/trump-s-arms-sales-to-gulf-allies-blocked-in-bipartisan/article_827c5ce7-3a81-5190-8941-51879562ed9b.html
