859172517	20190715	201907	2019	2019.5342	USA	UNITED STATES OF AMERICA	USA								IRN	IRAN	IRN								0	161	161	16	4	-4.0	2	1	2	-2.1630615640599	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	1	United States	US	US	39.828175	-98.5795	US	1	United States	US	US	39.828175	-98.5795	US	20190715	https://www.thespreadit.com/plane-grounded-iran-31893/
859214077	20190715	201907	2019	2019.5342	ARE	UNITED ARAB EMIRATES	ARE								QAT	QATAR	QAT								1	161	161	16	4	-4.0	8	4	8	-0.391735397904508	1	United Arab Emirates	AE	AE	24	54	AE	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	1	Egypt	EG	EG	27	30	EG	20190715	https://www.presstv.com/Detail/2019/07/15/600967/Qatar-opens-largest-naval-base
859214561	20190715	201907	2019	2019.5342	IRN	TEHRAN	IRN								FRA	FRANCE	FRA								1	163	163	16	4	-8.0	3	1	3	-2.62172284644195	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190715	http://www.swissinfo.ch/eng/with-iran-deal-teetering-on-brink--europeans-assess-next-steps/45096734
859214898	20190715	201907	2019	2019.5342	SAU	SAUDI	SAU								QAT	QATAR	QAT								1	161	161	16	4	-4.0	8	4	8	-0.391735397904508	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	1	Egypt	EG	EG	27	30	EG	1	United Arab Emirates	AE	AE	24	54	AE	20190715	https://www.presstv.com/Detail/2019/07/15/600967/Qatar-opens-largest-naval-base
859216999	20190715	201907	2019	2019.5342	JUD	COUNSEL						JUD													1	160	160	16	4	-4.0	4	1	4	-4.87804878048781	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20190715	https://www.aninews.in/news/national/general-news/agustawestland-case-court-notice-to-rajiv-saxena-as-ed-seeks-his-bail-cancellation20190715131338/
859217000	20190715	201907	2019	2019.5342	JUD	COUNSEL						JUD													1	160	160	16	4	-4.0	5	2	5	-4.90381312263827	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190715	https://www.aninews.in/news/national/general-news/agustawestland-case-court-notice-to-rajiv-saxena-as-ed-seeks-his-bail-cancellation20190715131338/
859229569	20190715	201907	2019	2019.5342	GOV	PRESIDENT						GOV			ARE	UNITED ARAB EMIRATES	ARE								1	160	160	16	4	-4.0	16	1	16	-4.1135263763001	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190715	https://www.dw.com/en/south-africas-zuma-blames-conspiracy-at-corruption-inquiry/a-49590849
859231556	20190715	201907	2019	2019.5342	AREGOV	DUBAI	ARE					GOV													1	130	130	13	3	-4.4	6	1	6	0	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190715	https://www.connectedtoindia.com/indian-consulate-in-dubai-issues-warning-about-fake-universities-5838.html
859231557	20190715	201907	2019	2019.5342	AREGOV	DUBAI	ARE					GOV			ARE	UNITED ARAB EMIRATES	ARE								1	130	130	13	3	-4.4	2	1	2	0	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190715	https://www.connectedtoindia.com/indian-consulate-in-dubai-issues-warning-about-fake-universities-5838.html
859236124	20190615	201906	2019	2019.4521											GOV	PRESIDENT						GOV			0	130	130	13	3	-4.4	2	1	2	-3.03454715219421	0							1	Jordan	JO	JO	31	36	JO	1	United Arab Emirates	AE	AE	24	54	AE	20190715	https://thehill.com/blogs/floor-action/scheduling/453026-this-week-house-dems-to-vote-to-hold-barr-ross-in-contempt
