854277692	20190623	201906	2019	2019.4740	IRQ	IRAQ	IRQ								IRN	IRAN	IRN								0	161	161	16	4	-4.0	2	1	2	-4.00552486187845	1	United Arab Emirates	AE	AE	24	54	AE	4	Karun, Al Basrah, Iraq	IZ	IZ02	30.4606	47.919	10168866	4	Karun, Al Basrah, Iraq	IZ	IZ02	30.4606	47.919	10168866	20190623	https://nationalinterest.org/blog/buzz/middle-east-chaos-all-hell-was-iran-iraq-war-63792
854285701	20190623	201906	2019	2019.4740	IRN	IRAN	IRN																		1	138	138	13	3	-7.0	8	4	8	-6.02338914358033	1	United Arab Emirates	AE	AE	24	54	AE	0							1	United Arab Emirates	AE	AE	24	54	AE	20190623	http://www.spacewar.com/afp/190623002010.wrkx54dc.html
854286882	20190623	201906	2019	2019.4740	BUS	AIRLINE						BUS			GOV	ADMINISTRATION						GOV			0	130	130	13	3	-4.4	2	1	2	-3.86155606407323	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Gulf Of Oman, Iran (general), Iran	IR	IR00	25.4489	57.7939	-3077385	4	Gulf Of Oman, Iran (general), Iran	IR	IR00	25.4489	57.7939	-3077385	20190623	https://koaa.com/ap-national-news/2019/06/22/the-latest-dutch-klm-also-to-avoid-area-of-iran-shootdown/
854291516	20190623	201906	2019	2019.4740	IRN	IRAN	IRN								MIL	MILITARY						MIL			1	1384	138	13	3	-7.0	1	1	1	-3.51201478743068	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	20190623	https://www.middletownpress.com/news/world/article/The-Latest-UK-official-to-visit-Iran-hoping-to-14030141.php
854291652	20190623	201906	2019	2019.4740	MIL	MILITARY						MIL													1	1384	138	13	3	-7.0	3	1	3	-3.51201478743068	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190623	https://www.middletownpress.com/news/world/article/The-Latest-UK-official-to-visit-Iran-hoping-to-14030141.php
854291816	20190623	201906	2019	2019.4740	PGS	PERSIAN GULF	PGS								MIL	MILITARY						MIL			1	130	130	13	3	-4.4	1	1	1	-3.51201478743068	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	20190623	https://www.middletownpress.com/news/world/article/The-Latest-UK-official-to-visit-Iran-hoping-to-14030141.php
854297120	20190623	201906	2019	2019.4740	COP	SECURITY OFFICER						COP													0	160	160	16	4	-4.0	20	2	20	-6.2582353379907	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	0							4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	20190623	https://www.khaleejtimes.com/news/crime-and-courts/banker-steals-dh600-million-in-uae-caught-on-plane-1
854299896	20190623	201906	2019	2019.4740	IRN	IRAN	IRN								BGD	BANGLADESH	BGD								1	138	138	13	3	-7.0	2	1	2	-5.58312655086849	1	United Arab Emirates	AE	AE	24	54	AE	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Arab Emirates	AE	AE	24	54	AE	20190623	http://www.bssnews.net/?p=230340
854302150	20190623	201906	2019	2019.4740	ARE	UNITED ARAB EMIRATES	ARE								PAK	PAKISTAN	PAK								1	160	160	16	4	-4.0	8	1	8	-1.15236875800256	4	Ajman, Ajman, United Arab Emirates	AE	AE02	25.4069	55.4441	-782102	4	Islamabad, Islamabad, Pakistan	PK	PK08	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	33.7	73.1667	-2762812	20190623	https://tribune.com.pk/story/1998322/2-govts-foreign-borrowing-soars-9-5b-11-months/
854327278	20190623	201906	2019	2019.4740	IRN	IRANIAN	IRN																		1	138	138	13	3	-7.0	32	4	32	-5.89759318352275	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190623	http://westchester.news12.com/story/40694526/iranian-general-warns-us-against-uncontrollable-scope-of-war
