854327296	20190623	201906	2019	2019.4740	IRN	TEHRAN	IRN								MILMIL	COMMANDER						MIL	MIL		1	130	130	13	3	-4.4	6	3	6	-5.88940230448267	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190623	http://westchester.news12.com/story/40694526/iranian-general-warns-us-against-uncontrollable-scope-of-war
854339783	20190623	201906	2019	2019.4740	ARE	UNITED ARAB EMIRATES	ARE								MIL	MILITARY						MIL			1	130	130	13	3	-4.4	6	1	6	-4.03138528138528	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190623	http://m.jamaicaobserver.com/news/trump-says-still-considering-military-action_168174?profile=1338&template=MobileArticle
854339784	20190623	201906	2019	2019.4740	ARE	UNITED ARAB EMIRATES	ARE								MIL	MILITARY						MIL			1	1384	138	13	3	-7.0	4	1	4	-4.03138528138528	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190623	http://m.jamaicaobserver.com/news/trump-says-still-considering-military-action_168174?profile=1338&template=MobileArticle
854339785	20190623	201906	2019	2019.4740	ARE	UNITED ARAB EMIRATES	ARE								MIL	MILITARY						MIL			1	1384	138	13	3	-7.0	4	1	4	-4.03138528138528	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	1	Iran	IR	IR	32	53	IR	1	Iran	IR	IR	32	53	IR	20190623	http://m.jamaicaobserver.com/news/trump-says-still-considering-military-action_168174?profile=1338&template=MobileArticle
854340311	20190623	201906	2019	2019.4740	MIL	MILITARY						MIL			ARE	DUBAI	ARE								1	130	130	13	3	-4.4	6	1	6	-3.89610389610389	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190623	http://m.jamaicaobserver.com/news/trump-says-still-considering-military-action_168174?profile=1338&template=MobileArticle
854340318	20190623	201906	2019	2019.4740	MIL	MILITARY						MIL			IRN	IRAN	IRN								1	130	130	13	3	-4.4	6	1	6	-3.89610389610389	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	1	Iran	IR	IR	32	53	IR	1	Iran	IR	IR	32	53	IR	20190623	http://m.jamaicaobserver.com/news/trump-says-still-considering-military-action_168174?profile=1338&template=MobileArticle
854342640	20190623	201906	2019	2019.4740											IRN	IRAN	IRN								1	130	130	13	3	-4.4	56	5	56	-5.06955260085444	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190623	http://connecticut.news12.com/story/40694526/bolton-warns-iran-not-to-mistake-us-prudence-for-weakness
854355326	20190623	201906	2019	2019.4740	IRN	IRANIAN	IRN																		1	138	138	13	3	-7.0	1	1	1	-4.97512437810946	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190623	https://www.tristatehomepage.com/news/iranian-general-warns-us-against-uncontrollable-scope-of-war/2093839226
854377964	20190623	201906	2019	2019.4740	ARE	DUBAI	ARE																		0	160	160	16	4	-4.0	3	1	3	-3.11958405545927	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190623	https://gulfnews.com/uae/plane-that-crashed-in-dubai-did-not-maintain-minimum-safe-distance-1.64791462
854389107	20190623	201906	2019	2019.4740	GOV	PRESIDENT						GOV			IRN	IRAN	IRN								1	163	163	16	4	-8.0	2	1	2	-1.85873605947956	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20190623	https://time.com/5612871/trump-iran-sanctions-airstrikes/
854398291	20190623	201906	2019	2019.4740	USA	CONNECTICUT	USA								IRN	IRAN	IRN								1	130	130	13	3	-4.4	4	1	4	-5.21978021978022	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190623	https://www.theday.com/nationworld-news/20190623/bolton-warns-iran-not-to-mistake-us-prudence-for-weakness
854398292	20190623	201906	2019	2019.4740	USA	CONNECTICUT	USA								IRN	IRAN	IRN								1	130	130	13	3	-4.4	2	1	2	-5.21978021978022	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	20190623	https://www.theday.com/nationworld-news/20190623/bolton-warns-iran-not-to-mistake-us-prudence-for-weakness
854398293	20190623	201906	2019	2019.4740	USA	UNITED STATES	USA								IRN	IRAN	IRN								1	130	130	13	3	-4.4	2	1	2	-5.21978021978022	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	20190623	https://www.theday.com/nationworld-news/20190623/bolton-warns-iran-not-to-mistake-us-prudence-for-weakness
854401876	20190623	201906	2019	2019.4740	ARE	DUBAI	ARE								MIL	MILITARY						MIL			1	130	130	13	3	-4.4	8	1	8	-4.16666666666667	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	1	Iran	IR	IR	32	53	IR	1	Iran	IR	IR	32	53	IR	20190623	http://www.jamaicaobserver.com/news/trump-says-still-considering-military-action_168174?profile=1470
854411971	20190623	201906	2019	2019.4740											IRN	IRAN	IRN								1	163	163	16	4	-8.0	1	1	1	-4.29715950473415	0							1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20190623	https://www.marketscreener.com/news/U-S-Plans-New-Iran-Sanctions-as-Europe-Tries-to-Defuse-Tensions-Update--28800189/
854412444	20190623	201906	2019	2019.4740	ISR	JERUSALEM	ISR								GOVMIL	NATIONAL SECURITY ADVISER						GOV	MIL		0	130	130	13	3	-4.4	44	13	44	-4.02471224374281	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Jerusalem, Israel (general), Israel	IS	IS00	31.7667	35.2333	-797092	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	20190623	https://www.thetelegraph.com/news/article/In-Mideast-Pompeo-seeks-a-global-coalition-14031858.php
854412447	20190623	201906	2019	2019.4740	ISR	JERUSALEM	ISR								IRN	IRAN	IRN								0	130	130	13	3	-4.4	9	9	9	-4.09238997090362	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Jerusalem, Israel (general), Israel	IS	IS00	31.7667	35.2333	-797092	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	20190623	https://www.wthr.com/article/mideast-pompeo-seeks-global-coalition-against-iran
854412450	20190623	201906	2019	2019.4740	ISR	JERUSALEM	ISR								IRNGOVMIL	IRAN	IRN					GOV	MIL		0	130	130	13	3	-4.4	4	4	4	-3.87243735763098	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Jerusalem, Israel (general), Israel	IS	IS00	31.7667	35.2333	-797092	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190623	https://www.thetelegraph.com/news/article/In-Mideast-Pompeo-seeks-a-global-coalition-14031858.php
854412451	20190623	201906	2019	2019.4740	ISR	JERUSALEM	ISR								IRNGOVMIL	IRAN	IRN					GOV	MIL		0	130	130	13	3	-4.4	9	9	9	-4.09238997090362	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Jerusalem, Israel (general), Israel	IS	IS00	31.7667	35.2333	-797092	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	20190623	https://www.wthr.com/article/mideast-pompeo-seeks-global-coalition-against-iran
854413815	20190623	201906	2019	2019.4740	ISR	JERUSALEM	ISR								GOVMIL	NATIONAL SECURITY ADVISER						GOV	MIL		0	130	130	13	3	-4.4	6	1	6	-4.05244338498212	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190623	https://www.washingtonpost.com/world/national-security/in-mideast-pompeo-seeks-a-global-coalition-against-iran/2019/06/23/0502aee6-9605-11e9-9a16-dc551ea5a43b_story.html
854415094	20190623	201906	2019	2019.4740	GOV	PRESIDENT						GOV			IRN	IRAN	IRN								1	130	130	13	3	-4.4	1	1	1	-3.6231884057971	1	United Arab Emirates	AE	AE	24	54	AE	4	Gulf Of Oman, Iran (general), Iran	IR	IR00	25.4489	57.7939	-3077385	4	Gulf Of Oman, Iran (general), Iran	IR	IR00	25.4489	57.7939	-3077385	20190623	https://www.bostonglobe.com/news/nation/2019/06/23/new-sanctions-coming-iran-but-trump-would-happy-talk/SzI0KkxBfXeGREKKY9bOGO/story.html
854415095	20190623	201906	2019	2019.4740	GOV	PRESIDENT						GOV			IRN	IRAN	IRN								1	130	130	13	3	-4.4	3	1	3	-3.6231884057971	1	United Arab Emirates	AE	AE	24	54	AE	4	Gulf Of Oman, Iran (general), Iran	IR	IR00	25.4489	57.7939	-3077385	1	United Arab Emirates	AE	AE	24	54	AE	20190623	https://www.bostonglobe.com/news/nation/2019/06/23/new-sanctions-coming-iran-but-trump-would-happy-talk/SzI0KkxBfXeGREKKY9bOGO/story.html
