847878621	20190526	201905	2019	2019.4000	SAU	SAUDI ARABIA	SAU								IRN	IRAN	IRN								1	130	130	13	3	-4.4	1	1	1	-9.06666666666667	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	1	Saudi Arabia	SA	SA	25	45	SA	1	Saudi Arabia	SA	SA	25	45	SA	20190526	https://dunyanews.tv/en/Pakistan/493225-Pakistan-PM-warns-against-war-in-region-amid-Iran-tensions
847902480	20190526	201905	2019	2019.4000	IRN	IRAN	IRN																		1	130	130	13	3	-4.4	2	1	2	-3.19634703196347	1	United Arab Emirates	AE	AE	24	54	AE	0							1	Saudi Arabia	SA	SA	25	45	SA	20190526	https://www.globalsecurity.org/wmd/library/news/iran/2019/iran-190525-rferl01.htm
847915207	20190526	201905	2019	2019.4000											RUS	RUSSIA	RUS								0	130	130	13	3	-4.4	4	1	4	-5.53398058252428	0							4	Khaleej Times, Dubayy, United Arab Emirates	AE	AE03	25.1723	55.2444	11414110	4	Khaleej Times, Dubayy, United Arab Emirates	AE	AE03	25.1723	55.2444	11414110	20190526	https://www.sde.co.ke/article/2001327189/cannibalism-this-rapper-killed-ate-his-girlfriend-s-lung/
847917541	20190526	201905	2019	2019.4000	MNC	EXXON						MNC			IRQ	IRAQI	IRQ								1	160	160	16	4	-4.0	2	1	2	-2.45700245700246	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Baghdad, Baghdad, Iraq	IZ	IZ07	33.3386	44.3939	-3103581	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190526	http://kdhnews.com/business/exxonmobil-employees-evacuating-oil-field-in-southern-iraq/article_5db648b9-6a50-5b4f-a09c-5050c9d948c5.html
847923539	20190525	201905	2019	2019.3973	MNCUSA	EXXON MOBIL	USA					MNC			IRQ	IRAQ	IRQ								1	160	160	16	4	-4.0	7	1	7	-1.81818181818182	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	1	Iraq	IZ	IZ	33	44	IZ	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190526	https://www.newsofbahrain.com/world/53412.html
847924228	20190526	201905	2019	2019.4000	MNCUSA	EXXON MOBIL	USA					MNC			IRQ	IRAQ	IRQ								1	160	160	16	4	-4.0	3	1	3	-1.81818181818182	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	1	Iraq	IZ	IZ	33	44	IZ	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190526	https://www.newsofbahrain.com/world/53412.html
847932226	20190526	201905	2019	2019.4000	PSE	PALESTINIAN	PSE																		0	160	160	16	4	-4.0	1	1	1	2.92397660818713	1	United Arab Emirates	AE	AE	24	54	AE	0							4	Manama, Al Manamah, Bahrain	BA	BA02	26.2361	50.5831	-784833	20190526	http://www.riyadhvision.com.sa/2019/05/26/palestinian-chief-negotiator-urges-arabs-to-reconsider-attending-bahrain-workshop/
847949876	20190526	201905	2019	2019.4000	GOV	SECRETARY OF STATE						GOV			ARE	UNITED ARAB EMIRATES	ARE								0	138	138	13	3	-7.0	66	11	66	-3.38983050847458	1	Saudi Arabia	SA	SA	25	45	SA	1	United Arab Emirates	AE	AE	24	54	AE	1	Saudi Arabia	SA	SA	25	45	SA	20190526	https://www.floridastatesman.com/news/261205370/zarif-calls-for-improved-ties-with-gulf-neighbors-amid-us-tensions
847960552	20190526	201905	2019	2019.4000	MNCUSA	EXXON MOBIL	USA					MNC			ARE	UNITED ARAB EMIRATES	ARE								1	160	160	16	4	-4.0	1	1	1	-5.48387096774194	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Baghdad, Baghdad, Iraq	IZ	IZ07	33.3386	44.3939	-3103581	20190526	https://m.aawsat.com/english/home/article/1740231/iraq-oil-revenues-set-record-high-april
847960553	20190526	201905	2019	2019.4000	MNCUSA	EXXON MOBIL	USA					MNC			ARE	UNITED ARAB EMIRATES	ARE								1	160	160	16	4	-4.0	1	1	1	-5.48387096774194	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	20190526	https://m.aawsat.com/english/home/article/1740231/iraq-oil-revenues-set-record-high-april
847960790	20190526	201905	2019	2019.4000	USA	THE US	USA								MOSSHIUAF	SHIITE				MOS	SHI	UAF			1	161	161	16	4	-4.0	6	1	6	-5.48387096774194	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Baghdad, Baghdad, Iraq	IZ	IZ07	33.3386	44.3939	-3103581	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	20190526	https://m.aawsat.com/english/home/article/1740231/iraq-oil-revenues-set-record-high-april
847960791	20190526	201905	2019	2019.4000	USA	THE US	USA								MOSSHIUAF	SHIITE				MOS	SHI	UAF			1	161	161	16	4	-4.0	1	1	1	-5.48387096774194	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	20190526	https://m.aawsat.com/english/home/article/1740231/iraq-oil-revenues-set-record-high-april
847961629	20190526	201905	2019	2019.4000	ARE	UNITED ARAB EMIRATES	ARE								EGY	EGYPTIAN	EGY								0	163	163	16	4	-8.0	2	1	2	-3.78151260504202	1	United Arab Emirates	AE	AE	24	54	AE	4	Cairo, Al Qahirah, Egypt	EG	EG11	30.05	31.25	-290692	4	Cairo, Al Qahirah, Egypt	EG	EG11	30.05	31.25	-290692	20190526	http://www.egypttoday.com/Article/3/70850/Saudi-Arabia-lifts-ban-on-Egyptian-onion
847962306	20190526	201905	2019	2019.4000	JOR	JORDAN	JOR								EGY	EGYPT	EGY								0	163	163	16	4	-8.0	1	1	1	-3.78151260504202	1	United Arab Emirates	AE	AE	24	54	AE	4	Cairo, Al Qahirah, Egypt	EG	EG11	30.05	31.25	-290692	1	Jordan	JO	JO	31	36	JO	20190526	http://www.egypttoday.com/Article/3/70850/Saudi-Arabia-lifts-ban-on-Egyptian-onion
847966184	20190526	201905	2019	2019.4000	MILGOV	ARMY						MIL	GOV		OPP	PROTESTER						OPP			0	130	130	13	3	-4.4	2	1	2	-3.98724082934609	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20190526	https://news.yahoo.com/sudans-top-opposition-rejects-strike-call-protest-rift-005922631.html
847967848	20190526	201905	2019	2019.4000	IRN	IRAN	IRN								IRNGOV	IRAN	IRN					GOV			1	130	130	13	3	-4.4	2	1	2	-2.75387263339071	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	20190526	https://www.reuters.com/article/us-usa-iran/us-troop-move-to-middle-east-dangerous-for-international-peace-irans-zarif-idUSKCN1SV03Q
847969138	20190526	201905	2019	2019.4000	BUS	COMPANY						BUS													1	160	160	16	4	-4.0	10	1	10	-3.55029585798817	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	0							4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	20190526	https://gulfnews.com/uae/abu-dhabi-dialysis-patients-condition-worsens-as-gratuity-is-delayed-1.64112149
847975387	20190526	201905	2019	2019.4000											BUS	COMPANIES						BUS			1	130	130	13	3	-4.4	10	1	10	-2.80898876404495	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190526	https://gulfnews.com/business/markets/uaes-sca-warns-against-forged-licenses-by-financial-firms-1.64202434
847995703	20190526	201905	2019	2019.4000	IRN	IRAN	IRN								ARE	UNITED ARAB EMIRATES	ARE								0	163	163	16	4	-8.0	2	1	2	-1.69312169312169	1	Iran	IR	IR	32	53	IR	1	United Arab Emirates	AE	AE	24	54	AE	1	Saudi Arabia	SA	SA	25	45	SA	20190526	https://www.rawstory.com/2019/05/outrage-after-trump-uses-loophole-to-send-us-bombs-to-saudis-this-isnt-how-democracy-works/
848005672	20190526	201905	2019	2019.4000	COPGOV	DEPUTY						COP	GOV		ARE	UNITED ARAB EMIRATES	ARE								1	160	160	16	4	-4.0	6	1	6	-3.27552986512524	4	Naivasha, Rift Valley, Kenya	KE	KE08	-0.716667	36.4359	-2258110	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Naivasha, Rift Valley, Kenya	KE	KE08	-0.716667	36.4359	-2258110	20190526	https://www.standardmedia.co.ke/article/2001327257/dp-ruto-gold-scam-will-strain-diplomatic-relations-with-uae
848007575	20190526	201905	2019	2019.4000	MILGOV	ARMY						MIL	GOV		OPP	PROTESTER						OPP			0	130	130	13	3	-4.4	4	1	4	-3.51906158357771	4	Cairo, Al Qahirah, Egypt	EG	EG11	30.05	31.25	-290692	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20190526	http://jordantimes.com/news/region/sudans-top-opposition-rejects-strike-call-protest-rift
848010388	20190526	201905	2019	2019.4000	SAU	SAUDI ARABIA	SAU								GOV	KINGDOM						GOV			1	138	138	13	3	-7.0	1	1	1	-6.88172043010753	1	United Arab Emirates	AE	AE	24	54	AE	1	Yemen	YM	YM	15.5	47.5	YM	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	20190526	https://www.aljazeera.com/news/2019/05/saudi-king-invites-qatar-emir-gcc-summit-mecca-190526203906436.html
