809142877	20181211	201812	2018	2018.9342	MED	PUBLICATION						MED													1	130	130	13	3	-4.4	5	1	5	-1.36116152450091	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181211	https://www.khaleejtimes.com/news/uae-health/Dh200000-fine-/for-/making-these-posts-online-in-UAE-
809161149	20181210	201812	2018	2018.9315	MED	MEDIA						MED			NGA	NIGERIA	NGA								1	130	130	13	3	-4.4	2	1	2	-6.29032258064516	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181211	http://thenationonlineng.net/secondus-alleges-plots-arrest-atiku-obi-saraki-dogara-2/
