813018217	20181229	201812	2018	2018.9836	ARE	DUBAI	ARE								AFR	AFRICA	AFR								1	1384	138	13	3	-7.0	10	1	10	-1.0989010989011	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	1	China	CH	CH	35	105	CH	4	Red Sea, Djibouti (general), Djibouti	DJ	DJ00	19	39.5	-2037160	20181229	https://menafn.com/1097897120/UAE-has-an-active-role-in-Horn-of-Africa-peacemaking
813092187	20181229	201812	2018	2018.9836	ARE	DUBAI	ARE																		1	130	130	13	3	-4.4	10	1	10	3.37209302325582	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181229	https://www.dailymail.co.uk/tvshowbiz/article-6538261/Ferne-McCann-flaunts-washboard-abs-black-fringed-ords-night-Dubai.html
