866530935	20190818	201908	2019	2019.6247	MIL	MILITARY SPOKESMAN						MIL			YEM	YEMEN	YEM								1	130	130	13	3	-4.4	3	2	3	-6.71985038759249	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	20190818	https://uk.news.yahoo.com/yemens-houthis-hit-saudi-arabias-084316423.html
866530936	20190818	201908	2019	2019.6247	MIL	MILITARY SPOKESMAN						MIL			YEM	YEMEN	YEM								1	130	130	13	3	-4.4	3	2	3	-6.71985038759249	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	20190818	https://uk.news.yahoo.com/yemens-houthis-hit-saudi-arabias-084316423.html
866580314	20190818	201908	2019	2019.6247											ARE	EMIRATI	ARE								1	130	130	13	3	-4.4	5	1	5	1.62790697674418	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190818	https://www.khaleejtimes.com/news/general/jobs-offering-up-to-dh20000-salary-in-uae
866580588	20190818	201908	2019	2019.6247	EGY	NASSER	EGY								ARE	EMIRATI	ARE								1	130	130	13	3	-4.4	5	1	5	1.62790697674418	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190818	https://www.khaleejtimes.com/news/general/jobs-offering-up-to-dh20000-salary-in-uae
866583890	20190818	201908	2019	2019.6247	SAU	SAUDI ARABIA	SAU																		1	161	161	16	4	-4.0	10	1	10	-5.22648083623694	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190818	https://finance.yahoo.com/news/qatari-stocks-break-losing-streak-082613756.html
866592561	20190818	201908	2019	2019.6247	ARE	DUBAI	ARE								ARECOP	UNITED ARAB EMIRATES	ARE					COP			1	130	130	13	3	-4.4	2	1	2	0.17761989342806	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190818	https://gulfnews.com/uae/government/dubai-police-issues-fresh-warning-dont-fall-for-fake-prizes-and-online-scams-1.1566115671807
866592563	20190818	201908	2019	2019.6247	ARE	DUBAI	ARE								CVL	RESIDENTS						CVL			1	130	130	13	3	-4.4	4	1	4	0.17761989342806	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190818	https://gulfnews.com/uae/government/dubai-police-issues-fresh-warning-dont-fall-for-fake-prizes-and-online-scams-1.1566115671807
866592571	20190818	201908	2019	2019.6247	ARECOP	DUBAI	ARE					COP													1	130	130	13	3	-4.4	6	1	6	0.17761989342806	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190818	https://gulfnews.com/uae/government/dubai-police-issues-fresh-warning-dont-fall-for-fake-prizes-and-online-scams-1.1566115671807
866592573	20190818	201908	2019	2019.6247	ARECOP	DUBAI	ARE					COP			CVL	RESIDENTS						CVL			1	130	130	13	3	-4.4	6	1	6	0.17761989342806	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190818	https://gulfnews.com/uae/government/dubai-police-issues-fresh-warning-dont-fall-for-fake-prizes-and-online-scams-1.1566115671807
866598556	20190818	201908	2019	2019.6247	SAU	SAUDI	SAU								GOV	KINGDOM						GOV			1	160	160	16	4	-4.0	5	1	5	0.7843137254902	1	Saudi Arabia	SA	SA	25	45	SA	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190818	http://www.abudhabicityguide.com/news/news-details.asp?newsid=27129
866601730	20190818	201908	2019	2019.6247	LAB	WORKER						LAB			GBR	LIVERPOOL	GBR								1	160	160	16	4	-4.0	10	1	10	-0.37593984962406	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190818	https://www.liverpoolecho.co.uk/news/liverpool-news/giants-crane-helps-transform-liverpool-16774150
866609415	20190818	201908	2019	2019.6247	SAU	SAUDI ARABIA	SAU								ARE	UNITED ARAB EMIRATES	ARE								1	160	160	16	4	-4.0	27	8	27	2.67529396329258	1	Saudi Arabia	SA	SA	25	45	SA	1	United Arab Emirates	AE	AE	24	54	AE	1	Saudi Arabia	SA	SA	25	45	SA	20190818	https://www.france24.com/en/20190818-iran-s-zarif-wishes-kuwait-s-ruler-speedy-recovery
866649298	20190818	201908	2019	2019.6247	SAU	SAUDI ARABIA	SAU								ARE	UNITED ARAB EMIRATES	ARE								1	160	160	16	4	-4.0	3	1	3	3.03030303030303	1	Saudi Arabia	SA	SA	25	45	SA	4	Emiri Diwan, Al Fujayrah, United Arab Emirates	AE	AE04	25.1243	56.3339	10984440	1	Saudi Arabia	SA	SA	25	45	SA	20190818	https://www.middleeasteye.net/news/kuwait-says-emir-has-recovered-setback
