778175317	20180809	201808	2018	2018.6000	SAU	SAUDI ARABIA	SAU																		1	138	138	13	3	-7.0	2	1	2	-3.42465753424657	1	United Arab Emirates	AE	AE	24	54	AE	0							4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	20180809	https://www.businessinsider.com/justin-trudeau-responds-saudi-arabia-fight-human-rights-2018-8
778175318	20180809	201808	2018	2018.6000	SAU	SAUDI ARABIA	SAU																		1	138	138	13	3	-7.0	2	1	2	-3.42465753424657	1	United Arab Emirates	AE	AE	24	54	AE	0							1	United Arab Emirates	AE	AE	24	54	AE	20180809	https://www.businessinsider.com/justin-trudeau-responds-saudi-arabia-fight-human-rights-2018-8
778311914	20180809	201808	2018	2018.6000											ARE	UNITED ARAB EMIRATES	ARE								0	1383	138	13	3	-7.0	2	1	2	-5.84507042253521	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20180809	https://gulfnews.com/news/uae/general/in-flight-drinking-could-land-you-in-jail-1.1354977
