795739043	20181019	201810	2018	2018.7918	EDUGOV	UNIVERSITY						EDU	GOV												1	130	130	13	3	-4.4	6	2	6	1.55195681511471	1	United Arab Emirates	AE	AE	24	54	AE	0							1	United Arab Emirates	AE	AE	24	54	AE	20181019	http://www.dailycamera.com/science_environment/ci_32216617/cu-boulder-lasp-70-year-journey-space-physics-nasa
795739044	20181019	201810	2018	2018.7918	EDUGOV	UNIVERSITY						EDU	GOV		EDU	UNIVERSITY						EDU			1	130	130	13	3	-4.4	6	2	6	1.55195681511471	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20181019	http://www.dailycamera.com/science_environment/ci_32216617/cu-boulder-lasp-70-year-journey-space-physics-nasa
795872302	20181019	201810	2018	2018.7918	ARE	UNITED ARAB EMIRATES	ARE																		1	130	130	13	3	-4.4	12	1	12	-4.82696023712337	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181019	https://gulfnews.com/news/offbeat/heartwrenching-tale-of-a-grieving-mother-1.2291486
795902930	20181019	201810	2018	2018.7918	ARE	UNITED ARAB EMIRATES	ARE								MED	JOURNALIST						MED			1	130	130	13	3	-4.4	2	1	2	-13.2352941176471	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20181019	https://www.hindustantimes.com/world-news/uae-warns-against-destabilising-saudi-over-khashoggi/story-Av6mZFM4c08UdaNF7jDqpJ.html
795902931	20181019	201810	2018	2018.7918	ARE	UNITED ARAB EMIRATES	ARE								MED	JOURNALIST						MED			1	130	130	13	3	-4.4	6	1	6	-13.2352941176471	1	United Arab Emirates	AE	AE	24	54	AE	1	Saudi Arabia	SA	SA	25	45	SA	1	United Arab Emirates	AE	AE	24	54	AE	20181019	https://www.hindustantimes.com/world-news/uae-warns-against-destabilising-saudi-over-khashoggi/story-Av6mZFM4c08UdaNF7jDqpJ.html
795902932	20181019	201810	2018	2018.7918	ARE	UNITED ARAB EMIRATES	ARE								SAUMED	SAUDI ARABIA	SAU					MED			1	130	130	13	3	-4.4	2	1	2	-13.2352941176471	1	United Arab Emirates	AE	AE	24	54	AE	1	Saudi Arabia	SA	SA	25	45	SA	1	United Arab Emirates	AE	AE	24	54	AE	20181019	https://www.hindustantimes.com/world-news/uae-warns-against-destabilising-saudi-over-khashoggi/story-Av6mZFM4c08UdaNF7jDqpJ.html
795906970	20181019	201810	2018	2018.7918	GOV	KING						GOV			SAUGOV	SAUDI ARABIA	SAU					GOV			0	138	138	13	3	-7.0	2	1	2	-2.43902439024391	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181019	https://www.huffingtonpost.com/entry/jamal-khashoggi-saudi-king-checks-crown-prince_us_5bc9df6ee4b0d38b587762b3
795914494	20181019	201810	2018	2018.7918	SAU	SAUDI	SAU																		0	130	130	13	3	-4.4	1	1	1	-2.69938650306749	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181019	https://ewn.co.za/2018/10/19/turkey-widens-khashoggi-search-denies-giving-us-tapes
795957186	20181019	201810	2018	2018.7918	CVL	RESIDENTS						CVL													1	130	130	13	3	-4.4	10	1	10	-1.35135135135135	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181019	http://tag911.ae/dubai-police-remind-resident-to-be-wary-of-scams/
795985837	20181019	201810	2018	2018.7918											SAU	SAUDI ARABIA	SAU								1	130	130	13	3	-4.4	2	1	2	-6.13026819923372	0							4	Makkah, Makkah, Saudi Arabia	SA	SA14	21.4267	39.8261	-3096949	4	Grand Mosque, Dubayy, United Arab Emirates	AE	AE03	25.2644	55.2969	11427565	20181019	http://gulftoday.ae/portal/b51930ca-c8d9-4a5a-bd0b-ce0b7aacea98.aspx
