812414438	20181226	201812	2018	2018.9753	ARE	ABU DHABI	ARE								OMN	OMAN	OMN								1	130	130	13	3	-4.4	10	1	10	-2.35294117647059	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	1	Oman	MU	MU	21	57	MU	1	Oman	MU	MU	21	57	MU	20181226	https://dubaiinformer.com/479476/offshore-wind-and-waves-warning-2/
812485666	20181226	201812	2018	2018.9753	GBR	UNITED KINGDOM	GBR																		1	1384	138	13	3	-7.0	4	1	4	-0.35335689045936	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181226	https://www.eadt.co.uk/news/gangster-movie-plans-for-west-suffolk-by-ohio-valley-wrestling-businessman-simon-der-wolf-1-5831375
