844790591	20190506	201905	2019	2019.3452											IRN	IRAN	IRN								1	130	130	13	3	-4.4	6	3	6	-7.43405275779376	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190513	http://www.chicagotribune.com/sns-bc-ml--emirates-20190513-story.html
844791241	20190513	201905	2019	2019.3644	GOV	FOREIGN MINIST						GOV			ARE	UNITED ARAB EMIRATES	ARE								1	130	130	13	3	-4.4	1	1	1	-10.2484472049689	1	United States	US	US	39.828175	-98.5795	US	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	1	United States	US	US	39.828175	-98.5795	US	20190513	https://www.business-standard.com/article/economy-policy/saudi-arabia-says-2-oil-tankers-damaged-by-sabotage-attacks-near-uae-waters-119051300149_1.html
844791826	20190513	201905	2019	2019.3644	SAUGOV	SAUDI ARABIA	SAU					GOV			ARE	UNITED ARAB EMIRATES	ARE								1	130	130	13	3	-4.4	18	2	18	-8.16886492731299	1	Saudi Arabia	SA	SA	25	45	SA	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	1	Saudi Arabia	SA	SA	25	45	SA	20190513	https://www.dw.com/en/saudi-arabia-oil-tankers-damaged-in-sabotage-attack/a-48712009
844792769	20190513	201905	2019	2019.3644											ARE	UNITED ARAB EMIRATES	ARE								1	130	130	13	3	-4.4	445	51	433	-6.31357642884218	0							4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	20190513	https://news.yahoo.com/two-saudi-tankers-damaged-sabotage-attack-off-uae-045137533.html
844795205	20190513	201905	2019	2019.3644	ARE	UNITED ARAB EMIRATES	ARE								GOV	ADMINISTRATION						GOV			1	130	130	13	3	-4.4	4	2	4	-5.64836620547542	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	1	Iran	IR	IR	32	53	IR	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	20190513	https://www.ksl.com/article/46550343/here-is-the-latest-news-from-the-associated-press-at-1140-pm-edt
844795611	20190513	201905	2019	2019.3644	GOV	ADMINISTRATION						GOV													1	130	130	13	3	-4.4	1	1	1	-4.65116279069767	1	Iran	IR	IR	32	53	IR	0							4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	20190513	https://www.ksl.com/article/46550343/here-is-the-latest-news-from-the-associated-press-at-1140-pm-edt
844795617	20190513	201905	2019	2019.3644	GOV	ADMINISTRATION						GOV			ARE	UNITED ARAB EMIRATES	ARE								1	130	130	13	3	-4.4	4	2	4	-5.64836620547542	1	Iran	IR	IR	32	53	IR	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	20190513	https://www.ksl.com/article/46550343/here-is-the-latest-news-from-the-associated-press-at-1140-pm-edt
844795620	20190513	201905	2019	2019.3644	GOV	ADMINISTRATION						GOV			BUS	OIL TANKER						BUS			0	130	130	13	3	-4.4	100	7	100	-6.34016424613666	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	20190513	https://news.yahoo.com/1-saudi-arabia-says-two-050514841.html
844795643	20190513	201905	2019	2019.3644	GOV	ADMINISTRATION						GOV			IRN	IRAN	IRN								0	130	130	13	3	-4.4	70	33	70	-6.49460355933097	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Gulf Of Oman, Iran (general), Iran	IR	IR00	25.4489	57.7939	-3077385	4	Gulf Of Oman, Iran (general), Iran	IR	IR00	25.4489	57.7939	-3077385	20190513	https://www.ynetnews.com/articles/0,7340,L-5508152,00.html
844795644	20190513	201905	2019	2019.3644	GOV	ADMINISTRATION						GOV			IRN	IRAN	IRN								0	130	130	13	3	-4.4	4	2	4	-6.48614253393665	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	20190513	https://www.ynetnews.com/articles/0,7340,L-5508152,00.html
844795663	20190513	201905	2019	2019.3644	GOV	ADMINISTRATION						GOV			OMN	OMAN	OMN								1	130	130	13	3	-4.4	1	1	1	-4.65116279069767	2	California, United States	US	USCA	36.17	-119.746	CA	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	1	Iran	IR	IR	32	53	IR	20190513	https://www.ksl.com/article/46550343/here-is-the-latest-news-from-the-associated-press-at-1140-pm-edt
844795664	20190513	201905	2019	2019.3644	GOV	ADMINISTRATION						GOV			OMN	OMAN	OMN								1	130	130	13	3	-4.4	1	1	1	-4.65116279069767	1	Iran	IR	IR	32	53	IR	4	Gulf Of Oman, United Arab Emirates (general), United Arab Emirates	AE	AE00	25.2264	56.4921	-783875	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	20190513	https://www.ksl.com/article/46550343/here-is-the-latest-news-from-the-associated-press-at-1140-pm-edt
844796059	20190513	201905	2019	2019.3644	OMN	OMAN	OMN								GOV	ADMINISTRATION						GOV			1	130	130	13	3	-4.4	1	1	1	-4.65116279069767	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	2	California, United States	US	USCA	36.17	-119.746	CA	1	Iran	IR	IR	32	53	IR	20190513	https://www.ksl.com/article/46550343/here-is-the-latest-news-from-the-associated-press-at-1140-pm-edt
844796060	20190513	201905	2019	2019.3644	OMN	OMAN	OMN								GOV	ADMINISTRATION						GOV			1	130	130	13	3	-4.4	1	1	1	-4.65116279069767	4	Gulf Of Oman, United Arab Emirates (general), United Arab Emirates	AE	AE00	25.2264	56.4921	-783875	1	Iran	IR	IR	32	53	IR	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	20190513	https://www.ksl.com/article/46550343/here-is-the-latest-news-from-the-associated-press-at-1140-pm-edt
844796136	20190513	201905	2019	2019.3644	SAU	SAUDI ARABIA	SAU								ARE	UNITED ARAB EMIRATES	ARE								1	130	130	13	3	-4.4	5	3	5	-6.98638732608434	1	Saudi Arabia	SA	SA	25	45	SA	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	1	Saudi Arabia	SA	SA	25	45	SA	20190513	http://www.arabnews.com/node/1496301/saudi-arabia
844797809	20190513	201905	2019	2019.3644	IRN	IRAN	IRN								SAU	SAUDI	SAU								1	130	130	13	3	-4.4	64	32	64	-8.14268369320032	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	20190513	https://www.myplainview.com/news/crime/article/The-Latest-Saudi-says-2-oil-tankers-damaged-by-13839931.php
844797810	20190513	201905	2019	2019.3644	IRN	IRAN	IRN								SAU	SAUDI	SAU								1	130	130	13	3	-4.4	5	4	5	-7.57511952767427	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	1	Iran	IR	IR	32	53	IR	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	20190513	https://www.myplainview.com/news/crime/article/The-Latest-Saudi-says-2-oil-tankers-damaged-by-13839931.php
844797812	20190513	201905	2019	2019.3644	IRN	IRAN	IRN								SAUBUS	SAUDI	SAU					BUS			1	130	130	13	3	-4.4	96	32	96	-8.14268369320032	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	20190513	https://www.myplainview.com/news/crime/article/The-Latest-Saudi-says-2-oil-tankers-damaged-by-13839931.php
844799788	20190513	201905	2019	2019.3644	GOVGOV	KINGDOM						GOV	GOV												1	130	130	13	3	-4.4	8	8	8	-6.92821437622784	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Beirut, Beyrouth, Lebanon	LE	LE04	33.8719	35.5097	-801546	20190513	https://www.ny1.com/nyc/all-boroughs/ap-top-news/2019/05/13/us-issues-new-warning-to-ships-after-sabotage-off-uae
844799793	20190513	201905	2019	2019.3644	GOVGOV	KINGDOM						GOV	GOV		USA	UNITED STATES	USA								1	130	130	13	3	-4.4	8	8	8	-6.92821437622784	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Beirut, Beyrouth, Lebanon	LE	LE04	33.8719	35.5097	-801546	20190513	https://www.ny1.com/nyc/all-boroughs/ap-top-news/2019/05/13/us-issues-new-warning-to-ships-after-sabotage-off-uae
844800293	20190513	201905	2019	2019.3644	USA	THE US	USA								ARE	UNITED ARAB EMIRATES	ARE								1	130	130	13	3	-4.4	5	1	5	-6.61577608142493	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	20190513	https://iranian.com/2019/05/13/saudi-arabia-says-two-of-their-vessels-targeted-in-sabotage-attack-near-uae-report/
844803279	20190513	201905	2019	2019.3644											HLH	DOCTOR						HLH			1	130	130	13	3	-4.4	10	1	10	-2.88248337028824	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190513	https://www.thenational.ae/uae/health/uae-travellers-should-consider-vaccination-against-global-measles-threat-doctors-say-1.860691
844803740	20190513	201905	2019	2019.3644	GOV	ADMINISTRATION						GOV			BUS	OIL TANKER						BUS			0	130	130	13	3	-4.4	4	1	4	-6.01530480758839	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	20190513	https://uk.reuters.com/article/uk-saudi-oil-tankers-fujairah-int/saudi-arabia-says-two-saudi-oil-tankers-attacked-near-uae-waters-idUKKCN1SJ08I
844803765	20190513	201905	2019	2019.3644	GOV	ADMINISTRATION						GOV			IRN	IRAN	IRN								0	130	130	13	3	-4.4	43	22	43	-6.38777526341044	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	20190513	https://www.registercitizen.com/news/crime/article/US-issues-new-warning-to-ships-after-sabotage-13839854.php
844805884	20190513	201905	2019	2019.3644	GOV	FOREIGN MINIST						GOV			ARE	UNITED ARAB EMIRATES	ARE								1	130	130	13	3	-4.4	20	2	20	-6.31248355695869	1	United States	US	US	39.828175	-98.5795	US	1	United Arab Emirates	AE	AE	24	54	AE	1	United States	US	US	39.828175	-98.5795	US	20190513	https://www.euronews.com/2019/05/13/saudi-arabia-says-oil-tankers-targeted-in-sabotage-attack
844806331	20190513	201905	2019	2019.3644	SAUBUS	SAUDI ARABIA	SAU					BUS													1	138	138	13	3	-7.0	2	1	2	-4.25531914893617	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	0							4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	20190513	https://theiranproject.com/blog/2019/05/13/two-saudi-vessels-seriously-damaged-in-attack-near-uae-minister-says/
844806332	20190513	201905	2019	2019.3644	SAUGOV	SAUDI ARABIA	SAU					GOV			ARE	UNITED ARAB EMIRATES	ARE								1	130	130	13	3	-4.4	8	2	8	-6.31248355695869	1	United Arab Emirates	AE	AE	24	54	AE	1	Saudi Arabia	SA	SA	25	45	SA	1	United Arab Emirates	AE	AE	24	54	AE	20190513	https://www.euronews.com/2019/05/13/saudi-arabia-says-oil-tankers-targeted-in-sabotage-attack
844806333	20190513	201905	2019	2019.3644	SAUGOV	SAUDI ARABIA	SAU					GOV			ARE	UNITED ARAB EMIRATES	ARE								1	130	130	13	3	-4.4	12	2	12	-6.31248355695869	1	United Arab Emirates	AE	AE	24	54	AE	1	Saudi Arabia	SA	SA	25	45	SA	1	Saudi Arabia	SA	SA	25	45	SA	20190513	https://www.euronews.com/2019/05/13/saudi-arabia-says-oil-tankers-targeted-in-sabotage-attack
844806334	20190513	201905	2019	2019.3644	SAUGOV	SAUDI ARABIA	SAU					GOV			SAU	SAUDI	SAU								1	138	138	13	3	-7.0	2	1	2	-4.25531914893617	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	20190513	https://theiranproject.com/blog/2019/05/13/two-saudi-vessels-seriously-damaged-in-attack-near-uae-minister-says/
844806336	20190513	201905	2019	2019.3644	SAUGOV	SAUDI ARABIA	SAU					GOV			SAUBUS	SAUDI	SAU					BUS			1	138	138	13	3	-7.0	6	1	6	-4.25531914893617	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	20190513	https://theiranproject.com/blog/2019/05/13/two-saudi-vessels-seriously-damaged-in-attack-near-uae-minister-says/
844807631	20190513	201905	2019	2019.3644	BUS	TANKER						BUS			ARE	UNITED ARAB EMIRATES	ARE								1	130	130	13	3	-4.4	4	2	4	-6.77229996060959	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Ras Tanura, Ash Sharqiyah, Saudi Arabia	SA	SA06	26.6439	50.1592	-3098582	20190513	https://www.msn.com/en-ae/news/other/two-saudi-oil-tankers-came-under-sabotage-attack-off-uae-coast/ar-AABhKYf
844812835	20190513	201905	2019	2019.3644	GOVGOV	KINGDOM						GOV	GOV												1	130	130	13	3	-4.4	4	1	4	-8.37520938023451	1	Lebanon	LE	LE	33.833333	35.833333	LE	0							4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	20190513	https://www.newzimbabwe.com/saudi-arabia-says-2-oil-tankers-damaged-by-sabotage-attacks/
844812840	20190513	201905	2019	2019.3644	GOVGOV	KINGDOM						GOV	GOV		USA	UNITED STATES	USA								1	130	130	13	3	-4.4	1	1	1	-8.37520938023451	1	Lebanon	LE	LE	33.833333	35.833333	LE	4	Gulf Of Oman, Iran (general), Iran	IR	IR00	25.4489	57.7939	-3077385	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	20190513	https://www.newzimbabwe.com/saudi-arabia-says-2-oil-tankers-damaged-by-sabotage-attacks/
844817814	20190513	201905	2019	2019.3644	SAUGOV	SAUDI ARABIA	SAU					GOV			ARE	UNITED ARAB EMIRATES	ARE								1	130	130	13	3	-4.4	10	1	10	-7.08955223880597	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	20190513	https://www.albawaba.com/news/two-saudi-tankers-targeted-sabotage-attack-1285555
844835184	20190513	201905	2019	2019.3644											IRN	IRAN	IRN								1	130	130	13	3	-4.4	4	1	4	-6.93170234454638	0							4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	20190513	https://www.cbc.ca/news/world/saudi-arabia-says-2-oil-tankers-damaged-by-sabotage-attacks-1.5133387
844844264	20190513	201905	2019	2019.3644											ARE	UNITED ARAB EMIRATES	ARE								1	130	130	13	3	-4.4	6	1	6	-4.27350427350427	0							4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	1	Saudi Arabia	SA	SA	25	45	SA	20190513	http://www.naharnet.com/stories/en/260007-hariri-denounces-saudi-ship-attacks-off-uae
844845260	20190513	201905	2019	2019.3644	GOVGOV	KINGDOM						GOV	GOV												0	130	130	13	3	-4.4	1	1	1	-1.60093713393205	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	0							3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20190513	https://www.politico.com/newsletters/playbook/2019/05/13/wall-street-takes-stock-of-the-tariffs-and-pompeo-trades-moscow-for-brussels-visit-435483
844845262	20190513	201905	2019	2019.3644	GOVGOV	KINGDOM						GOV	GOV		USA	UNITED STATES	USA								0	130	130	13	3	-4.4	1	1	1	-1.60093713393205	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20190513	https://www.politico.com/newsletters/playbook/2019/05/13/wall-street-takes-stock-of-the-tariffs-and-pompeo-trades-moscow-for-brussels-visit-435483
844849420	20190513	201905	2019	2019.3644	USA	THE US	USA								GOV	ADMINISTRATION						GOV			0	130	130	13	3	-4.4	2	1	2	-7.39260739260739	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	20190513	https://www.dawn.com/news/1482031
844849421	20190513	201905	2019	2019.3644	USA	THE US	USA								GOV	ADMINISTRATION						GOV			0	130	130	13	3	-4.4	2	1	2	-7.39260739260739	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20190513	https://www.dawn.com/news/1482031
844850884	20190513	201905	2019	2019.3644											GOV	GOVERNMENT						GOV			0	160	160	16	4	-4.0	6	1	6	-5	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190513	https://www.lindaikejisblog.com/2019/5/cbn-governor-godwin-emefiele-purportedly-caught-on-tape-discussing-how-to-cover-up-n500bn-allegedly-stolen-from-the-bank.html
844850895	20190513	201905	2019	2019.3644											IRN	IRAN	IRN								1	130	130	13	3	-4.4	17	3	17	-5.58890118202203	0							4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	20190513	https://splash247.com/tankers-targeted-off-fujairah/
844852731	20190513	201905	2019	2019.3644	USA	THE US	USA								IRN	IRAN	IRN								1	130	130	13	3	-4.4	5	2	5	-6.22493912063569	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	20190513	https://splash247.com/tankers-targeted-off-fujairah/
844852732	20190513	201905	2019	2019.3644	USA	THE US	USA								IRN	IRAN	IRN								1	130	130	13	3	-4.4	3	1	3	-4.23280423280424	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Miraj, Khorasan-e Ra?avi, Iran	IR	IR42	34.3048	58.1846	10790008	4	Miraj, Khorasan-e Ra?avi, Iran	IR	IR42	34.3048	58.1846	10790008	20190513	https://splash247.com/tankers-targeted-off-fujairah/
844868090	20190513	201905	2019	2019.3644	SAU	SAUDI ARABIA	SAU								BUS	OIL TANKER						BUS			1	130	130	13	3	-4.4	6	1	6	-6.1328790459966	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	20190513	https://www.newsweek.com/saudi-arabia-oil-tanker-sabotage-uae-iran-supply-threat-explosion-1423489
844869875	20190513	201905	2019	2019.3644	ARE	UNITED ARAB EMIRATES	ARE																		1	160	160	16	4	-4.0	4	1	4	-0.92165898617511	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190513	https://bdnews24.com/bangladesh/2019/05/13/acc-sues-khaledas-former-aide-falu-ekramuzzaman-for-money-laundering
844874204	20190513	201905	2019	2019.3644	IRN	IRAN	IRN								SAUBUS	SAUDI ARABIA	SAU					BUS			1	130	130	13	3	-4.4	2	1	2	-8.27250608272506	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	1	Iran	IR	IR	32	53	IR	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	20190513	https://www.bonnercountydailybee.com/article/20190512/AP/305129973
844874205	20190513	201905	2019	2019.3644	IRN	IRAN	IRN								SAUBUS	SAUDI	SAU					BUS			1	130	130	13	3	-4.4	2	1	2	-8.27250608272506	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	25.1164	56.3414	-782158	1	Iran	IR	IR	32	53	IR	1	Iran	IR	IR	32	53	IR	20190513	https://www.bonnercountydailybee.com/article/20190512/AP/305129973
