842148554	20190501	201905	2019	2019.3315	ARE	UNITED ARAB EMIRATES	ARE								MOS	MUSLIM				MOS					1	160	160	16	4	-4.0	3	1	3	1.34529147982063	1	United Arab Emirates	AE	AE	24	54	AE	1	Bahrain	BA	BA	26	50.5	BA	1	Bahrain	BA	BA	26	50.5	BA	20190501	https://www.albawaba.com/news/trump-muslims-brothers-are-next-terror-list-1283327
842148592	20190501	201905	2019	2019.3315	BHR	BAHRAIN	BHR								MOS	MUSLIM				MOS					1	160	160	16	4	-4.0	1	1	1	1.34529147982063	1	United Arab Emirates	AE	AE	24	54	AE	1	Bahrain	BA	BA	26	50.5	BA	1	Bahrain	BA	BA	26	50.5	BA	20190501	https://www.albawaba.com/news/trump-muslims-brothers-are-next-terror-list-1283327
842151182	20190501	201905	2019	2019.3315	ARE	UNITED ARAB EMIRATES	ARE																		0	160	160	16	4	-4.0	4	1	4	-0.51612903225807	1	United Arab Emirates	AE	AE	24	54	AE	0							1	United Arab Emirates	AE	AE	24	54	AE	20190501	https://www.aljazeera.com/news/2019/05/iran-slams-plan-designate-muslim-brotherhood-terror-group-190501095140184.html
842203406	20190501	201905	2019	2019.3315	ARE	UNITED ARAB EMIRATES	ARE								QAT	QATAR	QAT								1	161	161	16	4	-4.0	8	2	8	-3.65690600347641	1	United Arab Emirates	AE	AE	24	54	AE	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	1	Egypt	EG	EG	27	30	EG	20190501	https://www.presstv.com/Detail/2019/05/01/594846/Iran-US-aggressive-policies-Qatar-Zarif-Venezuela-Maduro-Muslim-Brotherhood
842203457	20190501	201905	2019	2019.3315	BHR	BAHRAIN	BHR								QAT	QATAR	QAT								1	161	161	16	4	-4.0	3	2	3	-3.65690600347641	1	United Arab Emirates	AE	AE	24	54	AE	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	1	Egypt	EG	EG	27	30	EG	20190501	https://www.presstv.com/Detail/2019/05/01/594846/Iran-US-aggressive-policies-Qatar-Zarif-Venezuela-Maduro-Muslim-Brotherhood
842220658	20190501	201905	2019	2019.3315	USA	UNITED STATES	USA																		1	160	160	16	4	-4.0	4	1	4	-0.36496350364964	1	United Arab Emirates	AE	AE	24	54	AE	0							1	United Arab Emirates	AE	AE	24	54	AE	20190501	http://www.taipeitimes.com/News/world/archives/2019/05/02/2003714431
842228083	20190501	201905	2019	2019.3315	ARE	DUBAI	ARE																		1	130	130	13	3	-4.4	22	1	15	-5.45120486184722	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190501	https://gulfnews.com/uae/woman-who-took-a-man-for-a-ride-charged-with-endangering-his-life-1.63673248
842228092	20190501	201905	2019	2019.3315	ARE	DUBAI	ARE								LAB	EMPLOYEE						LAB			1	130	130	13	3	-4.4	2	1	2	-5.45120486184722	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190501	https://gulfnews.com/uae/woman-who-took-a-man-for-a-ride-charged-with-endangering-his-life-1.63673248
842229114	20190501	201905	2019	2019.3315	LAB	EMPLOYEE						LAB													1	130	130	13	3	-4.4	4	1	4	-5.45120486184722	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190501	https://gulfnews.com/uae/woman-who-took-a-man-for-a-ride-charged-with-endangering-his-life-1.63673248
842229610	20190501	201905	2019	2019.3315	SAUGOV	ABDULLAH	SAU					GOV													1	130	130	13	3	-4.4	14	1	14	-5.45120486184722	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190501	https://gulfnews.com/uae/woman-who-took-a-man-for-a-ride-charged-with-endangering-his-life-1.63673248
842232981	20190501	201905	2019	2019.3315	SAU	SAUDI	SAU								QAT	DOHA	QAT								1	161	161	16	4	-4.0	2	1	2	-3.70370370370371	1	Kuwait	KU	KU	29.5	47.75	KU	1	United Arab Emirates	AE	AE	24	54	AE	1	Saudi Arabia	SA	SA	25	45	SA	20190501	https://www.yenisafak.com/en/news/kuwait-says-determined-to-resolve-gulf-crisis-3480213
842270891	20190501	201905	2019	2019.3315											YEM	SANAA	YEM								1	130	130	13	3	-4.4	18	5	18	-4.68352589787711	0							1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20190501	https://news.yahoo.com/1-saudi-led-coalition-attacks-203840197.html
