780793616	20180821	201808	2018	2018.6329	SOM	SOMALIA	SOM								IMGMOSALQ	AL QAEDA		ALQ		MOS		IMG			1	130	130	13	3	-4.4	8	1	8	-5.62351568398655	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20180821	http://www.foxnews.com/world/2018/08/20/al-qaeda-bomb-maker-killed-in-us-drone-strike-in-yemen-official-says.html
780809142	20180821	201808	2018	2018.6329	IRQ	IRAQ	IRQ								SYR	SYRIA	SYR								1	1384	138	13	3	-7.0	1	1	1	-0.62111801242236	4	Baghdad, Baghdad, Iraq	IZ	IZ07	33.3386	44.3939	-3103581	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	4	Baghdad, Baghdad, Iraq	IZ	IZ07	33.3386	44.3939	-3103581	20180821	http://www.uawire.org:80/us-led-coalition-to-stay-in-iraq
780907873	20180821	201808	2018	2018.6329	IND	THIRUVANANTHAPURAM	IND								ARE	UNITED ARAB EMIRATES	ARE								1	138	138	13	3	-7.0	6	2	6	3.89610389610389	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20180821	http://kaumudiglobal.com/innerpage1.php?newsid=111840
780907874	20180821	201808	2018	2018.6329	IND	THIRUVANANTHAPURAM	IND								AREGOV	UNITED ARAB EMIRATES	ARE					GOV			1	138	138	13	3	-7.0	6	2	6	3.89610389610389	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20180821	http://kaumudiglobal.com/innerpage1.php?newsid=111840
780907881	20180821	201808	2018	2018.6329	IND	THIRUVANANTHAPURAM	IND								GOV	CHIEF MINISTER						GOV			1	138	138	13	3	-7.0	18	2	18	3.89610389610389	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20180821	http://kaumudiglobal.com/innerpage1.php?newsid=111840
780925205	20180821	201808	2018	2018.6329	ARECOP	UNITED ARAB EMIRATES	ARE					COP			BUS	TRADER						BUS			0	130	130	13	3	-4.4	26	8	26	-1.71214867153631	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20180821	http://morungexpress.com/sun-finally-shines-over-kerala-uae-pledges-500-mn/
780925408	20180821	201808	2018	2018.6329	COP	POLICE CHIEF						COP			BUS	TRADER						BUS			0	130	130	13	3	-4.4	104	8	104	-1.71214867153631	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20180821	http://morungexpress.com/sun-finally-shines-over-kerala-uae-pledges-500-mn/
780976329	20180821	201808	2018	2018.6329	IRN	IRAN	IRN								DJI	DJIBOUTI	DJI								0	138	138	13	3	-7.0	1	1	1	-3.64169108413562	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20180821	https://www.terrorism-info.org.il/en/unusual-admission-senior-iranian-revolutionary-guards-corps-officer-iran-involved-houthi-missile-attack-saudi-oil-tankers/
780976330	20180821	201808	2018	2018.6329	IRN	IRAN	IRN								IRNBUS	IRAN	IRN					BUS			0	138	138	13	3	-7.0	1	1	1	-3.64169108413562	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20180821	https://www.terrorism-info.org.il/en/unusual-admission-senior-iranian-revolutionary-guards-corps-officer-iran-involved-houthi-missile-attack-saudi-oil-tankers/
780981813	20180821	201808	2018	2018.6329	USAMED	REUTERS	USA					MED			RUS	RUSSIA	RUS								0	1312	131	13	3	-5.8	22	11	22	-4.36454080578033	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	20180821	https://www.voanews.com/a/us-officials-threaten-russia-with-much-more-economic-pain/4538234.html
780981814	20180821	201808	2018	2018.6329	USAMED	REUTERS	USA					MED			RUS	RUSSIA	RUS								0	1312	131	13	3	-5.8	22	11	22	-4.36454080578033	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20180821	https://www.voanews.com/a/us-officials-threaten-russia-with-much-more-economic-pain/4538234.html
