851183324	20190610	201906	2019	2019.4384											ARE	UNITED ARAB EMIRATES	ARE								0	130	130	13	3	-4.4	4	1	4	-3.23974082073435	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190610	https://city-press.news24.com/News/how-zondo-implicated-zuma-20190608
851193733	20190610	201906	2019	2019.4384	BUS	AIRLINE						BUS			SDN	SUDAN	SDN								1	160	160	16	4	-4.0	4	1	4	-0.83333333333334	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Khartoum, Al Khartum, Sudan	SU	SU29	15.5881	32.5342	-1987	4	Khartoum, Al Khartum, Sudan	SU	SU29	15.5881	32.5342	-1987	20190610	https://www.zawya.com/mena/en/legal/story/3_UAE_airlines_suspend_flights_to_Sudan-SNG_146368052/
851193734	20190610	201906	2019	2019.4384	BUS	AIRLINE						BUS			SDN	SUDAN	SDN								1	160	160	16	4	-4.0	10	1	10	-0.83333333333334	4	Khaleej Times, Dubayy, United Arab Emirates	AE	AE03	25.1723	55.2444	11414110	4	Khaleej Times, Dubayy, United Arab Emirates	AE	AE03	25.1723	55.2444	11414110	4	Khaleej Times, Dubayy, United Arab Emirates	AE	AE03	25.1723	55.2444	11414110	20190610	https://www.zawya.com/mena/en/legal/story/3_UAE_airlines_suspend_flights_to_Sudan-SNG_146368052/
851247845	20190610	201906	2019	2019.4384	IRN	TEHRAN	IRN								USA	UNITED STATES	USA								0	130	130	13	3	-4.4	22	11	22	-3.80698481274957	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Arab Emirates	AE	AE	24	54	AE	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	20190610	https://www.sfgate.com/news/world/article/The-Latest-Iran-FM-warns-US-against-war-with-his-13964580.php
851250293	20190610	201906	2019	2019.4384	GOV	PRIME MINISTER						GOV			PAK	PAKISTANI	PAK								1	130	130	13	3	-4.4	12	2	12	-3.33943445275612	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	1	Pakistan	PK	PK	30	70	PK	1	Pakistan	PK	PK	30	70	PK	20190610	https://gulfnews.com/world/asia/pakistan/pakistan-prime-minister-imran-khan-warns-to-take-stern-action-against-citizens-for-not-declaring-their-assets-1.64508283
851250739	20190610	201906	2019	2019.4384	PAKGOV	PAKISTAN	PAK					GOV			PAK	PAKISTANI	PAK								1	130	130	13	3	-4.4	4	2	4	-3.33943445275612	1	Pakistan	PK	PK	30	70	PK	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190610	https://gulfnews.com/world/asia/pakistan/pakistan-prime-minister-imran-khan-warns-to-take-stern-action-against-citizens-for-not-declaring-their-assets-1.64508283
851252245	20190610	201906	2019	2019.4384	ARE	UNITED ARAB EMIRATES	ARE																		1	130	130	13	3	-4.4	6	1	6	-3.14009661835749	4	Ras Al Khaimah, Ra's al Khaymah, United Arab Emirates	AE	AE05	25.7895	55.9432	-784007	0							4	Ras Al Khaimah, Ra's al Khaymah, United Arab Emirates	AE	AE05	25.7895	55.9432	-784007	20190610	https://www.khaleejtimes.com/nation/ras-al-khaimah/ras-al-khaimah-fines-89-food-outlets-in-3-months-for-flouting-rules
851252910	20190610	201906	2019	2019.4384	IRN	TEHRAN	IRN								USA	UNITED STATES	USA								0	130	130	13	3	-4.4	34	17	34	-3.73558446527993	1	United Arab Emirates	AE	AE	24	54	AE	1	Germany	GM	GM	51.5	10.5	GM	1	United Arab Emirates	AE	AE	24	54	AE	20190610	https://www.washingtonpost.com/world/middle_east/the-latest-iran-fm-warns-us-against-war-with-his-country/2019/06/10/3ee38080-8b61-11e9-b6f4-033356502dce_story.html
851263436	20190610	201906	2019	2019.4384	GOV	EMBASSY						GOV			BGD	BANGLADESH	BGD								0	161	161	16	4	-4.0	3	2	3	2.55920550038197	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190610	https://thefinancialexpress.com.bd/national/uae-accumulates-180m-fund-for-rohingyas-1560161855
851265527	20190610	201906	2019	2019.4384	AREGOV	UNITED ARAB EMIRATES	ARE					GOV			ARE	DUBAI	ARE								1	161	161	16	4	-4.0	6	2	4	-0.25777476597639	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190610	https://www.today.ng/news/nigeria/governor-oyetola-cancels-dubai-trip-council-chairpersons-229275
851266104	20190610	201906	2019	2019.4384	GOV	GOVERNOR						GOV			ARE	DUBAI	ARE								1	161	161	16	4	-4.0	24	2	16	-0.25777476597639	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190610	https://www.today.ng/news/nigeria/governor-oyetola-cancels-dubai-trip-council-chairpersons-229275
851276885	20190610	201906	2019	2019.4384	ARE	DUBAI	ARE																		1	160	160	16	4	-4.0	6	3	6	0.750195256299583	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190610	https://thenationonlineng.net/oyetola-directs-lg-chairmen-to-suspend-dubai-trip-to-attend-workshop/
851277824	20190610	201906	2019	2019.4384	NGA	NIGERIA	NGA								ARE	DUBAI	ARE								1	160	160	16	4	-4.0	24	3	24	0.750195256299583	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190610	https://thenationonlineng.net/oyetola-directs-lg-chairmen-to-suspend-dubai-trip-to-attend-workshop/
851279681	20190610	201906	2019	2019.4384	ARE	DUBAI	ARE																		1	161	161	16	4	-4.0	10	1	10	-0.25445292620865	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190610	https://www.premiumtimesng.com/regional/ssouth-west/334221-oyetola-cancels-dubai-trip-for-council-chairpersons-approved-by-aregbesola.html
851280245	20190610	201906	2019	2019.4384	GOV	GOVERNOR						GOV													1	161	161	16	4	-4.0	10	1	10	-0.25445292620865	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190610	https://www.premiumtimesng.com/regional/ssouth-west/334221-oyetola-cancels-dubai-trip-for-council-chairpersons-approved-by-aregbesola.html
851285786	20190610	201906	2019	2019.4384	GOV	GOVERNOR						GOV			ARE	DUBAI	ARE								1	160	160	16	4	-4.0	8	1	8	-0.98522167487685	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190610	https://punchng.com/suspend-dubai-trip-oyetola-directs-lg-chairmen/
851286251	20190610	201906	2019	2019.4384	NGAGOV	NIGERIA	NGA					GOV			NGA	NIGERIA	NGA								1	160	160	16	4	-4.0	2	1	2	-0.98522167487685	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190610	https://punchng.com/suspend-dubai-trip-oyetola-directs-lg-chairmen/
851322691	20190610	201906	2019	2019.4384	IRN	IRAN	IRN								ARE	UNITED ARAB EMIRATES	ARE								1	130	130	13	3	-4.4	2	1	2	-4.07239819004525	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20190610	https://onenewsnow.com/national-security/2019/06/10/maginnis-yes-threat-is-real-from-iran
851339750	20190610	201906	2019	2019.4384	BGD	BANGLADESH	BGD																		0	161	161	16	4	-4.0	1	1	1	2.52100840336135	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190610	http://www.newstoday.com.bd/index.php?option=details&news_id=2532432&date=2019-06-11
