842998368	20190505	201905	2019	2019.3425	QATGOV	QATAR	QAT					GOV			QAT	QATAR	QAT								1	161	161	16	4	-4.0	1	1	1	-1.90114068441065	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	1	United Arab Emirates	AE	AE	24	54	AE	20190505	http://news.trust.org/item/20190504144416-sjn15/
843024622	20190505	201905	2019	2019.3425	ARE	ABU DHABI	ARE																		1	130	130	13	3	-4.4	20	2	20	1.24862486248625	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	0							4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	20190505	https://www.khaleejtimes.com/nation/abu-dhabi/UAE-residents-urged-to-ensure-safety-of-Iftar-tents
843037223	20190505	201905	2019	2019.3425	NGA	NIGERIA	NGA								ELI	ACTOR						ELI			1	130	130	13	3	-4.4	6	1	6	-6.33484162895928	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190505	https://dailypost.ng/2019/05/05/tonto-dike-dares-actors-guild-sanction-comments-failed-marriage/
843037224	20190505	201905	2019	2019.3425	NGA	NIGERIA	NGA								ELI	ACTOR						ELI			1	130	130	13	3	-4.4	2	1	2	-6.33484162895928	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	1	Nigeria	NI	NI	10	8	NI	20190505	https://dailypost.ng/2019/05/05/tonto-dike-dares-actors-guild-sanction-comments-failed-marriage/
843037225	20190505	201905	2019	2019.3425	NGA	NIGERIA	NGA								ELI	ACTOR						ELI			1	130	130	13	3	-4.4	2	1	2	-6.33484162895928	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	1	Nigeria	NI	NI	10	8	NI	1	Nigeria	NI	NI	10	8	NI	20190505	https://dailypost.ng/2019/05/05/tonto-dike-dares-actors-guild-sanction-comments-failed-marriage/
843039292	20190505	201905	2019	2019.3425	USA	UNITED STATES	USA																		0	138	138	13	3	-7.0	2	1	2	-5.77617328519856	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							1	United Arab Emirates	AE	AE	24	54	AE	20190505	https://www.freemalaysiatoday.com/category/world/2019/05/05/blacklisting-muslim-brotherhood-could-radicalise-members/
843070463	20190505	201905	2019	2019.3425	ARE	UNITED ARAB EMIRATES	ARE																		0	130	130	13	3	-4.4	4	1	4	-5.07936507936508	1	United Arab Emirates	AE	AE	24	54	AE	0							1	United Arab Emirates	AE	AE	24	54	AE	20190505	https://www.sunderlandecho.com/news/people/durham-student-who-was-jailed-for-spying-says-he-was-failed-by-the-foreign-office-1-9750512
843070466	20190505	201905	2019	2019.3425	ARE	ABU DHABI	ARE								CVL	RESIDENTS						CVL			1	130	130	13	3	-4.4	10	1	10	-0.54054054054054	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	20190505	http://www.daijiworld.com/news/newsDisplay.aspx?newsID=585208
843072356	20190428	201904	2019	2019.3233	ARE	DUBAI	ARE																		1	160	160	16	4	-4.0	8	1	8	0.98684210526315	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190505	https://gulfnews.com/business/tourism/marriott-international-to-suspend-operations-of-jw-marriott-dubai-in-deira-next-week-1.1557052039965
843072532	20190505	201905	2019	2019.3425	ARE	DUBAI	ARE																		1	160	160	16	4	-4.0	2	1	2	0.98684210526315	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190505	https://gulfnews.com/business/tourism/marriott-international-to-suspend-operations-of-jw-marriott-dubai-in-deira-next-week-1.1557052039965
843096261	20190505	201905	2019	2019.3425											NGOHRIHRW	HUMAN RIGHTS WATCH		HRW				NGO	HRI		1	130	130	13	3	-4.4	3	1	3	-9.35550935550937	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190505	https://blogfactory.co.uk/2019/05/05/terminally-ill-emirati-woman-dies-from-medical-negligence-in-prison/
843096863	20190505	201905	2019	2019.3425	NGOHRIHRW	HUMAN RIGHTS WATCH		HRW				NGO	HRI		ARE	UNITED ARAB EMIRATES	ARE								1	130	130	13	3	-4.4	3	1	3	-9.35550935550937	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190505	https://blogfactory.co.uk/2019/05/05/terminally-ill-emirati-woman-dies-from-medical-negligence-in-prison/
843107951	20190505	201905	2019	2019.3425											NGOHRIHRW	HUMAN RIGHTS WATCH		HRW				NGO	HRI		1	130	130	13	3	-4.4	3	1	3	-9.20398009950251	0							1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20190505	https://www.presstv.com/Detail/2019/05/05/595166/Emirati-woman-medical-negligence
843108548	20190505	201905	2019	2019.3425	NGOHRIHRW	HUMAN RIGHTS WATCH		HRW				NGO	HRI		ARE	UNITED ARAB EMIRATES	ARE								1	130	130	13	3	-4.4	3	1	3	-9.20398009950251	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20190505	https://www.presstv.com/Detail/2019/05/05/595166/Emirati-woman-medical-negligence
843138606	20190505	201905	2019	2019.3425	ARE	UNITED ARAB EMIRATES	ARE								QAT	QATAR	QAT								1	161	161	16	4	-4.0	3	1	3	-1.09756097560975	1	United Arab Emirates	AE	AE	24	54	AE	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	1	United Arab Emirates	AE	AE	24	54	AE	20190505	https://theiranproject.com/blog/2019/05/06/fm-zarifs-visit-to-qatar-timely-and-important/
843138607	20190505	201905	2019	2019.3425	ARE	UNITED ARAB EMIRATES	ARE								QAT	QATAR	QAT								1	161	161	16	4	-4.0	1	1	1	-1.09756097560975	1	Bahrain	BA	BA	26	50.5	BA	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	1	United Arab Emirates	AE	AE	24	54	AE	20190505	https://theiranproject.com/blog/2019/05/06/fm-zarifs-visit-to-qatar-timely-and-important/
843138647	20190505	201905	2019	2019.3425	BHR	BAHRAIN	BHR								QAT	QATAR	QAT								1	161	161	16	4	-4.0	3	1	3	-1.09756097560975	1	Bahrain	BA	BA	26	50.5	BA	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	1	United Arab Emirates	AE	AE	24	54	AE	20190505	https://theiranproject.com/blog/2019/05/06/fm-zarifs-visit-to-qatar-timely-and-important/
843138648	20190505	201905	2019	2019.3425	BHR	BAHRAIN	BHR								QAT	QATAR	QAT								1	161	161	16	4	-4.0	1	1	1	-1.09756097560975	1	Egypt	EG	EG	27	30	EG	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	1	United Arab Emirates	AE	AE	24	54	AE	20190505	https://theiranproject.com/blog/2019/05/06/fm-zarifs-visit-to-qatar-timely-and-important/
843138837	20190505	201905	2019	2019.3425	EGY	EGYPT	EGY								QAT	QATAR	QAT								1	161	161	16	4	-4.0	4	1	4	-1.09756097560975	1	Egypt	EG	EG	27	30	EG	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	1	United Arab Emirates	AE	AE	24	54	AE	20190505	https://theiranproject.com/blog/2019/05/06/fm-zarifs-visit-to-qatar-timely-and-important/
843139389	20190505	201905	2019	2019.3425	SAU	SAUDI ARABIA	SAU								QAT	QATAR	QAT								1	161	161	16	4	-4.0	6	1	6	-1.09756097560975	1	Saudi Arabia	SA	SA	25	45	SA	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	1	United Arab Emirates	AE	AE	24	54	AE	20190505	https://theiranproject.com/blog/2019/05/06/fm-zarifs-visit-to-qatar-timely-and-important/
843139390	20190505	201905	2019	2019.3425	SAU	SAUDI	SAU								QAT	QATAR	QAT								1	161	161	16	4	-4.0	2	1	2	-1.09756097560975	1	Saudi Arabia	SA	SA	25	45	SA	1	United Arab Emirates	AE	AE	24	54	AE	1	Egypt	EG	EG	27	30	EG	20190505	https://theiranproject.com/blog/2019/05/06/fm-zarifs-visit-to-qatar-timely-and-important/
