861479719	20190725	201907	2019	2019.5616	USA	WASHINGTON	USA								ARE	UNITED ARAB EMIRATES	ARE								1	163	163	16	4	-8.0	18	5	18	-4.6772849437765	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Arab Emirates	AE	AE	24	54	AE	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	20190725	https://af.reuters.com/article/worldNews/idAFKCN1UJ38H
861481428	20190625	201906	2019	2019.4795	IRN	IRAN	IRN								PGS	PERSIAN GULF	PGS								1	130	130	13	3	-4.4	18	9	18	-3.15843042721307	1	Saudi Arabia	SA	SA	25	45	SA	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20190725	https://www.thehour.com/news/article/Trump-vetoes-Congress-efforts-to-block-Saudi-14123285.php
861483166	20190725	201907	2019	2019.5616	LEG	SENATE						LEG			ARE	UNITED ARAB EMIRATES	ARE								0	163	163	16	4	-8.0	2	1	2	-1.7515923566879	4	Jerusalem, Israel (general), Israel	IS	IS00	31.7667	35.2333	-797092	1	United Arab Emirates	AE	AE	24	54	AE	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	20190725	https://www.jpost.com/Middle-East/US-Senate-sets-vote-on-Trumps-Saudi-precision-guided-munitions-vetoes-596755
861483200	20190725	201907	2019	2019.5616	LEG	SENATE						LEG			SAU	SAUDI	SAU								0	163	163	16	4	-8.0	2	1	2	-1.7515923566879	4	Jerusalem, Israel (general), Israel	IS	IS00	31.7667	35.2333	-797092	1	United Arab Emirates	AE	AE	24	54	AE	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	20190725	https://www.jpost.com/Middle-East/US-Senate-sets-vote-on-Trumps-Saudi-precision-guided-munitions-vetoes-596755
861484502	20190725	201907	2019	2019.5616	USALEG	UNITED STATES	USA					LEG			ARE	UNITED ARAB EMIRATES	ARE								1	163	163	16	4	-8.0	4	2	4	-3.90994009084462	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Arab Emirates	AE	AE	24	54	AE	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	20190725	https://www.aljazeera.com/news/2019/07/senate-sets-vote-trump-saudi-weapons-vetoes-190724233426192.html
861493265	20190625	201906	2019	2019.4795	IRN	IRAN	IRN								PGS	PERSIAN GULF	PGS								1	130	130	13	3	-4.4	19	10	19	-4.23697876002305	1	United Arab Emirates	AE	AE	24	54	AE	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	1	United Arab Emirates	AE	AE	24	54	AE	20190725	https://mynorthwest.com/1460678/trump-vetoes-congress-efforts-to-block-saudi-arms-sales/
861498104	20190725	201907	2019	2019.5616	USA	WASHINGTON	USA								ARE	UNITED ARAB EMIRATES	ARE								1	163	163	16	4	-8.0	4	2	4	-6.16272824919441	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Arab Emirates	AE	AE	24	54	AE	1	Saudi Arabia	SA	SA	25	45	SA	20190725	https://www.nytimes.com/2019/07/24/us/politics/trump-veto-arms-saudi-arabia.html
861500164	20190725	201907	2019	2019.5616	LEG	CONGRESS						LEG													1	160	160	16	4	-4.0	2	1	2	-7.59493670886075	1	United Arab Emirates	AE	AE	24	54	AE	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20190725	https://www.wsj.com/articles/trump-vetoes-resolutions-seeking-to-block-arms-sales-to-gulf-allies-11564016484
861501950	20190725	201907	2019	2019.5616	IRN	IRAN	IRN								ARE	UNITED ARAB EMIRATES	ARE								1	130	130	13	3	-4.4	12	4	12	-6.45519213979393	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20190725	https://www.bbc.co.uk/news/world-us-canada-49106989
861501951	20190725	201907	2019	2019.5616	IRN	IRAN	IRN								ARE	UNITED ARAB EMIRATES	ARE								1	130	130	13	3	-4.4	12	4	12	-6.45519213979393	1	Iran	IR	IR	32	53	IR	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20190725	https://www.bbc.co.uk/news/world-us-canada-49106989
861502949	20190725	201907	2019	2019.5616	USAGOV	THE US	USA					GOV			ARE	UNITED ARAB EMIRATES	ARE								1	163	163	16	4	-8.0	16	5	16	-6.48540278649003	1	Saudi Arabia	SA	SA	25	45	SA	1	United Arab Emirates	AE	AE	24	54	AE	1	Saudi Arabia	SA	SA	25	45	SA	20190725	https://www.bbc.co.uk/news/world-us-canada-49106989
861507605	20190725	201907	2019	2019.5616	USA	UNITED STATES	USA																		1	160	160	16	4	-4.0	10	5	10	-7.4583660388472	1	United Arab Emirates	AE	AE	24	54	AE	0							3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20190725	http://www.xinhuanet.com/english/2019-07/25/c_138256482.htm
861507788	20190725	201907	2019	2019.5616	USAGOV	THE WHITE HOUSE	USA					GOV													1	160	160	16	4	-4.0	2	1	2	-7.29166666666666	1	United Arab Emirates	AE	AE	24	54	AE	0							3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20190725	http://www.xinhuanet.com/english/2019-07/25/c_138256482.htm
