789548532	20180925	201809	2018	2018.7260	MIL	COMMANDER						MIL			CRM	PERPETRATOR						CRM			0	130	130	13	3	-4.4	79	79	79	-10.2551355542938	1	United Arab Emirates	AE	AE	24	54	AE	1	Saudi Arabia	SA	SA	25	45	SA	1	Saudi Arabia	SA	SA	25	45	SA	20180925	http://www.capecodtimes.com/zz/news/20180924/wails-vows-of-revenge-at-iran-funeral-after-parade-attack
789562349	20180925	201809	2018	2018.7260	IRN	IRAN	IRN								ARE	UNITED ARAB EMIRATES	ARE								0	138	138	13	3	-7.0	12	2	12	-10.4582563300388	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	1	United Arab Emirates	AE	AE	24	54	AE	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	20180925	https://www.dailymail.co.uk/wires/afp/article-6198501/Iran-points-finger-Arab-separatists-Gulf-state-deadly-attack.html
789565831	20180925	201809	2018	2018.7260	CRM	PERPETRATOR						CRM													0	130	130	13	3	-4.4	6	5	6	-9.65908170391387	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20180925	https://www.myarklamiss.com/news/world-news/iran-holds-funerals-for-victims-of-terror-attack-in-ahvaz/1470387604
789566401	20180925	201809	2018	2018.7260	IRN	IRAN	IRN																		1	130	130	13	3	-4.4	12	5	12	-9.65908170391387	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20180925	https://www.myarklamiss.com/news/world-news/iran-holds-funerals-for-victims-of-terror-attack-in-ahvaz/1470387604
789566402	20180925	201809	2018	2018.7260	IRN	IRAN	IRN																		1	130	130	13	3	-4.4	18	5	18	-9.65908170391387	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	20180925	https://www.myarklamiss.com/news/world-news/iran-holds-funerals-for-victims-of-terror-attack-in-ahvaz/1470387604
789566772	20180925	201809	2018	2018.7260	MIL	COMMANDER						MIL			CRM	PERPETRATOR						CRM			0	130	130	13	3	-4.4	7	6	7	-9.71230988710795	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	1	Saudi Arabia	SA	SA	25	45	SA	1	Saudi Arabia	SA	SA	25	45	SA	20180925	https://www.myarklamiss.com/news/world-news/iran-holds-funerals-for-victims-of-terror-attack-in-ahvaz/1470387604
789566847	20180925	201809	2018	2018.7260	MOS	ISLAMIC				MOS					ARE	UNITED ARAB EMIRATES	ARE								1	130	130	13	3	-4.4	8	1	8	-9.7560975609756	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	1	United Arab Emirates	AE	AE	24	54	AE	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	20180925	https://www.washingtoninstitute.org/policy-analysis/view/terrorist-attack-in-iran-a-concern-for-saudis-oil-markets
789606380	20180925	201809	2018	2018.7260	CRM	PERPETRATOR						CRM													0	130	130	13	3	-4.4	1	1	1	-10.3631532329495	1	United Arab Emirates	AE	AE	24	54	AE	0							1	United Arab Emirates	AE	AE	24	54	AE	20180925	https://news.mb.com.ph/2018/09/25/wails-vows-of-revenge-at-iran-funeral-after-parade-attack/
789606961	20180925	201809	2018	2018.7260	MIL	COMMANDER						MIL			CRM	PERPETRATOR						CRM			0	130	130	13	3	-4.4	1	1	1	-10.3631532329495	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20180925	https://news.mb.com.ph/2018/09/25/wails-vows-of-revenge-at-iran-funeral-after-parade-attack/
789621338	20180925	201809	2018	2018.7260	CRM	PERPETRATOR						CRM													0	130	130	13	3	-4.4	1	1	1	-11.814051031108	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20180925	https://www.dailymail.co.uk/wires/ap/article-6200569/Iran-holds-funerals-victims-terror-attack-Ahvaz.html
