844563877	20190511	201905	2019	2019.3589	REL	BISHOP																			0	160	160	16	4	-4.0	6	1	6	-1.35922330097088	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	0							4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	20190511	https://catholiccitizens.org/views/86789/before-pope-francis-was-accused-of-heresy-catholics-reached-out-to-him-numerous-times/
844564028	20190511	201905	2019	2019.3589	USA	UNITED STATES	USA								ARE	UNITED ARAB EMIRATES	ARE								0	160	160	16	4	-4.0	2	1	2	-1.35922330097088	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	20190511	https://catholiccitizens.org/views/86789/before-pope-francis-was-accused-of-heresy-catholics-reached-out-to-him-numerous-times/
844564102	20190511	201905	2019	2019.3589	USA	UNITED STATES	USA								REL	BISHOP									0	160	160	16	4	-4.0	2	1	2	-1.35922330097088	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	20190511	https://catholiccitizens.org/views/86789/before-pope-francis-was-accused-of-heresy-catholics-reached-out-to-him-numerous-times/
844581006	20190511	201905	2019	2019.3589	MOS	ISLAMIC				MOS															1	138	138	13	3	-7.0	15	2	15	-2.07531010325549	1	United Arab Emirates	AE	AE	24	54	AE	0							1	United Arab Emirates	AE	AE	24	54	AE	20190511	https://www.indiatoday.in/world/story/india-sri-lanka-counter-terrorism-warfare-army-chief-senanayake-1522828-2019-05-11
844595591	20190511	201905	2019	2019.3589	CVL	POPULATION						CVL													0	130	130	13	3	-4.4	10	1	10	2.71317829457365	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	0							4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	20190511	https://menafn.com/1098510559/Al-Maha-Diplomacy-to-preserve-UAE-biodiversity-launches
844599299	20190511	201905	2019	2019.3589	GOVMED	SEMI OFFICIAL						GOV	MED		USA	UNITED STATES	USA								0	138	138	13	3	-7.0	4	1	4	-7.28929384965832	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190511	http://news.trust.org/item/20190511212926-24l9a
844599301	20190511	201905	2019	2019.3589	GOVMED	SEMI OFFICIAL						GOV	MED		USA	UNITED STATES	USA								0	138	138	13	3	-7.0	1	1	1	-7.28929384965832	1	Iran	IR	IR	32	53	IR	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190511	http://news.trust.org/item/20190511212926-24l9a
844599437	20190511	201905	2019	2019.3589	MED	MEDIA						MED			USA	UNITED STATES	USA								0	138	138	13	3	-7.0	8	6	8	-7.28686465684311	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20190511	https://news.yahoo.com/irans-rouhani-calls-unity-face-unprecedented-u-pressure-214714743.html
844599440	20190511	201905	2019	2019.3589	MED	MEDIA						MED			USA	UNITED STATES	USA								0	160	160	16	4	-4.0	7	5	7	-7.28651762929808	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20190511	https://news.yahoo.com/irans-rouhani-calls-unity-face-unprecedented-u-pressure-214714743.html
844599441	20190511	201905	2019	2019.3589	MED	MEDIA						MED			USA	UNITED STATES	USA								0	160	160	16	4	-4.0	5	1	5	-7.28929384965832	1	Iran	IR	IR	32	53	IR	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	1	Iran	IR	IR	32	53	IR	20190511	http://news.trust.org/item/20190511212926-24l9a
