851447526	20190611	201906	2019	2019.4411	ARE	DUBAI	ARE																		1	161	161	16	4	-4.0	3	1	3	1.86046511627907	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190611	https://www.sunnewsonline.com/oyetola-cancels-dubai-trip-of-lg-chairmen/
851447536	20190611	201906	2019	2019.4411	ARE	DUBAI	ARE								NGA	NIGERIA	NGA								1	161	161	16	4	-4.0	3	1	3	1.86046511627907	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190611	https://www.sunnewsonline.com/oyetola-cancels-dubai-trip-of-lg-chairmen/
851448228	20190611	201906	2019	2019.4411	NGA	NIGERIA	NGA								ARE	DUBAI	ARE								1	161	161	16	4	-4.0	4	1	4	1.86046511627907	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190611	https://www.sunnewsonline.com/oyetola-cancels-dubai-trip-of-lg-chairmen/
851480176	20190611	201906	2019	2019.4411	ARE	UNITED ARAB EMIRATES	ARE								SDN	SUDAN	SDN								1	160	160	16	4	-4.0	8	1	8	-7.33944954128441	1	United Arab Emirates	AE	AE	24	54	AE	4	Khartoum, Al Khartum, Sudan	SU	SU29	15.5881	32.5342	-1987	4	Khartoum, Al Khartum, Sudan	SU	SU29	15.5881	32.5342	-1987	20190611	https://www.aerotime.aero/merve.kara/22729-turkish-airlines-cancels-flights-to-sudan
851480177	20190611	201906	2019	2019.4411	ARE	UNITED ARAB EMIRATES	ARE								SDN	SUDAN	SDN								1	160	160	16	4	-4.0	2	1	2	-7.33944954128441	1	Egypt	EG	EG	27	30	EG	4	Khartoum, Al Khartum, Sudan	SU	SU29	15.5881	32.5342	-1987	1	United Arab Emirates	AE	AE	24	54	AE	20190611	https://www.aerotime.aero/merve.kara/22729-turkish-airlines-cancels-flights-to-sudan
851480462	20190611	201906	2019	2019.4411	EGY	EGYPT	EGY								SDN	SUDAN	SDN								1	160	160	16	4	-4.0	2	1	2	-7.33944954128441	1	Egypt	EG	EG	27	30	EG	4	Khartoum, Al Khartum, Sudan	SU	SU29	15.5881	32.5342	-1987	1	United Arab Emirates	AE	AE	24	54	AE	20190611	https://www.aerotime.aero/merve.kara/22729-turkish-airlines-cancels-flights-to-sudan
851485535	20190611	201906	2019	2019.4411	IRN	IRAN	IRN								ARE	UNITED ARAB EMIRATES	ARE								0	130	130	13	3	-4.4	5	1	5	-2.89584306398879	1	Iran	IR	IR	32	53	IR	1	United Arab Emirates	AE	AE	24	54	AE	1	Iran	IR	IR	32	53	IR	20190611	https://iranian.com/2019/06/11/trump-is-not-extricating-himself-on-iran-he-is-being-dug-in/
851496351	20190611	201906	2019	2019.4411	SDN	KHARTOUM	SDN																		0	160	160	16	4	-4.0	1	1	1	-0.91883614088821	1	Qatar	QA	QA	25.5	51.25	QA	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190611	https://www.al-monitor.com/pulse/originals/2019/06/egypt-sudan-military-council-protests-role.html
851508278	20190611	201906	2019	2019.4411	ARE	DUBAI	ARE																		1	130	130	13	3	-4.4	9	2	9	1.97530864197531	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190611	https://whatson.ae/dubai/2019/06/boa-dubai-announces-huge-line-up-of-performers-this-summer/
851537969	20190611	201906	2019	2019.4411											ARE	UNITED ARAB EMIRATES	ARE								1	130	130	13	3	-4.4	2	1	2	0	0							4	Port Rashid, Dubayy, United Arab Emirates	AE	AE03	25.2677	55.2825	-784013	4	Port Rashid, Dubayy, United Arab Emirates	AE	AE03	25.2677	55.2825	-784013	20190611	https://www.express.co.uk/travel/articles/1139095/british-airways-concorde-new-york-london-cunard-queen-elizabeth-2-cruise-ship-spt
851585424	20190512	201905	2019	2019.3616	ARE	UNITED ARAB EMIRATES	ARE								SAU	SAUDI ARABIA	SAU								1	1312	131	13	3	-5.8	6	1	6	0	1	United Arab Emirates	AE	AE	24	54	AE	1	Saudi Arabia	SA	SA	25	45	SA	1	China	CH	CH	35	105	CH	20190611	https://www.jns.org/white-house-egypt-jordan-and-morocco-to-attend-bahrain-summit/
851585440	20190512	201905	2019	2019.3616	SAU	SAUDI ARABIA	SAU								ARE	UNITED ARAB EMIRATES	ARE								1	1312	131	13	3	-5.8	6	1	6	0	1	Saudi Arabia	SA	SA	25	45	SA	1	United Arab Emirates	AE	AE	24	54	AE	1	China	CH	CH	35	105	CH	20190611	https://www.jns.org/white-house-egypt-jordan-and-morocco-to-attend-bahrain-summit/
851585723	20190611	201906	2019	2019.4411	ARE	DUBAI	ARE								SAU	SAUDI	SAU								1	130	130	13	3	-4.4	32	3	32	-7.75347747524647	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Khamis Mushait, Saudi Arabia (general), Saudi Arabia	SA	SA00	18.3064	42.7292	-3096384	4	Sanaa, Sana', Yemen	YM	YM16	15.3547	44.2067	-3191442	20190611	https://www.lmtonline.com/news/world/article/Yemen-s-Houthi-rebels-launch-attack-drones-into-13967032.php
851657483	20190611	201906	2019	2019.4411	ARE	DUBAI	ARE								SAU	SAUDI	SAU								1	130	130	13	3	-4.4	2	1	2	-7.57946210268949	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Khamis Mushait, Saudi Arabia (general), Saudi Arabia	SA	SA00	18.3064	42.7292	-3096384	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190611	http://www.arabtimesonline.com/news/yemens-houthi-rebels-launch-attack-drones-into-saudi-arabia/
