808891619	20181210	201812	2018	2018.9315	IGOPGSGCC	GULF COOPERATION COUNCIL	PGS	GCC				IGO			IRN	TEHRAN	IRN								1	130	130	13	3	-4.4	1	1	1	0.50568900126422	1	Bahrain	BA	BA	26	50.5	BA	4	Khaleej Times, Dubayy, United Arab Emirates	AE	AE03	25.1723	55.2444	11414110	4	Khaleej Times, Dubayy, United Arab Emirates	AE	AE03	25.1723	55.2444	11414110	20181210	https://www.khaleejtimes.com/region/mena/stop-meddling-gcc-warns-iran--
808896496	20181210	201812	2018	2018.9315	MED	PUBLICATION						MED													1	130	130	13	3	-4.4	5	1	5	-1.36116152450091	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181210	https://www.khaleejtimes.com/news/uae-health/Dh200000-fine-/for-/making-these-posts-online-in-UAE
808925336	20181210	201812	2018	2018.9315	ARE	UNITED ARAB EMIRATES	ARE								CVL	RESIDENTS						CVL			1	130	130	13	3	-4.4	4	2	4	-3.47967178935333	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	20181210	https://www.khaleejtimes.com/news/crime-and-courts/uae-police-warn-against-these-online-promotions
808925392	20181210	201812	2018	2018.9315	BUS	BANK						BUS			CVL	RESIDENTS						CVL			1	130	130	13	3	-4.4	3	1	3	-3.4351145038168	4	Khaleej Times, Dubayy, United Arab Emirates	AE	AE03	25.1723	55.2444	11414110	4	Khaleej Times, Dubayy, United Arab Emirates	AE	AE03	25.1723	55.2444	11414110	4	Khaleej Times, Dubayy, United Arab Emirates	AE	AE03	25.1723	55.2444	11414110	20181210	https://www.khaleejtimes.com/news/crime-and-courts/uae-police-warn-against-these-online-promotions
808925471	20181210	201812	2018	2018.9315	COP	POLICE						COP			BUSMED	BANK						BUS	MED		1	130	130	13	3	-4.4	10	1	10	-3.4351145038168	4	Khaleej Times, Dubayy, United Arab Emirates	AE	AE03	25.1723	55.2444	11414110	4	Khaleej Times, Dubayy, United Arab Emirates	AE	AE03	25.1723	55.2444	11414110	4	Khaleej Times, Dubayy, United Arab Emirates	AE	AE03	25.1723	55.2444	11414110	20181210	https://www.khaleejtimes.com/news/crime-and-courts/uae-police-warn-against-these-online-promotions
808987970	20181210	201812	2018	2018.9315											CVL	RESIDENTS						CVL			1	130	130	13	3	-4.4	3	1	3	-3.52422907488987	0							4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	20181210	https://www.albawaba.com/editorchoice/abu-dhabi-police-warn-fake-online-scams-1224436
809031563	20181210	201812	2018	2018.9315	ARE	ABU DHABI	ARE								MED	WEBSITE						MED			1	130	130	13	3	-4.4	12	1	10	-8.53242320819108	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	20181210	https://gulfnews.com/uae/government/abu-dhabi-police-warn-against-fake-banking-websites-1.60855654
809031564	20181210	201812	2018	2018.9315	ARECOP	ABU DHABI	ARE					COP			MED	WEBSITE						MED			1	130	130	13	3	-4.4	6	1	6	-8.53242320819108	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	20181210	https://gulfnews.com/uae/government/abu-dhabi-police-warn-against-fake-banking-websites-1.60855654
809057341	20181210	201812	2018	2018.9315	ARE	ABU DHABI	ARE								ARECOP	UNITED ARAB EMIRATES	ARE					COP			1	130	130	13	3	-4.4	4	1	4	-3.79746835443038	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	20181210	http://tag911.ae/abu-dhabi-police-issue-this-warning-to-online-banking-customers/
809057348	20181210	201812	2018	2018.9315	ARECOP	ABU DHABI	ARE					COP													1	130	130	13	3	-4.4	6	1	6	-3.79746835443038	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	0							4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	20181210	http://tag911.ae/abu-dhabi-police-issue-this-warning-to-online-banking-customers/
