799766893	20181103	201811	2018	2018.8301	IGOUNOKID	UNICEF		UNO				IGO			YEM	YEMEN	YEM								1	130	130	13	3	-4.4	2	1	2	-7.2289156626506	1	United Arab Emirates	AE	AE	24	54	AE	1	Iran	IR	IR	32	53	IR	1	United Arab Emirates	AE	AE	24	54	AE	20181103	https://www.thehindu.com/news/international/unicef-warns-impeding-aid-delivery-in-yemen-will-lead-to-famine/article25412786.ece
799767165	20181103	201811	2018	2018.8301	PAK	PAKISTAN	PAK																		0	130	130	13	3	-4.4	2	1	2	2.97029702970297	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	0							4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	20181103	https://gulfnews.com/news/uae/society/indian-expat-markose-had-positive-vibes-before-winning-dh10million-1.2297095
