812836664	20181228	201812	2018	2018.9808	ARE	DUBAI	ARE								AFR	AFRICA	AFR								1	1384	138	13	3	-7.0	10	1	10	1.15830115830116	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	1	China	CH	CH	35	105	CH	4	Red Sea, Djibouti (general), Djibouti	DJ	DJ00	19	39.5	-2037160	20181228	http://www.customstoday.com.pk/the-uaes-active-role-in-horn-of-africa-peace-making/
812902578	20181228	201812	2018	2018.9808	ARE	UNITED ARAB EMIRATES	ARE								SYR	DAMASCUS	SYR								0	130	130	13	3	-4.4	2	1	2	-5.43766578249337	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Damascus, Dimashq, Syria	SY	SY13	33.5	36.3	-2541260	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181228	https://www.express.co.uk/news/world/1064502/saudi-arabia-news-khashoggi-killing-crown-prince-mohammed-bin-salman-saudi-arabia-trump
812902579	20181228	201812	2018	2018.9808	ARE	UNITED ARAB EMIRATES	ARE								SYR	DAMASCUS	SYR								0	130	130	13	3	-4.4	2	1	2	-5.43766578249337	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181228	https://www.express.co.uk/news/world/1064502/saudi-arabia-news-khashoggi-killing-crown-prince-mohammed-bin-salman-saudi-arabia-trump
812909576	20181228	201812	2018	2018.9808	CHR	CHRISTIAN				CHR															1	130	130	13	3	-4.4	10	1	10	-5.078125	4	Sharjah, Ash Shariqah, United Arab Emirates	AE	AE06	25.3573	55.4033	-782371	0							4	Sharjah, Ash Shariqah, United Arab Emirates	AE	AE06	25.3573	55.4033	-782371	20181228	https://restart.typepad.com/my_weblog/2018/12/persecution-of-christians-in-the-united-arab-emirates.html
