791764631	20181003	201810	2018	2018.7479	ARE	UNITED ARAB EMIRATES	ARE																		1	133	133	13	3	-5.8	2	1	2	-1.37931034482759	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181003	https://gulfnews.com/life-style/celebrity/arabia-news/bassem-youssef-holds-satire-masterclass-in-dubai-1.2285885
791788024	20181003	201810	2018	2018.7479	ARE	UNITED ARAB EMIRATES	ARE																		1	130	130	13	3	-4.4	4	1	4	2.37529691211402	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181003	https://www.vogue.co.uk/article/celebrities-wearing-riccardo-tiscis-burberry
