782304017	20180827	201808	2018	2018.6493	ARE	DUBAI	ARE								IGOCOPITP	INTERPOL		ITP				IGO	COP		1	130	130	13	3	-4.4	2	1	2	-5.35117056856187	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20180827	https://www.timesnownews.com/india/article/india-steps-up-efforts-to-extradite-christian-michel-the-middleman-in-agustawestland-vvip-chopper-deal/275723
782304223	20180827	201808	2018	2018.6493	CHR	CHRISTIAN				CHR					ARE	DUBAI	ARE								1	130	130	13	3	-4.4	2	1	2	-5.35117056856187	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20180827	https://www.timesnownews.com/india/article/india-steps-up-efforts-to-extradite-christian-michel-the-middleman-in-agustawestland-vvip-chopper-deal/275723
782304224	20180827	201808	2018	2018.6493	CHR	CHRISTIAN				CHR					ARE	DUBAI	ARE								1	130	130	13	3	-4.4	6	1	6	-5.35117056856187	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20180827	https://www.timesnownews.com/india/article/india-steps-up-efforts-to-extradite-christian-michel-the-middleman-in-agustawestland-vvip-chopper-deal/275723
782364700	20180827	201808	2018	2018.6493	ARE	DUBAI	ARE																		0	130	130	13	3	-4.4	2	1	2	-3.19148936170213	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20180827	https://www.thenational.ae/lifestyle/motoring/the-seven-unwritten-rules-of-the-uae-s-roads-driver-signals-from-the-alternative-highway-code-1.764156
782364702	20180827	201808	2018	2018.6493	ARE	DUBAI	ARE								ARECOP	UNITED ARAB EMIRATES	ARE					COP			0	130	130	13	3	-4.4	4	1	2	-3.19148936170213	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20180827	https://www.thenational.ae/lifestyle/motoring/the-seven-unwritten-rules-of-the-uae-s-roads-driver-signals-from-the-alternative-highway-code-1.764156
782364709	20180827	201808	2018	2018.6493	ARECOP	UNITED ARAB EMIRATES	ARE					COP													0	130	130	13	3	-4.4	2	1	2	-3.19148936170213	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	0							4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	20180827	https://www.thenational.ae/lifestyle/motoring/the-seven-unwritten-rules-of-the-uae-s-roads-driver-signals-from-the-alternative-highway-code-1.764156
782364710	20180827	201808	2018	2018.6493	ARECOP	DUBAI	ARE					COP													0	130	130	13	3	-4.4	6	1	3	-3.19148936170213	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20180827	https://www.thenational.ae/lifestyle/motoring/the-seven-unwritten-rules-of-the-uae-s-roads-driver-signals-from-the-alternative-highway-code-1.764156
782422943	20180827	201808	2018	2018.6493	YEM	SANAA	YEM								ARE	DUBAI	ARE								1	130	130	13	3	-4.4	19	2	19	-4.77100974232906	1	Saudi Arabia	SA	SA	25	45	SA	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20180827	https://www.mintpressnews.com/drone-strike-on-uaes-dubai-airport-reported-as-yemen-retaliates-for-airstrikes-on-children/248290/
782441668	20180827	201808	2018	2018.6493	YEMUAF	YEMEN	YEM					UAF			ARE	DUBAI	ARE								1	130	130	13	3	-4.4	20	1	20	-9.04095904095905	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20180827	https://www.arabnews.com/node/1362726/middle-east
782442845	20180827	201808	2018	2018.6493	DEU	GERMAN	DEU								DEUGOV	ANGELA MERKEL	DEU					GOV			0	130	130	13	3	-4.4	2	1	2	-2.67260579064588	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	1	Yemen	YM	YM	15.5	47.5	YM	20180827	https://ynaija.com/the-late-5-buhari-will-not-be-distracted-by-trumps-alleged-hate-speech-bmo-nass-rejects-inecs-n189bn-budget-more-stories/
