808710976	20181209	201812	2018	2018.9288	IRN	IRAN	IRN																		1	1312	131	13	3	-5.8	8	1	8	-16.6666666666667	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181209	http://news.trust.org/item/20181208072307-5wth1/
808710977	20181209	201812	2018	2018.9288	IRN	IRAN	IRN																		1	1312	131	13	3	-5.8	2	1	2	-16.6666666666667	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							1	Iran	IR	IR	32	53	IR	20181209	http://news.trust.org/item/20181208072307-5wth1/
808828243	20181209	201812	2018	2018.9288	IGOPGSGCC	GULF COOPERATION COUNCIL	PGS	GCC				IGO			IRN	TEHRAN	IRN								1	130	130	13	3	-4.4	1	1	1	0.50568900126422	1	Bahrain	BA	BA	26	50.5	BA	4	Khaleej Times, Dubayy, United Arab Emirates	AE	AE03	25.1723	55.2444	11414110	4	Khaleej Times, Dubayy, United Arab Emirates	AE	AE03	25.1723	55.2444	11414110	20181209	https://www.khaleejtimes.com/region/mena/stop-meddling-gcc-warns-iran
808838571	20181209	201812	2018	2018.9288	HIN105	RASHTRIYA SWAYAMSEVAK SANGH				HIN					AFR	AFRICA	AFR								0	1384	138	13	3	-7.0	2	1	2	-1.63511187607573	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181209	https://www.dailymaverick.co.za/opinionista/2018-12-09-a-sardonic-sneak-preview-of-2019/
