791091704	20181001	201810	2018	2018.7425	CRM	PERPETRATOR						CRM													0	130	130	13	3	-4.4	1	1	1	-9.54235637779938	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181001	http://www.newser.com/article/ea96e258af4b41f9b868feb66c9a6667/wails-vows-of-revenge-at-iran-funeral-after-parade-attack.html
791092135	20181001	201810	2018	2018.7425	IRN	IRAN	IRN																		1	130	130	13	3	-4.4	2	1	2	-9.54235637779938	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181001	http://www.newser.com/article/ea96e258af4b41f9b868feb66c9a6667/wails-vows-of-revenge-at-iran-funeral-after-parade-attack.html
791092136	20181001	201810	2018	2018.7425	IRN	IRAN	IRN																		1	130	130	13	3	-4.4	3	1	3	-9.54235637779938	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	20181001	http://www.newser.com/article/ea96e258af4b41f9b868feb66c9a6667/wails-vows-of-revenge-at-iran-funeral-after-parade-attack.html
791092392	20181001	201810	2018	2018.7425	MIL	COMMANDER						MIL			CRM	PERPETRATOR						CRM			0	130	130	13	3	-4.4	1	1	1	-9.54235637779938	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	1	Saudi Arabia	SA	SA	25	45	SA	1	Saudi Arabia	SA	SA	25	45	SA	20181001	http://www.newser.com/article/ea96e258af4b41f9b868feb66c9a6667/wails-vows-of-revenge-at-iran-funeral-after-parade-attack.html
791158013	20181001	201810	2018	2018.7425	YEM	YEMEN	YEM								ARE	UNITED ARAB EMIRATES	ARE								1	130	130	13	3	-4.4	2	1	2	-9.09090909090909	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20181001	https://en.shafaqna.com/fn/132847/
791159285	20181001	201810	2018	2018.7425	ARE	UNITED ARAB EMIRATES	ARE								ARECOP	UNITED ARAB EMIRATES	ARE					COP			1	130	130	13	3	-4.4	2	1	2	-10.9467455621301	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181001	https://gulfnews.com/news/uae/transport/multiple-road-crashes-stall-dubai-traffic-1.2284682
791202117	20181001	201810	2018	2018.7425	IRN	IRAN	IRN																		0	130	130	13	3	-4.4	1	1	1	-3.7292817679558	1	United Arab Emirates	AE	AE	24	54	AE	0							1	United Arab Emirates	AE	AE	24	54	AE	20181001	https://middle-east-online.com/en/us-works-quash-european-attempts-bypass-iran-sanctions
791227571	20181001	201810	2018	2018.7425	LAB	WORKER						LAB			CVL	NEIGHBOURHOOD						CVL			1	130	130	13	3	-4.4	16	1	16	2.83273210556294	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181001	https://gulfnews.com/news/uae/government/families-feel-less-safe-near-workers-accommodations-1.2284952
791227572	20181001	201810	2018	2018.7425	LAB	WORKER						LAB			CVL	NEIGHBOURHOOD						CVL			1	130	130	13	3	-4.4	4	1	4	2.83273210556294	1	Singapore	SN	SN	1.366667	103.8	SN	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181001	https://gulfnews.com/news/uae/government/families-feel-less-safe-near-workers-accommodations-1.2284952
791236764	20181001	201810	2018	2018.7425	BUS	INVESTOR						BUS			YEM	YEMEN	YEM								0	130	130	13	3	-4.4	2	1	2	-5.00782472613458	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Mukha, Taizz, Yemen	YM	YM25	13.3195	43.2448	-3183740	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181001	http://www.islamicinvitationturkey.com/2018/10/01/uae-should-expect-more-attacks-if-aggression-on-yemen-continues-ansarullah-spokesman/
