805568180	20181127	201811	2018	2018.8959	SAU	SAUDI ARABIA	SAU								GOV	PRINCE						GOV			0	130	130	13	3	-4.4	2	1	2	-2.76243093922652	1	United Arab Emirates	AE	AE	24	54	AE	1	Bahrain	BA	BA	26	50.5	BA	1	United Arab Emirates	AE	AE	24	54	AE	20181127	https://www.siasat.com/news/tunisians-protest-planned-visit-saudi-crown-prince-1438068/
805657186	20181127	201811	2018	2018.8959	JUD	COUNSELLOR						JUD			EDU	SCHOOL						EDU			0	130	130	13	3	-4.4	10	1	10	1.3801756587202	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181127	https://www.thenational.ae/uae/uae-schools-adopt-anti-bullying-apps-to-help-pupils-suffering-in-silence-1.796377
805674602	20181127	201811	2018	2018.8959	PHL	PHILIPPINE	PHL								ARE	DUBAI	ARE								1	130	130	13	3	-4.4	4	1	4	-4.49612403100775	4	Philippine, Benguet, Philippines	RP	RP10	16.45	120.55	-2445611	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181127	https://www.scmp.com/news/asia/southeast-asia/article/2175285/philippine-government-warns-trafficking-rings-dubai
805674617	20181127	201811	2018	2018.8959	PHLGOV	PHILIPPINE	PHL					GOV			ARE	DUBAI	ARE								1	130	130	13	3	-4.4	4	1	4	-4.49612403100775	4	Philippine, Benguet, Philippines	RP	RP10	16.45	120.55	-2445611	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181127	https://www.scmp.com/news/asia/southeast-asia/article/2175285/philippine-government-warns-trafficking-rings-dubai
805674618	20181127	201811	2018	2018.8959	PHLGOV	PHILIPPINE	PHL					GOV			ARE	UNITED ARAB EMIRATES	ARE								1	130	130	13	3	-4.4	2	1	2	-4.49612403100775	4	Baghdad, Baghdad, Iraq	IZ	IZ07	33.3386	44.3939	-3103581	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Philippine, Benguet, Philippines	RP	RP10	16.45	120.55	-2445611	20181127	https://www.scmp.com/news/asia/southeast-asia/article/2175285/philippine-government-warns-trafficking-rings-dubai
805713584	20181127	201811	2018	2018.8959	LEG	PARLIAMENT						LEG			ISR	ISRAEL	ISR								0	130	130	13	3	-4.4	20	10	20	-0.908761337750563	1	Israel	IS	IS	31.5	34.75	IS	1	United Arab Emirates	AE	AE	24	54	AE	1	Saudi Arabia	SA	SA	25	45	SA	20181127	https://www.yahoo.com/news/iran-vows-fight-trumps-israel-palestinian-deal-144003160.html
805713585	20181127	201811	2018	2018.8959	LEG	PARLIAMENT						LEG			ISR	ISRAEL	ISR								0	130	130	13	3	-4.4	116	20	116	-1.0048111057476	1	Israel	IS	IS	31.5	34.75	IS	1	Israel	IS	IS	31.5	34.75	IS	1	United Arab Emirates	AE	AE	24	54	AE	20181127	https://www.yahoo.com/news/iran-vows-fight-trumps-israel-palestinian-deal-144003160.html
805713586	20181127	201811	2018	2018.8959	LEG	PARLIAMENT						LEG			ISR	ISRAEL	ISR								0	130	130	13	3	-4.4	44	20	44	-1.0048111057476	1	Saudi Arabia	SA	SA	25	45	SA	1	Israel	IS	IS	31.5	34.75	IS	1	United Arab Emirates	AE	AE	24	54	AE	20181127	https://www.yahoo.com/news/iran-vows-fight-trumps-israel-palestinian-deal-144003160.html
805731018	20181127	201811	2018	2018.8959	ARE	UNITED ARAB EMIRATES	ARE								ISR	ISRAEL	ISR								0	130	130	13	3	-4.4	4	1	4	-0.69721115537848	1	United Arab Emirates	AE	AE	24	54	AE	1	Israel	IS	IS	31.5	34.75	IS	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20181127	https://www.i24news.tv/en/news/international/middle-east/189695-181127-palestinians-iran-condemn-warming-ties-between-israel-muslim-states
805731019	20181127	201811	2018	2018.8959	ARE	UNITED ARAB EMIRATES	ARE								ISR	ISRAEL	ISR								0	130	130	13	3	-4.4	1	1	1	-0.69721115537848	1	United Arab Emirates	AE	AE	24	54	AE	1	Israel	IS	IS	31.5	34.75	IS	1	Israel	IS	IS	31.5	34.75	IS	20181127	https://www.i24news.tv/en/news/international/middle-east/189695-181127-palestinians-iran-condemn-warming-ties-between-israel-muslim-states
