797710188	20181026	201810	2018	2018.8110	ARECOP	DUBAI	ARE					COP													1	138	138	13	3	-7.0	5	1	5	-5.03816793893129	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181026	https://www.canberratimes.com.au/politics/federal/values-versus-interests-in-the-khashoggi-case-20181025-p50bwe.html
797710191	20181026	201810	2018	2018.8110	ARECOP	UNITED ARAB EMIRATES	ARE					COP			ARE	UNITED ARAB EMIRATES	ARE								1	138	138	13	3	-7.0	4	1	4	-5.03816793893129	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181026	https://www.canberratimes.com.au/politics/federal/values-versus-interests-in-the-khashoggi-case-20181025-p50bwe.html
797717534	20181026	201810	2018	2018.8110	MED	MAGAZINE						MED													0	138	138	13	3	-7.0	10	1	10	-0.24375380865326	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20181026	https://www.indiatoday.in/television/soaps/story/daily-telly-updates-mauli-pregnancy-shatters-nandini-in-silsila-zara-doubts-zeenat-ishq-subhan-allah-1376133-2018-10-26
